server_id,user_id,fast_finish_count,diamonds_consumed,medals_received,cards_received,diamond_first,diamond_last,medal_first,medal_last
2520,2440625,20,20000,25,0,2026-07-31 02:21:09.208,2026-07-31 02:26:19.220,2026-07-31 02:22:53.144,2026-07-31 02:26:21.040
1600,947746,19,19000,40,0,2026-07-31 04:26:03.154,2026-07-31 04:28:21.864,2026-07-31 04:26:17.536,2026-07-31 04:28:59.358
1700,1349464,19,19000,40,0,2026-07-31 00:28:20.395,2026-07-31 00:29:10.829,2026-07-31 00:28:36.002,2026-07-31 00:29:48.871
1920,1715104,19,19000,40,0,2026-07-31 01:19:57.024,2026-07-31 01:20:32.224,2026-07-31 01:21:07.292,2026-07-31 01:21:23.242
1960,1768979,19,19000,40,0,2026-07-31 09:34:42.737,2026-07-31 09:35:45.863,2026-07-31 09:35:00.561,2026-07-31 09:37:27.196
2100,1902772,19,19000,40,0,2026-07-31 02:33:12.919,2026-07-31 02:34:19.403,2026-07-31 02:35:06.097,2026-07-31 02:35:22.890
2150,1941768,19,19000,70,1,2026-07-31 00:07:47.391,2026-07-31 00:19:43.952,2026-07-31 00:07:55.689,2026-07-31 00:19:58.136
1530,780878,18,18000,70,1,2026-07-31 09:21:13.282,2026-07-31 09:22:29.715,2026-07-31 09:21:47.287,2026-07-31 09:22:44.740
1540,799174,18,18000,40,0,2026-07-30 21:56:58.747,2026-07-31 04:11:48.551,2026-07-30 21:57:31.437,2026-07-31 04:12:00.836
1610,991417,18,18000,20,0,2026-07-31 09:37:51.197,2026-07-31 09:38:18.088,2026-07-31 09:38:52.219,2026-07-31 09:39:00.882
2090,1879881,18,18000,70,1,2026-07-31 05:20:42.384,2026-07-31 05:33:14.480,2026-07-31 05:20:53.526,2026-07-31 05:34:49.909
2430,2258053,18,18000,70,1,2026-07-31 00:48:00.223,2026-07-31 00:50:52.863,2026-07-31 00:48:42.643,2026-07-31 00:51:18.222
2590,2527331,18,18000,40,0,2026-07-31 01:51:00.304,2026-07-31 01:52:18.577,2026-07-31 01:51:31.710,2026-07-31 01:53:01.782
1530,791710,17,17000,40,0,2026-07-31 00:00:58.219,2026-07-31 00:02:19.852,2026-07-31 00:01:07.606,2026-07-31 00:02:36.515
1610,989342,17,17000,70,1,2026-07-31 10:15:03.742,2026-07-31 10:15:56.986,2026-07-31 10:15:08.927,2026-07-31 10:16:46.440
1620,1061433,17,17000,70,1,2026-07-31 03:56:36.468,2026-07-31 03:57:09.016,2026-07-31 03:57:11.581,2026-07-31 03:57:33.003
2210,2000343,17,17000,25,0,2026-07-31 00:33:24.359,2026-07-31 11:08:53.468,2026-07-31 00:34:32.232,2026-07-31 11:09:03.780
2400,2227478,17,17000,70,1,2026-07-31 08:26:01.627,2026-07-31 08:27:30.652,2026-07-31 08:28:32.491,2026-07-31 08:29:07.211
1420,680641,16,16000,70,1,2026-07-31 01:10:58.285,2026-07-31 01:11:54.296,2026-07-31 01:11:28.728,2026-07-31 01:14:21.981
1850,1587095,16,16000,40,0,2026-07-31 01:26:14.344,2026-07-31 01:43:23.657,2026-07-31 01:28:06.894,2026-07-31 01:43:30.038
2020,1823938,16,16000,70,1,2026-07-31 01:58:47.032,2026-07-31 02:00:07.660,2026-07-31 01:58:50.540,2026-07-31 02:01:49.656
2130,1920074,16,16000,70,1,2026-07-30 22:14:49.649,2026-07-30 22:15:28.408,2026-07-30 22:15:19.111,2026-07-30 22:15:42.344
2360,2179170,16,16000,5,0,2026-07-31 09:06:58.975,2026-07-31 09:08:08.109,2026-07-31 09:07:11.556,2026-07-31 09:07:11.556
2460,2319723,16,16000,70,1,2026-07-31 01:11:19.612,2026-07-31 01:54:58.981,2026-07-31 01:11:22.231,2026-07-31 01:55:31.732
2520,2421627,16,16000,70,1,2026-07-31 01:56:29.877,2026-07-31 02:04:08.565,2026-07-31 01:56:59.770,2026-07-31 02:04:24.784
1920,1712274,15,15000,40,0,2026-07-31 05:03:31.974,2026-07-31 05:22:35.920,2026-07-31 05:14:56.138,2026-07-31 05:22:38.878
2320,2128101,15,15000,70,1,2026-07-31 00:04:02.075,2026-07-31 00:05:04.125,2026-07-31 00:05:08.087,2026-07-31 00:05:46.759
2390,2211583,15,15000,70,1,2026-07-31 04:04:21.942,2026-07-31 04:05:07.069,2026-07-31 04:07:31.235,2026-07-31 04:07:53.868
2530,2419137,15,15000,70,1,2026-07-31 09:31:04.283,2026-07-31 09:43:49.381,2026-07-31 09:42:28.258,2026-07-31 09:46:35.979
2560,2488786,15,15000,70,1,2026-07-30 22:53:04.354,2026-07-30 22:56:23.139,2026-07-30 22:53:10.885,2026-07-30 22:56:34.550
1580,889497,14,14000,40,0,2026-07-31 02:55:02.518,2026-07-31 02:57:58.296,2026-07-31 02:56:21.506,2026-07-31 02:58:05.059
2210,2003728,14,14000,20,0,2026-07-31 01:20:01.991,2026-07-31 01:49:21.524,2026-07-31 01:20:20.453,2026-07-31 01:49:38.224
2220,2014250,14,14000,70,1,2026-07-31 00:26:51.926,2026-07-31 00:28:12.402,2026-07-31 00:27:01.854,2026-07-31 00:28:35.046
2500,2413510,14,14000,70,1,2026-07-31 06:17:06.833,2026-07-31 06:24:57.392,2026-07-31 06:24:58.933,2026-07-31 06:25:22.321
2570,2487870,14,14000,70,1,2026-07-31 11:26:04.638,2026-07-31 11:31:54.361,2026-07-31 11:26:23.584,2026-07-31 11:35:30.816
1620,1025324,13,13000,25,0,2026-07-31 09:49:57.571,2026-07-31 09:50:58.814,2026-07-31 09:50:24.362,2026-07-31 09:50:49.091
2370,2181603,13,13000,70,1,2026-07-31 10:23:18.757,2026-07-31 10:25:34.012,2026-07-31 10:24:10.168,2026-07-31 10:25:51.234
2390,2195553,13,13000,10,0,2026-07-31 08:49:03.151,2026-07-31 09:20:46.581,2026-07-31 08:49:44.746,2026-07-31 09:20:50.346
2470,2331278,13,13000,15,0,2026-07-30 22:28:48.960,2026-07-30 22:35:40.272,2026-07-30 22:31:44.033,2026-07-30 22:35:28.644
2490,2380766,13,13000,70,1,2026-07-30 19:39:13.713,2026-07-30 23:20:21.152,2026-07-30 19:39:17.516,2026-07-30 23:20:54.438
2540,2450725,13,13000,40,0,2026-07-31 11:38:20.107,2026-07-31 11:39:02.650,2026-07-31 11:33:46.127,2026-07-31 11:39:30.226
2540,2456072,13,13000,70,1,2026-07-31 02:19:28.911,2026-07-31 02:20:55.762,2026-07-31 02:19:40.103,2026-07-31 02:21:44.476
2600,2534464,13,13000,20,0,2026-07-31 08:50:39.092,2026-07-31 08:52:04.953,2026-07-31 08:51:21.027,2026-07-31 08:52:06.393
2450,2296868,12,12000,70,1,2026-07-31 10:52:38.523,2026-07-31 11:09:08.553,2026-07-31 10:52:42.167,2026-07-31 11:09:20.954
1510,762728,11,11000,70,1,2026-07-31 04:12:42.395,2026-07-31 04:14:38.938,2026-07-31 04:13:18.894,2026-07-31 04:19:03.927
1600,967114,11,11000,15,0,2026-07-31 08:33:10.063,2026-07-31 08:33:54.360,2026-07-31 08:33:34.578,2026-07-31 08:33:38.282
2050,1843903,11,11000,20,0,2026-07-30 23:19:12.339,2026-07-31 03:49:14.368,2026-07-30 23:19:44.991,2026-07-31 03:49:20.616
2330,2126386,11,11000,25,0,2026-07-30 23:04:05.441,2026-07-31 06:17:44.734,2026-07-30 23:04:21.940,2026-07-31 06:17:50.757
2350,2156539,11,11000,30,0,2026-07-31 05:51:06.620,2026-07-31 05:55:18.876,2026-07-31 05:51:16.906,2026-07-31 05:55:21.956
2450,2297124,11,11000,20,0,2026-07-31 09:28:58.479,2026-07-31 09:58:53.345,2026-07-31 09:29:01.762,2026-07-31 09:58:44.063
1460,733757,10,10000,10,0,2026-07-30 19:27:58.144,2026-07-30 19:56:17.350,2026-07-30 19:28:15.736,2026-07-30 19:56:20.248
1830,1540878,10,10000,25,0,2026-07-31 09:35:14.610,2026-07-31 09:39:29.650,2026-07-31 09:39:39.536,2026-07-31 09:39:46.313
2030,1829810,10,10000,40,0,2026-07-31 11:10:16.968,2026-07-31 11:16:51.441,2026-07-31 11:11:01.333,2026-07-31 11:16:55.841
2080,1880170,10,10000,5,0,2026-07-31 01:39:29.170,2026-07-31 01:41:05.900,2026-07-31 01:40:43.264,2026-07-31 01:40:43.264
2440,2289719,10,10000,15,0,2026-07-31 11:34:01.267,2026-07-31 11:47:00.573,2026-07-31 11:46:10.664,2026-07-31 11:47:11.008
2570,2488641,10,10000,25,0,2026-07-31 00:55:36.131,2026-07-31 11:33:11.641,2026-07-31 00:55:48.289,2026-07-31 11:33:14.724
1570,839591,9,9000,10,0,2026-07-31 05:38:56.941,2026-07-31 09:08:49.814,2026-07-31 05:40:39.317,2026-07-31 09:08:53.016
1630,1090710,9,9000,15,0,2026-07-31 03:20:38.061,2026-07-31 11:01:21.910,2026-07-31 03:20:59.766,2026-07-31 11:01:26.248
1630,1098046,9,9000,15,0,2026-07-31 11:29:49.257,2026-07-31 11:32:24.066,2026-07-31 11:30:06.568,2026-07-31 11:32:29.106
1760,1435684,9,9000,10,0,2026-07-31 07:27:09.447,2026-07-31 07:28:11.568,2026-07-31 07:27:28.515,2026-07-31 07:28:17.328
2170,1958662,9,9000,70,1,2026-07-31 01:13:44.722,2026-07-31 08:09:28.532,2026-07-31 01:36:27.614,2026-07-31 08:09:40.615
2240,2039063,9,9000,25,0,2026-07-31 03:03:04.271,2026-07-31 03:27:51.039,2026-07-31 03:26:27.883,2026-07-31 03:27:56.045
2500,2416941,9,9000,70,1,2026-07-31 06:24:09.473,2026-07-31 07:04:01.379,2026-07-31 06:24:36.776,2026-07-31 07:04:12.905
2560,2474895,9,9000,15,0,2026-07-31 03:25:22.832,2026-07-31 03:26:25.853,2026-07-31 03:25:37.176,2026-07-31 03:26:27.573
1860,1589820,8,8000,10,0,2026-07-31 04:42:07.252,2026-07-31 04:43:01.787,2026-07-31 04:42:39.322,2026-07-31 04:43:02.908
1920,1716821,8,8000,15,0,2026-07-31 08:10:43.978,2026-07-31 08:36:51.504,2026-07-31 08:11:09.475,2026-07-31 08:36:54.623
2060,1859066,8,8000,10,0,2026-07-31 04:47:37.635,2026-07-31 06:47:09.383,2026-07-31 04:47:45.441,2026-07-31 06:47:11.242
2310,2107891,8,8000,15,0,2026-07-31 07:37:12.167,2026-07-31 07:38:16.675,2026-07-31 07:37:26.793,2026-07-31 07:38:24.517
2420,2262975,8,8000,10,0,2026-07-31 07:27:05.099,2026-07-31 08:46:17.025,2026-07-31 07:45:33.198,2026-07-31 08:34:36.861
2450,2314381,8,8000,15,0,2026-07-31 08:51:45.036,2026-07-31 09:25:05.035,2026-07-31 08:51:58.239,2026-07-31 09:25:18.969
1680,1411470,7,7000,5,0,2026-07-30 19:41:26.262,2026-07-30 19:42:02.406,2026-07-30 19:41:42.548,2026-07-30 19:41:42.548
2320,2128690,7,7000,5,0,2026-07-31 10:53:45.911,2026-07-31 10:54:33.486,2026-07-31 10:54:23.082,2026-07-31 10:54:23.082
2340,2155538,7,7000,70,1,2026-07-31 09:07:45.458,2026-07-31 09:45:43.444,2026-07-31 09:08:01.986,2026-07-31 09:46:00.714
2380,2190033,7,7000,15,0,2026-07-31 08:41:33.544,2026-07-31 09:36:57.232,2026-07-31 08:42:01.500,2026-07-31 09:37:01.035
2410,2221811,7,7000,20,0,2026-07-31 09:19:53.901,2026-07-31 09:20:56.362,2026-07-31 09:19:12.981,2026-07-31 09:20:26.389
2420,2272281,7,7000,5,0,2026-07-31 07:04:01.991,2026-07-31 07:24:22.648,2026-07-31 07:04:05.770,2026-07-31 07:04:05.770
2480,2364561,7,7000,35,0,2026-07-31 07:43:38.091,2026-07-31 08:19:16.747,2026-07-31 07:43:41.633,2026-07-31 08:19:20.207
1440,700092,6,6000,20,0,2026-07-31 10:35:30.053,2026-07-31 10:35:46.856,2026-07-31 10:36:00.736,2026-07-31 10:36:07.394
1610,1001544,6,6000,10,0,2026-07-31 02:34:12.099,2026-07-31 02:34:21.998,2026-07-31 02:34:32.485,2026-07-31 02:34:39.367
1690,1320521,6,6000,5,0,2026-07-31 01:17:28.816,2026-07-31 01:17:54.898,2026-07-31 01:17:39.539,2026-07-31 01:17:39.539
1790,1475989,6,6000,5,0,2026-07-31 01:58:10.179,2026-07-31 01:58:48.661,2026-07-31 01:58:57.807,2026-07-31 01:58:57.807
1980,1786255,6,6000,70,1,2026-07-31 09:13:25.130,2026-07-31 09:33:05.370,2026-07-31 09:13:08.347,2026-07-31 09:33:22.710
2110,1908211,6,6000,10,0,2026-07-31 11:28:43.307,2026-07-31 11:29:36.042,2026-07-31 11:29:10.782,2026-07-31 11:29:38.606
2180,1988939,6,6000,5,0,2026-07-31 01:23:25.548,2026-07-31 01:44:19.327,2026-07-31 01:44:21.369,2026-07-31 01:44:21.369
2300,2093393,6,6000,5,0,2026-07-31 05:03:12.130,2026-07-31 05:03:36.761,2026-07-31 05:03:44.705,2026-07-31 05:03:44.705
2370,2165488,6,6000,15,0,2026-07-31 03:01:23.597,2026-07-31 03:02:04.484,2026-07-31 03:01:36.960,2026-07-31 03:02:11.583
2460,2325618,6,6000,10,0,2026-07-31 02:28:38.738,2026-07-31 02:29:19.839,2026-07-31 02:28:49.254,2026-07-31 02:29:23.098
2470,2325183,6,6000,10,0,2026-07-31 08:20:14.821,2026-07-31 08:20:45.140,2026-07-31 08:20:30.936,2026-07-31 08:20:51.146
2560,2488135,6,6000,20,0,2026-07-31 03:51:23.708,2026-07-31 03:51:45.799,2026-07-31 03:45:10.883,2026-07-31 03:56:16.902
2590,2528586,6,6000,20,0,2026-07-31 06:19:01.068,2026-07-31 10:22:18.389,2026-07-31 06:24:17.372,2026-07-31 10:22:22.087
1560,819973,5,5000,5,0,2026-07-31 10:32:34.189,2026-07-31 10:33:10.984,2026-07-31 10:33:14.948,2026-07-31 10:33:14.948
1640,1137457,5,5000,5,0,2026-07-31 05:18:14.551,2026-07-31 05:19:15.904,2026-07-31 05:18:45.754,2026-07-31 05:18:45.754
1910,1701950,5,5000,10,0,2026-07-31 09:42:22.848,2026-07-31 10:08:41.764,2026-07-31 10:08:31.760,2026-07-31 10:08:45.706
1920,1714686,5,5000,70,1,2026-07-31 03:59:32.444,2026-07-31 04:21:30.890,2026-07-31 03:38:01.066,2026-07-31 04:23:04.346
2010,1812813,5,5000,10,0,2026-07-31 03:32:40.586,2026-07-31 03:33:53.258,2026-07-31 03:33:16.720,2026-07-31 03:33:54.602
2040,1852322,5,5000,10,0,2026-07-30 22:33:21.159,2026-07-31 06:36:37.071,2026-07-30 22:33:31.222,2026-07-31 06:36:38.655
2050,1849815,5,5000,5,0,2026-07-31 08:31:18.785,2026-07-31 08:32:22.952,2026-07-31 08:31:27.519,2026-07-31 08:31:27.519
2050,1851071,5,5000,30,0,2026-07-31 08:34:09.578,2026-07-31 10:32:00.969,2026-07-31 08:34:03.171,2026-07-31 10:32:05.469
2070,1865980,5,5000,55,1,2026-07-31 05:08:31.401,2026-07-31 08:26:58.499,2026-07-31 05:08:37.005,2026-07-31 08:27:20.569
2120,1917884,5,5000,5,0,2026-07-30 23:38:37.038,2026-07-30 23:39:14.803,2026-07-30 23:38:54.574,2026-07-30 23:38:54.574
2300,2095200,5,5000,10,0,2026-07-30 23:33:44.290,2026-07-30 23:34:07.646,2026-07-30 23:33:56.418,2026-07-30 23:34:09.085
2380,2195074,5,5000,15,0,2026-07-31 03:04:01.433,2026-07-31 05:23:00.067,2026-07-31 03:04:05.733,2026-07-31 05:23:03.933
2450,2288772,5,5000,20,0,2026-07-31 04:00:04.588,2026-07-31 09:19:06.541,2026-07-31 04:00:16.555,2026-07-31 09:19:10.089
2500,2400458,5,5000,10,0,2026-07-30 22:24:10.740,2026-07-30 23:29:28.300,2026-07-30 22:24:22.657,2026-07-30 23:29:31.621
2530,2419368,5,5000,10,0,2026-07-31 00:12:10.331,2026-07-31 00:12:23.458,2026-07-31 00:12:29.809,2026-07-31 00:12:31.229
2530,2428222,5,5000,15,0,2026-07-31 00:14:38.505,2026-07-31 00:46:49.511,2026-07-31 00:46:40.070,2026-07-31 00:46:59.765
2580,2511668,5,5000,10,0,2026-07-31 05:56:50.574,2026-07-31 11:07:36.272,2026-07-31 05:56:58.417,2026-07-31 11:07:18.650
1910,1667682,4,4000,5,0,2026-07-31 03:14:47.662,2026-07-31 03:15:05.683,2026-07-31 03:15:09.063,2026-07-31 03:15:09.063
1920,1716122,4,4000,10,0,2026-07-31 02:23:30.626,2026-07-31 02:23:54.760,2026-07-31 02:23:42.316,2026-07-31 02:23:59.482
2050,1838280,4,4000,10,0,2026-07-31 03:46:54.632,2026-07-31 03:47:25.203,2026-07-31 03:47:07.937,2026-07-31 03:47:30.112
2090,1898628,4,4000,10,0,2026-07-31 09:45:44.121,2026-07-31 09:46:50.886,2026-07-31 09:46:45.764,2026-07-31 09:46:53.705
2110,1908894,4,4000,10,0,2026-07-31 06:29:28.741,2026-07-31 06:52:55.847,2026-07-31 06:51:38.888,2026-07-31 06:52:59.109
2160,1976670,4,4000,10,0,2026-07-31 11:00:40.755,2026-07-31 11:01:05.348,2026-07-31 11:01:11.209,2026-07-31 11:01:13.749
2240,2031211,4,4000,5,0,2026-07-31 02:55:35.641,2026-07-31 02:56:05.922,2026-07-31 02:55:50.839,2026-07-31 02:55:50.839
2300,2108384,4,4000,10,0,2026-07-31 00:17:40.492,2026-07-31 00:18:03.876,2026-07-31 00:17:44.491,2026-07-31 00:18:10.497
2310,2102707,4,4000,5,0,2026-07-31 08:50:51.509,2026-07-31 09:41:38.861,2026-07-31 09:41:44.961,2026-07-31 09:41:44.961
2320,2132904,4,4000,10,0,2026-07-30 23:31:58.213,2026-07-31 06:41:43.098,2026-07-30 23:32:12.084,2026-07-31 06:41:47.861
2360,2173368,4,4000,20,0,2026-07-31 10:08:06.422,2026-07-31 10:08:43.023,2026-07-31 10:08:09.802,2026-07-31 10:30:19.253
2370,2165585,4,4000,10,0,2026-07-31 08:18:13.861,2026-07-31 08:18:35.414,2026-07-31 08:18:44.216,2026-07-31 08:18:47.518
2470,2336089,4,4000,5,0,2026-07-31 03:34:15.974,2026-07-31 04:35:47.572,2026-07-31 03:34:24.736,2026-07-31 03:34:24.736
2480,2392126,4,4000,10,0,2026-07-30 21:27:06.691,2026-07-30 21:27:35.182,2026-07-30 21:27:17.248,2026-07-30 21:27:40.963
2500,2414644,4,4000,5,0,2026-07-31 02:56:57.973,2026-07-31 02:57:18.697,2026-07-31 02:57:29.539,2026-07-31 02:57:29.539
2550,2468572,4,4000,10,0,2026-07-31 10:42:56.126,2026-07-31 10:43:11.960,2026-07-31 10:43:04.546,2026-07-31 10:43:14.778
2570,2482256,4,4000,5,0,2026-07-31 01:48:05.015,2026-07-31 01:48:25.159,2026-07-31 01:48:27.440,2026-07-31 01:48:27.440
2580,2515028,4,4000,5,0,2026-07-31 09:48:13.542,2026-07-31 09:50:42.283,2026-07-31 09:50:46.724,2026-07-31 09:50:46.724
1390,649436,3,3000,5,0,2026-07-31 09:00:07.242,2026-07-31 09:00:18.818,2026-07-31 09:00:28.498,2026-07-31 09:00:28.498
1420,1127298,3,3000,10,0,2026-07-31 07:59:05.238,2026-07-31 07:59:10.105,2026-07-31 07:59:11.901,2026-07-31 07:59:14.063
1530,790595,3,3000,5,0,2026-07-31 09:01:26.936,2026-07-31 09:01:42.848,2026-07-31 09:28:24.236,2026-07-31 09:28:24.236
1670,1234131,3,3000,10,0,2026-07-31 04:58:39.799,2026-07-31 04:59:02.626,2026-07-31 04:58:55.797,2026-07-31 04:59:06.505
1670,1641612,3,3000,5,0,2026-07-31 00:41:17.881,2026-07-31 00:41:27.370,2026-07-31 00:41:31.740,2026-07-31 00:41:31.740
1880,1618995,3,3000,10,0,2026-07-31 08:11:05.467,2026-07-31 08:11:15.432,2026-07-31 08:11:18.719,2026-07-31 08:41:17.377
1930,1738240,3,3000,5,0,2026-07-31 08:26:19.074,2026-07-31 08:27:06.116,2026-07-31 08:27:09.202,2026-07-31 08:27:09.202
1940,1751532,3,3000,5,0,2026-07-31 09:23:26.708,2026-07-31 09:23:31.570,2026-07-31 09:23:32.769,2026-07-31 09:23:32.769
1940,1756372,3,3000,5,0,2026-07-31 06:09:55.383,2026-07-31 06:10:07.249,2026-07-31 06:10:12.173,2026-07-31 06:10:12.173
1950,1761519,3,3000,15,0,2026-07-31 04:56:52.731,2026-07-31 10:13:22.677,2026-07-31 04:56:55.951,2026-07-31 10:13:25.357
2160,1954286,3,3000,5,0,2026-07-31 08:25:29.756,2026-07-31 08:25:51.405,2026-07-31 08:25:38.105,2026-07-31 08:25:38.105
2170,1955177,3,3000,5,0,2026-07-31 10:03:41.297,2026-07-31 10:03:51.851,2026-07-31 10:03:55.256,2026-07-31 10:03:55.256
2180,1992009,3,3000,5,0,2026-07-31 08:29:35.132,2026-07-31 08:29:45.057,2026-07-31 08:29:48.598,2026-07-31 08:29:48.598
2180,1993887,3,3000,10,0,2026-07-31 04:36:07.633,2026-07-31 04:36:56.963,2026-07-31 04:36:29.228,2026-07-31 04:37:00.733
2210,1996795,3,3000,5,0,2026-07-31 05:14:06.664,2026-07-31 05:14:24.284,2026-07-31 05:14:30.103,2026-07-31 05:14:30.103
2210,2008174,3,3000,5,0,2026-07-31 00:27:33.091,2026-07-31 00:27:37.708,2026-07-31 00:27:38.913,2026-07-31 00:27:38.913
2220,2014253,3,3000,5,0,2026-07-30 23:21:18.428,2026-07-30 23:38:42.576,2026-07-30 23:37:36.023,2026-07-30 23:37:36.023
2250,2032128,3,3000,5,0,2026-07-31 09:35:12.473,2026-07-31 09:35:16.936,2026-07-31 09:35:23.233,2026-07-31 09:35:23.233
2260,2063973,3,3000,5,0,2026-07-31 03:00:41.554,2026-07-31 03:00:53.026,2026-07-31 03:00:56.544,2026-07-31 03:00:56.544
2280,2081936,3,3000,15,0,2026-07-31 02:50:52.877,2026-07-31 03:16:48.716,2026-07-31 02:50:24.686,2026-07-31 03:16:56.733
2280,2085596,3,3000,5,0,2026-07-31 05:25:25.412,2026-07-31 05:25:58.758,2026-07-31 05:26:07.086,2026-07-31 05:26:07.086
2300,2102689,3,3000,5,0,2026-07-31 10:57:43.926,2026-07-31 10:57:47.884,2026-07-31 10:57:56.707,2026-07-31 10:57:56.707
2350,2147209,3,3000,5,0,2026-07-31 07:26:17.312,2026-07-31 07:26:52.379,2026-07-31 07:26:56.459,2026-07-31 07:26:56.459
2370,2158548,3,3000,5,0,2026-07-31 08:23:17.572,2026-07-31 08:36:47.966,2026-07-31 08:36:50.948,2026-07-31 08:36:50.948
2380,2192818,3,3000,5,0,2026-07-31 01:30:32.345,2026-07-31 01:30:36.645,2026-07-31 01:30:44.277,2026-07-31 01:30:44.277
2410,2227359,3,3000,5,0,2026-07-31 11:33:44.025,2026-07-31 11:35:45.945,2026-07-31 11:35:49.309,2026-07-31 11:35:49.309
2430,2258600,3,3000,10,0,2026-07-31 09:46:38.289,2026-07-31 09:56:04.158,2026-07-31 09:56:01.497,2026-07-31 09:56:06.018
2440,2304242,3,3000,5,0,2026-07-31 04:58:14.660,2026-07-31 04:58:20.342,2026-07-31 04:58:26.746,2026-07-31 04:58:26.746
2490,2389572,3,3000,5,0,2026-07-31 02:45:20.648,2026-07-31 02:45:42.390,2026-07-31 02:45:43.975,2026-07-31 02:45:43.975
2490,2394505,3,3000,10,0,2026-07-31 08:37:15.247,2026-07-31 11:01:24.294,2026-07-31 08:37:24.820,2026-07-31 11:01:27.663
2520,2435520,3,3000,5,0,2026-07-31 11:22:57.645,2026-07-31 11:23:07.445,2026-07-31 11:23:10.045,2026-07-31 11:23:10.045
2520,2443725,3,3000,10,0,2026-07-31 05:04:05.281,2026-07-31 05:29:05.295,2026-07-31 05:04:15.451,2026-07-31 05:04:18.736
2560,2490429,3,3000,5,0,2026-07-31 05:26:36.230,2026-07-31 06:03:02.986,2026-07-31 06:03:09.072,2026-07-31 06:03:09.072
2560,2493093,3,3000,5,0,2026-07-31 03:38:12.645,2026-07-31 03:38:37.110,2026-07-31 03:38:38.392,2026-07-31 03:38:38.392
2610,2537686,3,3000,5,0,2026-07-31 10:33:52.779,2026-07-31 10:33:56.865,2026-07-31 10:34:06.244,2026-07-31 10:34:06.244
1310,445719,2,2000,5,0,2026-07-31 08:12:48.375,2026-07-31 08:12:50.289,2026-07-31 08:12:53.389,2026-07-31 08:12:53.389
1420,694138,2,2000,10,0,2026-07-31 08:17:00.216,2026-07-31 08:17:08.578,2026-07-31 08:16:46.861,2026-07-31 08:17:12.900
1440,702219,2,2000,5,0,2026-07-30 21:17:15.413,2026-07-30 21:17:19.213,2026-07-30 21:17:27.967,2026-07-30 21:17:27.967
1700,1358027,2,2000,5,0,2026-07-31 08:04:24.562,2026-07-31 08:04:29.281,2026-07-31 08:04:32.668,2026-07-31 08:04:32.668
1720,1378327,2,2000,10,0,2026-07-30 23:44:26.208,2026-07-31 01:02:56.908,2026-07-30 23:44:29.818,2026-07-31 01:02:58.630
1760,1434923,2,2000,15,0,2026-07-31 10:25:10.728,2026-07-31 10:31:51.998,2026-07-31 10:25:16.610,2026-07-31 10:32:00.207
1820,1531613,2,2000,5,0,2026-07-31 00:16:35.198,2026-07-31 00:16:40.582,2026-07-31 00:16:44.344,2026-07-31 00:16:44.344
1840,1566174,2,2000,5,0,2026-07-31 04:58:25.150,2026-07-31 04:58:30.792,2026-07-31 04:58:34.015,2026-07-31 04:58:34.015
1910,1678334,2,2000,5,0,2026-07-31 09:00:06.364,2026-07-31 09:00:14.417,2026-07-31 09:00:18.831,2026-07-31 09:00:18.831
