server_id,user_id,fast_finish_count,diamonds_consumed,medals_received,cards_received,diamond_first,diamond_last,medal_first,medal_last
2530,2419368,5,5000,10,0,2026-07-31 00:12:10.331,2026-07-31 00:12:23.458,2026-07-31 00:12:29.809,2026-07-31 00:12:31.229
2530,2428222,5,5000,15,0,2026-07-31 00:14:38.505,2026-07-31 00:46:49.511,2026-07-31 00:46:40.070,2026-07-31 00:46:59.765
2580,2511668,5,5000,10,0,2026-07-31 05:56:50.574,2026-07-31 11:07:36.272,2026-07-31 05:56:58.417,2026-07-31 11:07:18.650
2300,2108384,4,4000,10,0,2026-07-31 00:17:40.492,2026-07-31 00:18:03.876,2026-07-31 00:17:44.491,2026-07-31 00:18:10.497
2310,2102707,4,4000,5,0,2026-07-31 08:50:51.509,2026-07-31 09:41:38.861,2026-07-31 09:41:44.961,2026-07-31 09:41:44.961
2320,2132904,4,4000,10,0,2026-07-30 23:31:58.213,2026-07-31 06:41:43.098,2026-07-30 23:32:12.084,2026-07-31 06:41:47.861
2360,2173368,4,4000,20,0,2026-07-31 10:08:06.422,2026-07-31 10:08:43.023,2026-07-31 10:08:09.802,2026-07-31 10:30:19.253
2370,2165585,4,4000,10,0,2026-07-31 08:18:13.861,2026-07-31 08:18:35.414,2026-07-31 08:18:44.216,2026-07-31 08:18:47.518
2470,2336089,4,4000,5,0,2026-07-31 03:34:15.974,2026-07-31 04:35:47.572,2026-07-31 03:34:24.736,2026-07-31 03:34:24.736
2480,2392126,4,4000,10,0,2026-07-30 21:27:06.691,2026-07-30 21:27:35.182,2026-07-30 21:27:17.248,2026-07-30 21:27:40.963
2500,2414644,4,4000,5,0,2026-07-31 02:56:57.973,2026-07-31 02:57:18.697,2026-07-31 02:57:29.539,2026-07-31 02:57:29.539
2550,2468572,4,4000,10,0,2026-07-31 10:42:56.126,2026-07-31 10:43:11.960,2026-07-31 10:43:04.546,2026-07-31 10:43:14.778
2570,2482256,4,4000,5,0,2026-07-31 01:48:05.015,2026-07-31 01:48:25.159,2026-07-31 01:48:27.440,2026-07-31 01:48:27.440
2580,2515028,4,4000,5,0,2026-07-31 09:48:13.542,2026-07-31 09:50:42.283,2026-07-31 09:50:46.724,2026-07-31 09:50:46.724
2300,2102689,3,3000,5,0,2026-07-31 10:57:43.926,2026-07-31 10:57:47.884,2026-07-31 10:57:56.707,2026-07-31 10:57:56.707
2350,2147209,3,3000,5,0,2026-07-31 07:26:17.312,2026-07-31 07:26:52.379,2026-07-31 07:26:56.459,2026-07-31 07:26:56.459
2370,2158548,3,3000,5,0,2026-07-31 08:23:17.572,2026-07-31 08:36:47.966,2026-07-31 08:36:50.948,2026-07-31 08:36:50.948
2380,2192818,3,3000,5,0,2026-07-31 01:30:32.345,2026-07-31 01:30:36.645,2026-07-31 01:30:44.277,2026-07-31 01:30:44.277
2410,2227359,3,3000,5,0,2026-07-31 11:33:44.025,2026-07-31 11:35:45.945,2026-07-31 11:35:49.309,2026-07-31 11:35:49.309
2430,2258600,3,3000,10,0,2026-07-31 09:46:38.289,2026-07-31 09:56:04.158,2026-07-31 09:56:01.497,2026-07-31 09:56:06.018
2440,2304242,3,3000,5,0,2026-07-31 04:58:14.660,2026-07-31 04:58:20.342,2026-07-31 04:58:26.746,2026-07-31 04:58:26.746
2490,2389572,3,3000,5,0,2026-07-31 02:45:20.648,2026-07-31 02:45:42.390,2026-07-31 02:45:43.975,2026-07-31 02:45:43.975
2490,2394505,3,3000,10,0,2026-07-31 08:37:15.247,2026-07-31 11:01:24.294,2026-07-31 08:37:24.820,2026-07-31 11:01:27.663
2520,2435520,3,3000,5,0,2026-07-31 11:22:57.645,2026-07-31 11:23:07.445,2026-07-31 11:23:10.045,2026-07-31 11:23:10.045
2520,2443725,3,3000,10,0,2026-07-31 05:04:05.281,2026-07-31 05:29:05.295,2026-07-31 05:04:15.451,2026-07-31 05:04:18.736
2560,2490429,3,3000,5,0,2026-07-31 05:26:36.230,2026-07-31 06:03:02.986,2026-07-31 06:03:09.072,2026-07-31 06:03:09.072
2560,2493093,3,3000,5,0,2026-07-31 03:38:12.645,2026-07-31 03:38:37.110,2026-07-31 03:38:38.392,2026-07-31 03:38:38.392
2610,2537686,3,3000,5,0,2026-07-31 10:33:52.779,2026-07-31 10:33:56.865,2026-07-31 10:34:06.244,2026-07-31 10:34:06.244
2310,2092792,2,2000,5,0,2026-07-31 07:42:37.480,2026-07-31 07:42:42.099,2026-07-31 07:42:43.099,2026-07-31 07:42:43.099
2340,2149991,2,2000,5,0,2026-07-30 23:46:02.261,2026-07-30 23:46:06.601,2026-07-30 23:46:14.525,2026-07-30 23:46:14.525
2340,2155346,2,2000,5,0,2026-07-31 00:03:00.966,2026-07-31 00:22:24.993,2026-07-31 00:22:26.512,2026-07-31 00:22:26.512
2360,2161749,2,2000,5,0,2026-07-31 03:03:00.569,2026-07-31 03:03:04.398,2026-07-31 03:03:08.995,2026-07-31 03:03:08.995
2370,2196729,2,2000,5,0,2026-07-31 05:33:42.615,2026-07-31 05:33:44.175,2026-07-31 05:33:47.857,2026-07-31 05:33:47.857
2400,2219286,2,2000,5,0,2026-07-31 04:26:47.339,2026-07-31 04:26:53.873,2026-07-31 04:26:58.242,2026-07-31 04:26:58.242
2400,2219328,2,2000,5,0,2026-07-30 22:32:20.123,2026-07-30 22:32:27.102,2026-07-30 22:32:31.323,2026-07-30 22:32:31.323
2430,2254626,2,2000,5,0,2026-07-31 05:45:14.124,2026-07-31 05:45:27.910,2026-07-31 05:45:30.570,2026-07-31 05:45:30.570
2440,2313143,2,2000,10,0,2026-07-31 05:15:30.638,2026-07-31 05:23:33.248,2026-07-31 05:15:33.696,2026-07-31 05:23:36.518
2460,2333494,2,2000,5,0,2026-07-31 11:02:37.935,2026-07-31 11:24:22.924,2026-07-31 11:02:42.679,2026-07-31 11:02:42.679
2460,2350136,2,2000,10,0,2026-07-31 05:18:11.452,2026-07-31 05:18:22.295,2026-07-31 05:18:12.730,2026-07-31 05:18:23.875
2480,2362947,2,2000,5,0,2026-07-31 03:17:29.985,2026-07-31 03:17:35.154,2026-07-31 03:17:41.006,2026-07-31 03:17:41.006
2490,2389017,2,2000,15,0,2026-07-31 11:42:21.562,2026-07-31 11:42:28.752,2026-07-31 11:41:54.380,2026-07-31 11:42:32.114
2520,2421598,2,2000,10,0,2026-07-31 09:53:40.712,2026-07-31 09:54:11.166,2026-07-31 08:21:06.061,2026-07-31 09:54:15.550
2520,2422138,2,2000,5,0,2026-07-30 22:50:02.677,2026-07-30 22:50:10.499,2026-07-30 22:50:14.419,2026-07-30 22:50:14.419
2550,2448916,2,2000,10,0,2026-07-31 01:47:20.618,2026-07-31 01:48:28.703,2026-07-31 01:47:22.728,2026-07-31 01:48:30.382
2560,2498208,2,2000,5,0,2026-07-31 04:45:02.304,2026-07-31 04:45:11.690,2026-07-31 04:45:15.212,2026-07-31 04:45:15.212
2570,2499601,2,2000,5,0,2026-07-31 01:16:01.445,2026-07-31 01:16:05.773,2026-07-31 01:16:07.254,2026-07-31 01:16:07.254
2580,2506049,2,2000,5,0,2026-07-31 08:05:17.641,2026-07-31 08:05:29.628,2026-07-31 08:05:33.707,2026-07-31 08:05:33.707
2580,2514872,2,2000,5,0,2026-07-31 02:29:46.703,2026-07-31 02:29:53.190,2026-07-31 02:29:56.414,2026-07-31 02:29:56.414
2590,2520245,2,2000,5,0,2026-07-31 04:42:31.524,2026-07-31 04:42:36.963,2026-07-31 04:42:46.666,2026-07-31 04:42:46.666
2300,2090027,1,1000,5,0,2026-07-30 23:34:22.404,2026-07-30 23:34:22.404,2026-07-30 23:34:30.341,2026-07-30 23:34:30.341
2310,2111866,1,1000,5,0,2026-07-31 09:41:34.477,2026-07-31 09:41:34.477,2026-07-31 09:41:35.257,2026-07-31 09:41:35.257
2330,2127709,1,1000,5,0,2026-07-31 07:20:15.840,2026-07-31 07:20:15.840,2026-07-31 07:20:19.561,2026-07-31 07:20:19.561
2350,2152315,1,1000,25,0,2026-07-31 11:15:43.980,2026-07-31 11:15:43.980,2026-07-31 11:02:07.396,2026-07-31 11:15:51.424
2360,2176849,1,1000,5,0,2026-07-31 03:48:11.003,2026-07-31 03:48:11.003,2026-07-31 03:48:17.065,2026-07-31 03:48:17.065
2380,2184519,1,1000,5,0,2026-07-31 07:37:56.462,2026-07-31 07:37:56.462,2026-07-31 07:38:01.429,2026-07-31 07:38:01.429
2380,2210662,1,1000,5,0,2026-07-31 01:07:47.892,2026-07-31 01:07:47.892,2026-07-31 01:07:51.879,2026-07-31 01:07:51.879
2390,2192010,1,1000,5,0,2026-07-31 10:54:38.763,2026-07-31 10:54:38.763,2026-07-31 10:54:42.284,2026-07-31 10:54:42.284
2390,2197320,1,1000,5,0,2026-07-31 04:09:42.008,2026-07-31 04:09:42.008,2026-07-31 04:09:45.027,2026-07-31 04:09:45.027
2400,2213031,1,1000,5,0,2026-07-30 21:05:38.857,2026-07-30 21:05:38.857,2026-07-30 21:05:43.101,2026-07-30 21:05:43.101
2400,2216489,1,1000,5,0,2026-07-30 22:37:07.397,2026-07-30 22:37:07.397,2026-07-30 22:37:10.879,2026-07-30 22:37:10.879
2400,2241944,1,1000,10,0,2026-07-31 10:14:22.481,2026-07-31 10:14:22.481,2026-07-31 10:00:07.180,2026-07-31 10:14:23.362
2400,2246076,1,1000,5,0,2026-07-31 08:36:59.120,2026-07-31 08:36:59.120,2026-07-31 08:37:00.497,2026-07-31 08:37:00.497
2420,2280047,1,1000,5,0,2026-07-30 21:28:20.023,2026-07-30 21:28:20.023,2026-07-30 21:28:23.382,2026-07-30 21:28:23.382
2440,2305708,1,1000,5,0,2026-07-31 09:35:04.186,2026-07-31 09:35:04.186,2026-07-31 09:35:11.153,2026-07-31 09:35:11.153
2480,2359530,1,1000,5,0,2026-07-31 08:39:16.613,2026-07-31 08:39:16.613,2026-07-31 08:39:19.673,2026-07-31 08:39:19.673
2480,2379158,1,1000,5,0,2026-07-31 10:36:30.012,2026-07-31 10:36:30.012,2026-07-31 10:36:31.731,2026-07-31 10:36:31.731
2520,2443723,1,1000,5,0,2026-07-31 09:35:42.843,2026-07-31 09:35:42.843,2026-07-31 09:35:44.845,2026-07-31 09:35:44.845
2540,2446675,1,1000,5,0,2026-07-30 21:56:26.080,2026-07-30 21:56:26.080,2026-07-31 00:10:08.130,2026-07-31 00:10:08.130
2540,2450752,1,1000,5,0,2026-07-31 00:35:25.055,2026-07-31 00:35:25.055,2026-07-31 00:37:13.902,2026-07-31 00:37:13.902
2560,2470326,1,1000,5,0,2026-07-31 01:42:22.148,2026-07-31 01:42:22.148,2026-07-31 02:43:10.364,2026-07-31 02:43:10.364
2580,2510040,1,1000,5,0,2026-07-31 05:31:00.169,2026-07-31 05:31:00.169,2026-07-31 05:29:32.062,2026-07-31 05:29:32.062
2580,2510765,1,1000,10,0,2026-07-31 04:02:35.319,2026-07-31 04:02:35.319,2026-07-31 03:51:07.717,2026-07-31 04:02:39.899
