server_id,user_id,asset_id,total_consume
2014502,13396967,11112725,1
2014502,13445308,11112725,1
2014502,13797441,11112725,1
2015702,10852862,11112725,1
2015702,10855709,11112725,2
2016902,10717415,11112725,1
2016902,11311677,11112725,1
2016902,11443763,11112725,1
2016902,11606829,11112725,1
2016902,12107982,11112725,1
2016902,12143109,11112725,1
2016902,16882752,11112725,1
2016902,17080008,11112725,1
2016902,25491019,11112725,1
2017802,12232540,11112725,2
2017802,16234638,11112725,1
2018202,10761930,11112725,1
2018202,10765425,11112725,1
2018202,12884096,11112725,1
2018202,205360587,11112725,1
2018502,12807831,11112725,1
2018502,16772896,11112725,1
2018502,16988379,11112725,1
2018602,11842518,11112725,1
2018602,12378040,11112725,1
2018602,14155556,11112725,25
2018602,14412239,11112725,2
2018602,16700190,11112725,1
2018602,17350022,11112725,1
2018602,17423753,11112725,1
2018602,20287773,11112725,1
2019202,11175297,11112725,1
2019202,11185992,11112725,1
2019202,13588037,11112725,1
2021902,13830921,11112725,1
2021902,14533057,11112725,1
2021902,14777726,11112725,1
2021902,15972088,11112725,1
2021902,215010967,11112725,1
2021902,215752817,11112725,1
2021902,27828235,11112725,1
2022002,14605759,11112725,1
2022002,14668545,11112725,1
2022002,16132500,11112725,1
2023502,11378662,11112725,1
2023502,13110917,11112725,2
2023502,13219456,11112725,1
2023502,15124745,11112725,1
2023502,15863175,11112725,1
2023502,17137448,11112725,1
2023502,17345284,11112725,1
2023502,17349694,11112725,2
2023502,17497927,11112725,1
2023502,17606774,11112725,1
2024402,16153461,11112725,1
2024402,16161050,11112725,1
2024402,18126689,11112725,1
2024402,19210521,11112725,2
2024402,19402210,11112725,1
2024402,20897461,11112725,1
2024402,21193847,11112725,1
2024502,17680915,11112725,1
2024502,19571076,11112725,2
2024502,208815756,11112725,1
2024502,22359099,11112725,1
2024502,223938480,11112725,1
2024502,22623571,11112725,1
2024502,22653476,11112725,1
2024702,16416277,11112725,1
2024702,18449975,11112725,1
2024702,18643122,11112725,2
2024702,18666585,11112725,1
2024702,19659598,11112725,1
2024702,20538852,11112725,1
2024702,20926068,11112725,1
2025502,18220669,11112725,2
2025502,18560059,11112725,1
2025502,18616943,11112725,1
2025502,22071416,11112725,1
2025502,22454535,11112725,1
2026002,19027127,11112725,2
2026002,19090846,11112725,1
2026002,19736788,11112725,1
2026002,24094088,11112725,1
2026002,24609893,11112725,1
2027002,19042881,11112725,1
2027002,20043066,11112725,1
2027002,20062622,11112725,1
2027002,20265451,11112725,1
2027002,20483911,11112725,46
2027002,20854317,11112725,1
2027002,22529623,11112725,1
2027002,22641752,11112725,1
2027002,23422183,11112725,1
2027002,23702681,11112725,1
2028602,15261025,11112725,1
2028602,17148960,11112725,1
2028602,17359269,11112725,1
2028602,21663122,11112725,1
2028602,21720533,11112725,1
2028602,21832650,11112725,1
2029902,19910963,11112725,1
2029902,19958736,11112725,1
2029902,21070392,11112725,1
2029902,22041766,11112725,1
2030002,21515516,11112725,1
2030002,21587723,11112725,1
2030002,21660522,11112725,1
2030002,22890094,11112725,1
2030002,22906927,11112725,1
2030002,23267418,11112725,1
2030002,25842781,11112725,1
2030002,25926648,11112725,2
2030002,26073651,11112725,1
2030002,27156170,11112725,1
2030108,10249527,11112725,75
2030108,10270169,11112725,1
2030108,10300967,11112725,2
2030108,10312104,11112725,2
2030108,10322700,11112725,1
2030108,10339843,11112725,1
2030108,10473870,11112725,177
2030108,10496603,11112725,1
2030108,11348955,11112725,1
2030108,11376418,11112725,1
2030108,11377220,11112725,1
2030108,11386897,11112725,1
2030108,120119156,11112725,1
2030108,120482576,11112725,1
2030108,120541400,11112725,1
2030108,120542175,11112725,1
2030108,120564607,11112725,1
2030108,120571315,11112725,1
2030108,120679681,11112725,2
2030108,121001046,11112725,76
2030108,121014346,11112725,2
2030108,121222972,11112725,1
2030108,121268589,11112725,1
2030108,121380187,11112725,1
2030108,121438682,11112725,2
2030108,121569777,11112725,1
2030108,121572028,11112725,1
2030108,121722504,11112725,2
2030108,122113568,11112725,2
2030108,122290138,11112725,2
2030108,122400477,11112725,1
2030108,123591293,11112725,2
2030108,12925622,11112725,2
2030108,13083476,11112725,2
2030108,13109105,11112725,1
2030108,13129297,11112725,1
2030108,13129923,11112725,2
2030108,13169441,11112725,1
2030108,13173406,11112725,1
2030108,13173590,11112725,26
2030108,13197341,11112725,2
2030108,13206072,11112725,1
2030108,13216832,11112725,1
2030108,13223314,11112725,1
2030108,13245861,11112725,2
2030108,13284717,11112725,1
2030108,13286256,11112725,1
2030108,15776590,11112725,1
2030108,16212424,11112725,1
2030108,16274477,11112725,1
2030108,17117894,11112725,1
2030108,17153834,11112725,1
2030108,17171480,11112725,1
2030108,17172657,11112725,2
2030108,17178109,11112725,1
2030108,17205050,11112725,1
2030108,17369444,11112725,2
2030108,17475277,11112725,2
2030108,17482267,11112725,1
2030108,17619447,11112725,1
2030108,17650167,11112725,1
2030108,17655247,11112725,1
2030108,17655371,11112725,2
2030108,17777878,11112725,1
2030108,17813825,11112725,1
2030108,17919456,11112725,1
2030108,19189309,11112725,1
2030108,19404305,11112725,27
2030108,19448494,11112725,53
2030108,19927219,11112725,1
2030108,19928862,11112725,30
2030108,19997674,11112725,1
2030108,20047446,11112725,1
2030108,200485296,11112725,1
2030108,20053228,11112725,1
2030108,20135906,11112725,1
2030108,20143088,11112725,1
2030108,20157350,11112725,1
2030108,20230221,11112725,1
2030108,20247205,11112725,1
2030108,205322290,11112725,1
2030108,21065782,11112725,1
2030108,21100474,11112725,1
2030108,21105885,11112725,77
2030108,21124461,11112725,1
2030108,21167199,11112725,1
2030108,21176447,11112725,1
2030108,21185947,11112725,27
2030108,21216971,11112725,1
2030108,212353773,11112725,1
2030108,21240885,11112725,1
2030108,212410611,11112725,1
2030108,21244527,11112725,1
2030108,21250520,11112725,1
2030108,21251318,11112725,1
2030108,21265711,11112725,1
2030108,21297005,11112725,1
2030108,21323747,11112725,1
2030108,21336780,11112725,226
2030108,21336780,11112726,2
2030108,21371904,11112725,2
2030108,21431723,11112725,26
2030108,21497693,11112725,1
2030108,21804493,11112725,1
2030108,21807500,11112725,1
2030108,21844230,11112725,1
2030108,21852487,11112725,2
2030108,21900082,11112725,1
2030108,22007625,11112725,1
2030108,22035202,11112725,1
2030108,220360182,11112725,1
2030108,22089740,11112725,1
2030108,22125386,11112725,1
2030108,22277519,11112725,2
2030108,22344692,11112725,2
2030108,22760315,11112725,1
2030108,22876363,11112725,1
2030108,22879562,11112725,1
2030108,22890308,11112725,1
2030108,22901682,11112725,1900
2030108,22901682,11112726,2
2030108,22909512,11112725,1
2030108,22911908,11112725,1
2030108,22965502,11112725,1
2030108,22979091,11112725,2
2030108,22983269,11112725,1
2030108,23143931,11112725,1
2030108,23470952,11112725,1
2030108,23492597,11112725,1
2030108,23507196,11112725,1
2030108,23697304,11112725,1
2030108,23741338,11112725,1
2030108,23750958,11112725,1
2030108,23844493,11112725,1
2030108,23845085,11112725,1
2030108,23883878,11112725,1
2030108,23918891,11112725,1
2030108,23921429,11112725,1
2030108,23929239,11112725,1
2030108,23977682,11112725,1
2030108,24064735,11112725,2
2030108,24064804,11112725,1
2030108,24101387,11112725,1
2030108,24122427,11112725,1
2030108,24190449,11112725,28
2030108,26299144,11112725,1
2030108,26399013,11112725,1
2030108,26621035,11112725,2
2030108,26627671,11112725,1
2030108,26654885,11112725,2
2030108,26819395,11112725,1
2030108,26881814,11112725,1
2030108,26898124,11112725,1
2030108,26901127,11112725,1
2030108,26919940,11112725,1
2030108,27096446,11112725,2
2030108,27155300,11112725,1
2030108,27230447,11112725,28
2030108,27234163,11112725,1
2030108,27245154,11112725,1
2030108,27995970,11112725,1
2030108,28001443,11112725,1
2030108,28004092,11112725,1
2030108,28082637,11112725,1
2030108,28383144,11112725,2
2030108,28464765,11112725,1
2030108,28604443,11112725,1
2030108,28749297,11112725,1
2030108,28830236,11112725,1
2030108,28916716,11112725,1
2030108,28967234,11112725,1
2030108,28977753,11112725,1
2030108,29208070,11112725,1
2030108,29259814,11112725,1
2030108,29604900,11112725,1
2030108,30219879,11112725,16
2030108,30299431,11112725,1
2030108,30312893,11112725,1
2030108,30313877,11112725,1
2030108,30344310,11112725,1
2030108,30366037,11112725,26
2030108,30390058,11112725,1
2030108,30391463,11112725,1
2030108,30398098,11112725,1
2030108,30418271,11112725,1
2030108,30429272,11112725,27
2030108,30434658,11112725,1
2030108,30659584,11112725,1
2030108,30733083,11112725,2
2030108,30790730,11112725,2
2030108,30828486,11112725,1
2030108,30853369,11112725,1
2030108,30967050,11112725,1
2030108,30972288,11112725,1
2030108,30984493,11112725,1
2030108,31017119,11112725,1
2030108,31050334,11112725,1
2030108,31050712,11112725,1
2030108,31052343,11112725,1
2030108,31090282,11112725,26
2030108,31186021,11112725,1
2030108,31251106,11112725,1
2030108,31276373,11112725,1
2030108,31310032,11112725,1
2030108,31921385,11112725,1
2030108,31922833,11112725,1
2030108,31922964,11112725,1
2030108,31968299,11112725,1
2030108,31973689,11112725,1
2030108,31979746,11112725,1
2030108,32006657,11112725,1
2030108,32054527,11112725,1
2030108,32130226,11112725,2
2030108,32921991,11112725,1
2030108,33059608,11112725,2
2030108,33620070,11112725,2
2030108,34765190,11112725,2
2030108,34930342,11112725,1
2030108,35189195,11112725,1
2030108,35237359,11112725,1
2030108,35314049,11112725,1
2030108,35358256,11112725,2
2030108,35477907,11112725,1
2030108,35496144,11112725,1
2030108,35561677,11112725,1
2030108,35568037,11112725,2
2030108,35914837,11112725,1
2030108,36524393,11112725,1
2030108,36696981,11112725,1
2030108,37193912,11112725,1
2030108,37891839,11112725,2
2030108,38612487,11112725,2
2030108,38613945,11112725,1
2030108,38626648,11112725,1
2030108,38660127,11112725,677
2030108,38674825,11112725,2
2030108,38704798,11112725,76
2030108,38723973,11112725,1
2030108,38731446,11112725,1
2030108,38733101,11112725,1
2030108,38746584,11112725,2
2030108,39585978,11112725,1
2030108,39589996,11112725,1
2030108,40014206,11112725,1
2030108,40369679,11112725,1
2030108,40374033,11112725,1
2030108,41656431,11112725,1
2030108,41669235,11112725,1
2030108,41679492,11112725,1
2030108,41703085,11112725,1
2030108,41703376,11112725,1
2030108,41704182,11112725,1
2030108,41745375,11112725,1
2030108,41763069,11112725,2
2030108,41764011,11112725,1
2030108,41770140,11112725,2
2030108,41784201,11112725,1
2030108,41950582,11112725,1
2030108,41976153,11112725,1
2030108,41998720,11112725,1
2030108,42013014,11112725,1
2030108,42098389,11112725,2
2030108,42149927,11112725,1
2030108,42151590,11112725,1
2030108,42157224,11112725,1
2030108,42218918,11112725,1
2030108,42219379,11112725,2
2030108,42235454,11112725,1
2030108,42243713,11112725,1
2030108,42258036,11112725,1
2030108,42280415,11112725,1
2030108,42284682,11112725,1
2030108,42313285,11112725,1
2030108,42321766,11112725,1
2030108,42333240,11112725,1
2030108,42402836,11112725,1
2030108,42447021,11112725,1
2030108,42458479,11112725,1
2030108,42683131,11112725,1
2030108,42708290,11112725,1
2030108,42723630,11112725,1
2030108,42724579,11112725,847
2030108,42724579,11112726,1
2030108,42730586,11112725,1
2030108,42738287,11112725,1
2030108,42746753,11112725,1
2030108,42760453,11112725,1
2030108,42768215,11112725,2
2030108,42789928,11112725,2
2030108,42791374,11112725,1
2030108,42821653,11112725,1
2030108,42878232,11112725,1
2030108,42883276,11112725,2
2030108,43067684,11112725,1
2030108,43088739,11112725,1
2030108,43106459,11112725,1
2030108,43110807,11112725,1
2030108,43111306,11112725,1
2030108,43142161,11112725,1
2030108,43165304,11112725,1
2030108,43195422,11112725,1
2030108,43206005,11112725,1
2030108,43218430,11112725,1
2030108,44050877,11112725,1
2030108,44125418,11112725,1
2030108,44132356,11112725,1
2030108,44135010,11112725,1
2030108,44147935,11112725,1
2030108,44200952,11112725,1
2030108,44242103,11112725,1
2030108,44274821,11112725,2
2030108,44289284,11112725,1
2030108,44300943,11112725,1
2030108,44307099,11112725,1
2030108,46626552,11112725,1
2030108,46920911,11112725,81
2030108,46920911,11112726,1
2030108,46973434,11112725,2
2030108,47012685,11112725,1
2030108,47020980,11112725,1
2030108,47047249,11112725,1
2030108,47268713,11112725,76
2030108,47282630,11112725,1
2030108,47303156,11112725,2
2030108,47303746,11112725,1
2030108,47313136,11112725,1
2030108,47361437,11112725,2
2030108,47371397,11112725,2
2030108,47378668,11112725,1
2030108,47403579,11112725,1
2030108,47422838,11112725,2
2030108,47433954,11112725,1
2030108,47476365,11112725,1
2030108,47480486,11112725,1
2030108,47482833,11112725,2
2030108,47488284,11112725,1
2030108,47488448,11112725,1
2030108,47504703,11112725,1
2030108,47509787,11112725,1
2030108,47531115,11112725,1
2030108,47531772,11112725,1
2030108,47533095,11112725,1
2030108,47541368,11112725,26
2030108,47543186,11112725,1
2030108,47569781,11112725,1
2030108,48092258,11112725,1
2030108,48350939,11112725,2
2030108,49114828,11112725,1
2030108,49119728,11112725,1
2030108,49261765,11112725,1
2030108,50241662,11112725,1
2030108,50270978,11112725,297
2030108,50270978,11112726,1
2030108,50347545,11112725,1
2030108,50660846,11112725,1
2030108,51998890,11112725,1
2030108,52008256,11112725,2
2030108,52483062,11112725,1
2030108,53645102,11112725,1
2030108,54146684,11112725,1
2030108,54181259,11112725,1
2030108,54248565,11112725,1
2030108,54286619,11112725,1
2030108,54289633,11112725,1
2030108,54298451,11112725,1
2030108,54347343,11112725,1
2030108,55860058,11112725,1
2030108,5608223,11112725,1
2030108,58910127,11112725,2
2030108,59038909,11112725,1
2030108,59231397,11112725,26
2030108,6002215,11112725,76
2030108,60159787,11112725,1
2030108,60169402,11112725,2
2030108,60572687,11112725,1
2030108,60608971,11112725,1
2030108,60714295,11112725,1
2030108,60717330,11112725,1
2030108,60766287,11112725,1
2030108,60781881,11112725,2
2030108,60799055,11112725,1
2030108,60806421,11112725,1
2030108,60806982,11112725,1
2030108,60820089,11112725,1
2030108,60826119,11112725,2
2030108,60858630,11112725,2
2030108,60893399,11112725,1
2030108,60895988,11112725,1
2030108,60898775,11112725,2
2030108,60912475,11112725,1
2030108,60955599,11112725,1
2030108,60993739,11112725,2
2030108,61013452,11112725,2
2030108,61036709,11112725,1
2030108,61044721,11112725,51
2030108,61044721,11112726,1
2030108,61071799,11112725,1
2030108,61081875,11112725,1
2030108,61141875,11112725,2
2030108,61250279,11112725,1
2030108,61276865,11112725,1
2030108,61277138,11112725,2
2030108,61322110,11112725,1
2030108,61365758,11112725,1
2030108,61421272,11112725,1
2030108,61452615,11112725,1
2030108,61477934,11112725,1
2030108,61512242,11112725,1
2030108,61582669,11112725,1
2030108,61603536,11112725,1
2030108,61675960,11112725,1
2030108,61677532,11112725,1
2030108,61815658,11112725,1
2030108,61988559,11112725,1
2030108,62019114,11112725,1
2030108,62146758,11112725,1
2030108,62211123,11112725,1
2030108,62236104,11112725,1
2030108,62240382,11112725,2
2030108,62872104,11112725,1
2030108,62911328,11112725,1
2030108,62936823,11112725,27
2030108,62976621,11112725,1
2030108,62993242,11112725,1
2030108,63082603,11112725,2
2030108,63169192,11112725,1
2030108,63187633,11112725,296
2030108,63187633,11112726,1
2030108,63190704,11112725,1
2030108,63289071,11112725,1
2030108,64074200,11112725,1
2030108,64074506,11112725,1
2030108,64160722,11112725,1
2030108,64195934,11112725,1
2030108,64316006,11112725,1
2030108,64361352,11112725,2
2030108,64482579,11112725,1
2030108,64516532,11112725,1
2030108,64527533,11112725,1
2030108,64739543,11112725,1
2030108,64746250,11112725,1
2030108,64785139,11112725,500
2030108,64785139,11112726,2
2030108,64795193,11112725,1
2030108,65462445,11112725,1
2030108,65539497,11112725,1
2030108,65586117,11112725,1
2030108,65928364,11112725,1
2030108,65968186,11112725,2
2030108,65982954,11112725,1
2030108,66128673,11112725,1
2030108,66273046,11112725,27
2030108,66592258,11112725,1
2030108,66603721,11112725,1
2030108,67260187,11112725,26
2030108,67391495,11112725,21
2030108,6741338,11112725,1
2030108,67428918,11112725,1
2030108,67650125,11112725,21046
2030108,67650125,11112726,22
2030108,68307090,11112725,1
2030108,6849226,11112725,1
2030108,6862499,11112725,1
2030108,6867592,11112725,1
2030108,6878176,11112725,1
2030108,6881205,11112725,1
2030108,6882419,11112725,1
2030108,6950897,11112725,1
2030108,69545803,11112725,1
2030108,6956438,11112725,2
2030108,6980304,11112725,1
2030108,69962700,11112725,1
2030108,7027175,11112725,1
2030108,7034318,11112725,1
2030108,73030486,11112725,1
2030108,73473258,11112725,1
2030108,73474771,11112725,1
2030108,74170333,11112725,1
2030108,74219808,11112725,1
2030108,74254750,11112725,1
2030108,74255757,11112725,1
2030108,74268215,11112725,1
2030108,74704065,11112725,1
2030108,74716343,11112725,1
2030108,74748283,11112725,1
2030108,74752872,11112725,3
2030108,74788230,11112725,2
2030108,74796623,11112725,1
2030108,74887983,11112725,1
2030108,74889242,11112725,1
2030108,74953924,11112725,1
2030108,75301430,11112725,1
2030108,75375031,11112725,1
2030108,75432168,11112725,1
2030108,75446575,11112725,1
2030108,75787306,11112725,1
2030108,75804617,11112725,1
2030108,75835433,11112725,1
2030108,75839552,11112725,1
2030108,75894619,11112725,1
2030108,75899123,11112725,1
2030108,75933538,11112725,2
2030108,75981953,11112725,1
2030108,76016253,11112725,26
2030108,76020636,11112725,1
2030108,76170986,11112725,1
2030108,7617429,11112725,1
2030108,76296742,11112725,1
2030108,76305378,11112725,2
2030108,76309675,11112725,1
2030108,76386942,11112725,1
2030108,76395205,11112725,1
2030108,7639585,11112725,1
2030108,76475202,11112725,26
2030108,7658111,11112725,1
2030108,7669848,11112725,1
2030108,78798108,11112725,1
2030108,79250681,11112725,2
2030108,79406230,11112725,1
2030108,79600462,11112725,2
2030108,79620375,11112725,1
2030108,80894814,11112725,1
2030108,81391286,11112725,1
2030108,9460679,11112725,1
2030108,9464510,11112725,1
2030108,9473670,11112725,1
2030108,9474837,11112725,2
2030108,9484209,11112725,1
2030108,9496719,11112725,1
2030108,9511124,11112725,2
2030308,11095213,11112725,1
2030308,11095281,11112725,2
2030308,11096634,11112725,1
2030308,11106826,11112725,2
2030308,11113666,11112725,1
2030308,11182746,11112725,1
2030308,11198746,11112725,1
2030308,11438223,11112725,1
2030308,11450019,11112725,1
2030308,121824296,11112725,1
2030308,121909207,11112725,1
2030308,121936847,11112725,1
2030308,121949783,11112725,1
2030308,12210316,11112725,26
2030308,122129708,11112725,1
2030308,12654116,11112725,1
2030308,15059308,11112725,2
2030308,15173769,11112725,1
2030308,15179375,11112725,1
2030308,15188858,11112725,2
2030308,15315185,11112725,2
2030308,15667707,11112725,1
2030308,15691199,11112725,1
2030308,15695037,11112725,1
2030308,15772239,11112725,1
2030308,15773274,11112725,1
2030308,16099368,11112725,1
2030308,16116942,11112725,1
2030308,16161694,11112725,1
2030308,17196423,11112725,1
2030308,17257625,11112725,1
2030308,17308188,11112725,2
2030308,17393087,11112725,26
2030308,17404727,11112725,1
2030308,17487612,11112725,2
2030308,17524973,11112725,2
2030308,17554939,11112725,247
2030308,17554939,11112726,2
2030308,17555818,11112725,2
2030308,18096672,11112725,1
2030308,18102174,11112725,1
2030308,18152901,11112725,1
2030308,18371781,11112725,1
2030308,18380851,11112725,1
2030308,19275812,11112725,1
2030308,19281822,11112725,2
2030308,19281885,11112725,1
2030308,19301934,11112725,1
2030308,19360573,11112725,1
2030308,19743643,11112725,1
2030308,19798129,11112725,1
2030308,19882591,11112725,1
2030308,19915895,11112725,1
2030308,19943798,11112725,1
2030308,19973936,11112725,1
2030308,20065072,11112725,1
2030308,201497466,11112725,1
2030308,20154797,11112725,1
2030308,20171814,11112725,1
2030308,20278074,11112725,1
2030308,20349477,11112725,1
2030308,20440680,11112725,1
2030308,20483801,11112725,2
2030308,204876526,11112725,1
2030308,20795899,11112725,51
2030308,20795899,11112726,1
2030308,20829911,11112725,1
2030308,20846516,11112725,76
2030308,20846516,11112726,1
2030308,208825301,11112725,76
2030308,20989928,11112725,1
2030308,21018141,11112725,1
2030308,210273641,11112725,1
2030308,21102028,11112725,2
2030308,21102032,11112725,1
2030308,21121294,11112725,2
2030308,21127719,11112725,1
2030308,21143559,11112725,1
2030308,21526495,11112725,2
2030308,21638844,11112725,1
2030308,21725040,11112725,2
2030308,21734281,11112725,1
2030308,21760041,11112725,1
2030308,21862744,11112725,1
2030308,21874111,11112725,1
2030308,218863902,11112725,1
2030308,21887371,11112725,1
2030308,21897811,11112725,1
2030308,219259384,11112725,1
2030308,21938529,11112725,2
2030308,21971645,11112725,2
2030308,22025231,11112725,1
2030308,220692279,11112725,1
2030308,223356015,11112725,2622
2030308,223356015,11112726,16
2030308,22394827,11112725,2
2030308,22583390,11112725,2
2030308,22604017,11112725,1
2030308,22769480,11112725,1
2030308,23294053,11112725,2
2030308,23336157,11112725,1
2030308,23373799,11112725,1
2030308,23748897,11112725,2
2030308,24608076,11112725,496
2030308,24608076,11112726,2
2030308,24783600,11112725,1
2030308,24993885,11112725,1
2030308,25054780,11112725,1
2030308,25124543,11112725,2
2030308,25217076,11112725,1
2030308,25913684,11112725,1
2030308,25921923,11112725,1
2030308,25934962,11112725,1
2030308,26025742,11112725,1
2030308,26099330,11112725,1
2030308,26388823,11112725,1
2030308,26422876,11112725,1
2030308,26468924,11112725,1
2030308,26511837,11112725,1
2030308,26656473,11112725,1
2030308,26711473,11112725,1
2030308,26734523,11112725,2
2030308,26747971,11112725,1
2030308,26838525,11112725,1
2030308,27147615,11112725,1
2030308,27214385,11112725,1
2030308,27222556,11112725,1
2030308,27238546,11112725,1
2030308,27299675,11112725,1
2030308,27733812,11112725,1
2030308,27759443,11112725,1
2030308,27813391,11112725,1
2030308,27820337,11112725,51
2030308,27820337,11112726,1
2030308,27840904,11112725,2
2030308,27906938,11112725,27
2030308,27967650,11112725,2
2030308,27988554,11112725,1
2030308,28005085,11112725,26
2030308,28068690,11112725,2
2030308,28082093,11112725,2
2030308,28226374,11112725,1
2030308,30930854,11112725,1
2030308,3393056,11112725,1
2030308,34026805,11112725,1
2030308,34075462,11112725,1
2030308,34095450,11112725,1
2030308,34127757,11112725,1
2030308,34202504,11112725,1
2030308,3428762,11112725,1
2030308,34586941,11112725,2
2030308,34596789,11112725,26
2030308,34700327,11112725,1
2030308,34804511,11112725,1
2030308,34824025,11112725,1
2030308,34836488,11112725,1
2030308,34840972,11112725,1
2030308,34849856,11112725,1
2030308,35749819,11112725,297
2030308,35749819,11112726,1
2030308,35947747,11112725,2
2030308,35971941,11112725,1
2030308,36072891,11112725,1
2030308,36086996,11112725,1
2030308,3609679,11112725,1
2030308,36106349,11112725,1
2030308,36123093,11112725,1
2030308,36153809,11112725,1
2030308,36212068,11112725,1
2030308,36252064,11112725,1
2030308,36360564,11112725,1
2030308,36422175,11112725,1
2030308,36422297,11112725,2
2030308,36463200,11112725,1
2030308,36486502,11112725,1
2030308,36486833,11112725,1
2030308,36503572,11112725,1
2030308,36511359,11112725,1
2030308,36570673,11112725,76
2030308,3827980,11112725,1
2030308,3829981,11112725,1
2030308,3835444,11112725,1
2030308,38392237,11112725,1
2030308,3857981,11112725,1
2030308,3866978,11112725,2
2030308,38681797,11112725,1
2030308,38710336,11112725,1
2030308,3871154,11112725,1
2030308,38715493,11112725,2
2030308,38733450,11112725,1
2030308,38752325,11112725,77
2030308,38794433,11112725,1
