server_id,user_id,被回收券数,回收笔数,首笔回收时间,末笔回收时间,系统折算钻石入账(>=20:54含7-03),应得钻石(券x100),补偿状态
2100,1899318,1,1,2026-07-02 21:01:16.751,2026-07-02 21:01:16.751,100,100,已足额折算
2100,1903082,6,1,2026-07-02 20:54:37.611,2026-07-02 20:54:37.611,600,600,已足额折算
2100,1904171,6,1,2026-07-02 21:01:16.751,2026-07-02 21:01:16.751,600,600,已足额折算
2100,1904252,6,1,2026-07-02 20:54:37.611,2026-07-02 20:54:37.611,600,600,已足额折算
2100,1908159,6,1,2026-07-02 21:01:16.751,2026-07-02 21:01:16.751,600,600,已足额折算
2100,1908800,6,1,2026-07-02 20:54:37.611,2026-07-02 20:54:37.611,600,600,已足额折算
2100,1911458,3,1,2026-07-02 21:01:16.751,2026-07-02 21:01:16.751,300,300,已足额折算
2100,1913245,6,1,2026-07-02 20:54:37.611,2026-07-02 20:54:37.611,600,600,已足额折算
2100,1914261,6,1,2026-07-02 21:01:16.751,2026-07-02 21:01:16.751,600,600,已足额折算
2100,1914742,6,1,2026-07-02 21:19:13.535,2026-07-02 21:19:13.535,600,600,已足额折算
2110,1908211,6,1,2026-07-02 20:54:37.613,2026-07-02 20:54:37.613,600,600,已足额折算
2110,1915636,6,1,2026-07-02 21:01:16.770,2026-07-02 21:01:16.770,600,600,已足额折算
2110,1916428,1,1,2026-07-02 21:01:16.770,2026-07-02 21:01:16.770,100,100,已足额折算
2120,1917915,6,2,2026-07-02 20:54:37.617,2026-07-02 21:01:16.790,600,600,已足额折算
2120,1918452,6,1,2026-07-02 20:54:37.621,2026-07-02 20:54:37.621,600,600,已足额折算
2120,1919126,6,1,2026-07-02 21:01:16.790,2026-07-02 21:01:16.790,600,600,已足额折算
2120,1919374,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2120,1919797,6,1,2026-07-02 21:10:17.543,2026-07-02 21:10:17.543,600,600,已足额折算
2120,1919994,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2120,1920117,6,1,2026-07-02 21:29:47.313,2026-07-02 21:29:47.313,600,600,已足额折算
2120,1920169,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2120,1921966,6,1,2026-07-02 20:54:37.621,2026-07-02 20:54:37.621,600,600,已足额折算
2120,1922794,6,1,2026-07-02 21:01:16.790,2026-07-02 21:01:16.790,600,600,已足额折算
2120,1923917,3,1,2026-07-02 21:01:16.790,2026-07-02 21:01:16.790,300,300,已足额折算
2120,1924805,2,1,2026-07-02 21:01:16.790,2026-07-02 21:01:16.790,200,200,已足额折算
2120,1927128,6,1,2026-07-02 21:34:05.113,2026-07-02 21:34:05.113,600,600,已足额折算
2120,1928057,6,1,2026-07-02 21:29:47.209,2026-07-02 21:29:47.209,600,600,已足额折算
2120,1930783,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2120,1931241,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2120,1931785,2,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,200,200,已足额折算
2130,1917552,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2130,1917633,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2130,1920225,5,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,500,500,已足额折算
2130,1920308,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2130,1920347,6,1,2026-07-02 21:01:16.807,2026-07-02 21:01:16.807,600,600,已足额折算
2130,1921773,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2130,1923533,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2130,1925443,6,1,2026-07-02 21:01:16.807,2026-07-02 21:01:16.807,600,600,已足额折算
2130,1931423,6,1,2026-07-02 21:01:16.807,2026-07-02 21:01:16.807,600,600,已足额折算
2140,1935081,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2140,1936522,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1936819,6,1,2026-07-02 20:54:37.613,2026-07-02 20:54:37.613,600,600,已足额折算
2140,1937090,6,1,2026-07-02 20:54:37.613,2026-07-02 20:54:37.613,600,600,已足额折算
2140,1938173,1,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,100,100,已足额折算
2140,1938799,5,2,2026-07-02 20:54:37.613,2026-07-02 21:01:16.831,500,500,已足额折算
2140,1939088,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1939680,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2140,1940534,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2140,1941052,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1941286,5,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,500,500,已足额折算
2140,1941504,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1947341,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2140,1947448,6,1,2026-07-02 20:54:37.613,2026-07-02 20:54:37.613,600,600,已足额折算
2140,1948505,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1950814,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2140,1951762,3,1,2026-07-02 21:01:16.833,2026-07-02 21:01:16.833,300,300,已足额折算
2140,1951840,6,2,2026-07-02 20:54:37.613,2026-07-02 21:39:06.073,600,600,已足额折算
2140,1951916,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2140,1970048,6,1,2026-07-02 21:01:16.831,2026-07-02 21:01:16.831,600,600,已足额折算
2150,1934756,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2150,1935542,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2150,1939159,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2150,1939549,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,0,600,未见折算入账(可能邮件未领)
2150,1945189,1,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,100,100,已足额折算
2150,1953924,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2150,1954020,1,1,2026-07-02 21:01:16.845,2026-07-02 21:01:16.845,100,100,已足额折算
2160,1956081,1,1,2026-07-02 21:01:16.871,2026-07-02 21:01:16.871,100,100,已足额折算
2160,1958166,6,2,2026-07-02 20:54:37.623,2026-07-02 21:01:16.871,600,600,已足额折算
2160,1958447,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1960492,6,1,2026-07-02 21:01:16.871,2026-07-02 21:01:16.871,600,600,已足额折算
2160,1961469,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1961500,6,1,2026-07-02 21:01:16.871,2026-07-02 21:01:16.871,0,600,未见折算入账(可能邮件未领)
2160,1963408,6,1,2026-07-02 21:01:16.871,2026-07-02 21:01:16.871,600,600,已足额折算
2160,1966082,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1966217,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1967109,6,1,2026-07-02 20:58:23.057,2026-07-02 20:58:23.057,600,600,已足额折算
2160,1967441,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1970780,6,1,2026-07-02 21:01:16.871,2026-07-02 21:01:16.871,600,600,已足额折算
2160,1970996,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2160,1971274,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2170,1955177,6,1,2026-07-02 21:29:13.508,2026-07-02 21:29:13.508,600,600,已足额折算
2170,1958028,6,1,2026-07-02 21:29:12.372,2026-07-02 21:29:12.372,600,600,已足额折算
2170,1960849,6,1,2026-07-02 20:54:37.621,2026-07-02 20:54:37.621,600,600,已足额折算
2170,1961395,6,1,2026-07-02 20:54:37.621,2026-07-02 20:54:37.621,600,600,已足额折算
2170,1971097,6,1,2026-07-02 21:24:40.388,2026-07-02 21:24:40.388,600,600,已足额折算
2170,1973284,1,1,2026-07-02 20:54:37.621,2026-07-02 20:54:37.621,100,100,已足额折算
2180,1978605,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1979286,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1981474,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1981710,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1981826,6,1,2026-07-02 21:01:16.907,2026-07-02 21:01:16.907,600,600,已足额折算
2180,1982826,5,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,500,500,已足额折算
2180,1983386,6,1,2026-07-02 21:01:16.905,2026-07-02 21:01:16.905,600,600,已足额折算
2180,1984349,6,1,2026-07-02 21:01:16.905,2026-07-02 21:01:16.905,600,600,已足额折算
2180,1986074,1,1,2026-07-02 20:54:37.634,2026-07-02 20:54:37.634,100,100,已足额折算
2180,1986225,5,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,500,500,已足额折算
2180,1986343,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1986795,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1990223,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1990613,6,1,2026-07-02 21:01:16.905,2026-07-02 21:01:16.905,600,600,已足额折算
2180,1993013,6,1,2026-07-02 20:54:37.635,2026-07-02 20:54:37.635,600,600,已足额折算
2180,1993887,6,1,2026-07-02 20:54:37.634,2026-07-02 20:54:37.634,600,600,已足额折算
2180,1994672,6,1,2026-07-02 21:33:06.331,2026-07-02 21:33:06.331,600,600,已足额折算
2190,1977254,6,1,2026-07-02 20:54:37.631,2026-07-02 20:54:37.631,600,600,已足额折算
2190,1979351,4,1,2026-07-02 21:01:16.937,2026-07-02 21:01:16.937,400,400,已足额折算
2190,1979720,6,2,2026-07-02 20:54:37.631,2026-07-02 21:01:16.937,500,600,部分折算
2190,1982537,6,2,2026-07-02 20:54:37.631,2026-07-02 21:01:16.937,0,600,未见折算入账(可能邮件未领)
2190,1987774,6,1,2026-07-02 20:54:37.631,2026-07-02 20:54:37.631,600,600,已足额折算
2190,1991359,6,1,2026-07-02 20:54:37.631,2026-07-02 20:54:37.631,600,600,已足额折算
2190,1992349,6,2,2026-07-02 20:54:37.630,2026-07-02 21:01:16.937,600,600,已足额折算
2190,1993459,6,2,2026-07-02 20:54:37.631,2026-07-02 21:01:16.937,600,600,已足额折算
2200,1997559,6,2,2026-07-02 20:54:37.623,2026-07-02 21:01:16.952,600,600,已足额折算
2200,1997623,6,1,2026-07-02 21:01:16.952,2026-07-02 21:01:16.952,600,600,已足额折算
2200,1997874,6,2,2026-07-02 20:54:37.623,2026-07-02 21:01:16.952,600,600,已足额折算
2200,1998432,1,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,100,100,已足额折算
2200,2000558,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2200,2001326,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2200,2001920,1,1,2026-07-02 21:01:16.952,2026-07-02 21:01:16.952,100,100,已足额折算
2200,2002718,5,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,500,500,已足额折算
2200,2003774,6,2,2026-07-02 20:54:40.002,2026-07-02 21:01:38.824,600,600,已足额折算
2200,2004916,1,1,2026-07-02 21:01:16.952,2026-07-02 21:01:16.952,100,100,已足额折算
2200,2005520,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2200,2006174,6,1,2026-07-02 21:01:16.952,2026-07-02 21:01:16.952,600,600,已足额折算
2200,2007477,6,1,2026-07-02 20:54:37.623,2026-07-02 20:54:37.623,600,600,已足额折算
2200,2008175,6,1,2026-07-02 21:01:16.952,2026-07-02 21:01:16.952,600,600,已足额折算
2200,2010738,6,1,2026-07-02 22:06:15.164,2026-07-02 22:06:15.164,600,600,已足额折算
2210,2000378,6,1,2026-07-02 21:01:16.968,2026-07-02 21:01:16.968,600,600,已足额折算
2210,2001038,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2002035,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2008534,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2008663,1,1,2026-07-02 21:01:16.968,2026-07-02 21:01:16.968,100,100,已足额折算
2210,2009594,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2009741,6,1,2026-07-02 21:01:16.968,2026-07-02 21:01:16.968,600,600,已足额折算
2210,2009927,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2010281,1,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,100,100,已足额折算
2210,2012600,6,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,600,600,已足额折算
2210,2012690,5,1,2026-07-02 20:54:37.632,2026-07-02 20:54:37.632,500,500,已足额折算
2220,2015362,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2220,2015392,1,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,100,100,已足额折算
2220,2015719,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2220,2015813,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2220,2015899,6,1,2026-07-02 21:31:12.674,2026-07-02 21:31:12.674,600,600,已足额折算
2220,2016975,6,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,600,600,已足额折算
2220,2017894,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
