服务器ID,玩家ID,消耗11112725数量
2020608,73604891,108
2020108,8873732,107
2021108,55843654,106
2021008,210993055,105
2020808,80653261,105
2020808,203236673,105
2021108,12301610,102
2088902,213623183,101
2091302,217853892,101
2020608,24512843,100
2020608,6151149,100
2089802,215190739,100
2020608,35627759,99
2020608,37784995,97
2020108,54315742,97
2021008,218733227,96
2021108,22435751,95
2020808,82629288,95
2020808,84641297,91
2021108,74426538,89
2021108,12346315,89
2091302,217734820,88
2089802,215164277,88
2092202,219571788,87
2020208,17676293,86
2092202,219535131,86
2020108,33641525,85
2020108,43953490,85
2020608,50008487,85
2021208,4915991,85
2020708,16251092,83
2020408,14735155,82
2020808,84303672,81
2020208,2796424,80
2021108,12330101,80
2020108,43351980,80
2020408,70315956,78
2021108,39090702,78
2020708,6084170,78
2020608,46437212,77
2020608,4472194,77
2020608,67836518,76
2021108,62553613,76
2020408,23697304,76
2006102,7536707,76
2088802,213378898,76
2092302,219796247,76
2021208,13603777,75
2020808,77953241,74
2020908,80758401,73
2021108,14808266,73
2021008,208392743,73
2091102,217371926,72
2021008,208909340,71
2021208,27365152,71
2021108,120552916,71
2021108,20302898,71
2020408,21431723,70
2020208,26747971,70
2021008,209538568,70
2020908,80491185,70
2021108,13270858,69
2020208,8159597,68
2021108,61658100,68
2021208,53207534,67
2020608,48073539,66
2020708,48056970,65
2020608,38007973,65
2089802,215412086,64
2092202,221396965,63
2092802,220856232,63
2020108,30854386,63
2092602,220302912,62
2020108,34683790,62
2020608,42724579,62
2020608,48352269,61
2092002,219021254,61
2020108,71532491,61
2020608,59961124,61
2020808,86281742,60
2020408,39589996,60
2020808,83940666,60
2020608,22627293,60
2020208,40712395,60
2020908,205043592,59
2020608,45629654,58
2052702,55833892,58
2020208,4861422,58
2021208,9254415,58
2021208,13533643,57
2020208,17730425,56
2030002,27009377,56
2089802,216061899,56
2092502,220145729,56
2020608,48205250,55
2020808,81972838,55
2020908,78119608,54
2020708,48591626,53
2060902,57828547,53
2020608,40671256,53
2020108,35023708,52
2020708,26102531,52
2090002,215492440,52
2020608,40514320,52
2021108,57366251,52
2020808,83676575,51
2021108,66874900,51
2021108,59231397,51
2052502,43563023,51
2020908,78174244,51
2021108,57045506,51
2021108,38980177,51
2021108,13083476,51
2020708,8688734,51
2020108,32223000,50
2021108,58790686,50
2020908,78597585,50
2020408,299630,50
2038602,34362317,50
2020108,23563391,50
2020208,2959905,50
2020608,37250473,50
2021108,19013130,50
2020108,8574091,50
2021208,8763321,50
2020108,9076256,50
2092802,220643391,50
2020608,48194534,50
2020808,74493708,50
2020608,41910339,50
2020608,37623137,49
2077102,79757567,49
2088802,214551391,49
2020408,10586403,48
2020608,45715010,48
2020808,201989156,48
2021108,67391495,48
2020708,34840972,48
2020708,23973385,47
2020608,67835639,47
2020108,46662749,47
2020108,50966601,46
2020708,7651372,46
2018602,11494648,46
2020808,86778802,46
2020408,51324872,46
2092202,219546331,45
2020208,17398189,45
2020608,47842355,45
2020608,8302676,45
2092402,220077315,45
2021008,210290432,45
2092002,219075914,45
2020608,4980186,45
2020708,40247006,45
2020408,16181251,44
2020108,57851814,44
2021108,59586093,44
2020808,84393747,44
2058802,50012808,44
2020108,11969620,44
2020608,8638645,44
2020108,86441681,44
2020808,201153927,43
2020708,43365752,43
2092502,220148221,43
2020608,67962623,43
2092702,220484191,42
2020808,85239241,42
2020808,83457219,42
2089802,215385860,42
2020408,208990330,42
2089202,212873640,42
2020608,42817421,42
2020108,32281739,41
2020908,206129955,41
2091202,217585873,41
2021208,25905112,41
2020208,11095281,41
2020108,76395205,41
2021108,62923015,40
2020808,79702191,40
2020208,37399438,40
2027002,20483911,40
2021108,61250279,40
2021208,19338868,40
2020408,18163099,40
2024702,18643122,40
2077702,82567824,40
2020208,3074918,40
2021008,209523409,40
2020108,58683447,39
2020108,32101526,39
2020108,54055764,39
2020208,15601095,39
2020808,84957257,39
2020108,79620375,39
2021108,63187633,39
2021208,25799691,38
2020108,6868129,38
2092602,220355222,38
2092102,219378732,38
2020408,25602497,37
2021008,209520756,37
2020608,43717191,37
2020108,17576281,37
2020108,70971660,37
2020408,23033741,37
2088902,213699007,37
2021108,37781144,36
2020708,13255167,36
2020208,19448494,36
2021208,26067089,36
2092702,220436295,36
2020108,6865857,36
2090002,215463772,36
2089802,215003922,35
2020808,80817173,35
2020708,7658111,35
2020808,77112661,35
2020108,55807692,34
2039502,33951780,34
2088802,214517311,34
2020408,70289120,34
2001408,218920888,34
2021108,38172050,34
2020108,9083671,34
2020108,29035701,34
2020408,21250520,33
2020108,31952856,33
2021208,22873602,33
2608202,220753530,33
2020108,31692115,33
2020708,53698855,33
2092802,220667075,33
2001408,218027547,33
2037402,34545169,33
2020208,9877941,32
2089802,214951169,32
2020408,22979091,32
2021108,63082603,32
2020108,30455644,32
2020608,47462189,32
2020108,70367218,32
2021108,66718790,32
2020608,7182003,32
2020208,49833858,32
2020408,26186173,32
2021108,58987288,31
2020608,8128487,31
2020708,23829638,31
2089202,212914207,31
2021208,13714007,31
2021108,59115255,31
2021108,19535546,31
2021108,62211123,31
2020608,2126771,30
2092702,220475511,30
2021208,60825698,30
2020108,30429272,30
2020708,13245861,30
2020608,23520972,30
2020908,81600916,30
2020808,79751925,30
2020808,74572602,30
2020108,53558809,29
2020208,27222556,29
2020708,36422175,29
2020108,31708742,29
2021108,57411895,29
2021108,11296566,29
2020808,88626866,29
2039502,35933833,29
2039502,31747215,29
2089202,212835938,28
2020608,37263988,28
2020408,6217802,28
2020708,12210316,28
2020808,81432331,28
2092002,219097384,28
2020608,46235249,27
2020108,68764292,27
2020808,76226595,27
2092402,219925681,27
2020408,18504836,27
2020208,23127214,27
2020108,29194654,27
2021108,26627671,27
2020708,11380910,27
2021208,22835734,27
2001408,218655117,27
2091202,217594763,26
2020608,73588812,26
2020208,4405710,26
2020708,23305159,26
2020608,49021064,26
2020808,202863679,26
2020708,50681822,26
2091302,217737747,26
2020108,75899123,26
2020808,85663896,26
2021108,7046415,26
2020408,51765158,26
2020208,23053094,26
2020708,23485591,26
2020808,47967993,26
2021108,67316961,26
2021208,7568871,26
2020808,81856946,26
2020808,221229293,25
2020108,44782814,25
2020108,68778459,25
2021108,65324859,25
2021208,13755035,25
2020108,69885523,25
2001408,218225863,25
2089202,213132485,25
2020408,7897828,25
2020108,44510856,25
2020208,26511837,25
2020108,33160780,25
2020708,12265633,25
2092802,220578122,25
2021108,57400227,25
2020808,84223984,25
2021108,67260187,24
2089802,215066956,24
2020108,35847621,24
2020108,32002545,24
2020808,203820093,24
2020908,79480736,24
2089202,214136607,24
2020808,74603886,24
2021108,60826119,24
2021108,65138135,24
2020608,44977601,24
2021108,37509608,24
2092802,220654088,24
2020408,53038420,24
2020608,47431547,23
2020208,9428992,23
2062602,63260967,23
2020908,77439084,23
2020908,80504175,23
2021208,15795229,23
2001408,218151732,22
2020108,53727285,22
2020808,200004383,22
2020608,38518128,22
2020608,34785160,22
2089202,213075067,22
2021008,209852657,22
2020408,72784091,22
2020608,5802697,22
2020208,25220083,22
2021108,65594943,22
2088802,213547590,22
2091902,218972480,22
2020808,78346759,22
2020108,59301631,21
2020908,78064664,21
2020108,33503495,21
2090002,215532076,21
2091102,217441346,21
2020208,4239086,21
2037402,34267238,21
2020808,79782981,21
2020808,85708585,21
2021108,9692226,20
2020108,31558571,20
2020808,80151769,20
2021108,42218918,20
2020708,48665991,20
2020808,80246621,20
2020208,49825474,20
2020408,6294216,20
2020408,15545255,20
2020608,50799416,20
2020108,68307090,20
2090002,215829497,20
2020108,28464765,20
2020608,71227328,20
2021108,7501032,20
2020408,68323524,20
2021108,26480103,20
2021208,21669245,20
2020408,18220669,20
2020608,41338112,20
2020108,32366679,20
2020908,78163655,20
2020108,20555835,20
2020608,73524149,20
2056102,49380068,20
2020408,63799212,20
2020408,19316296,20
2020208,11106826,20
2051302,54357403,20
2056102,54767277,20
2020408,21271458,19
2021108,10747564,19
2021108,37988048,19
2020108,31553938,19
2020108,30187813,19
2090802,216929603,19
2020108,52990199,19
2020108,57503448,19
2020408,72038219,19
2021208,6634097,18
2020708,39485735,18
2021108,11040745,18
2020708,36486502,18
2020108,5642722,18
2089802,216150391,18
2020808,87587816,18
2090402,214832028,18
2021208,13735029,18
2020808,80920886,18
2020608,53898758,18
2020708,39687811,18
2020808,80142449,18
2020608,73076858,18
2021008,212331358,18
2020408,8744861,18
2021108,9570697,17
2020808,81423562,17
2020208,4254942,17
2020208,14975520,17
2020808,201643415,17
2020608,70142578,17
2020408,51347455,17
2020108,28916716,17
2020208,7269873,17
2089802,215406527,17
2020708,23353445,17
2020108,47200242,17
2020708,40264020,17
2020208,12379796,17
2020608,46446795,17
2020208,5058136,17
2020608,25764590,17
2020208,36923387,17
2020708,18041613,16
2020208,28226374,16
2020908,200690715,16
2020708,6883689,16
2021108,7045817,16
2021108,10108078,16
2020408,20579297,16
2023502,15863175,16
2021008,206872234,16
2021208,10241303,16
2020708,20440680,16
2089202,213051120,16
2020208,22464954,16
2020408,120860544,16
2020808,80889242,16
2020208,18172938,16
2020908,124186828,16
2021008,207197381,16
2021008,212425748,16
2020808,78285576,16
2021108,62310563,16
2020208,49504220,15
2020408,52640973,15
2020708,10339843,15
2021008,212103630,15
2088902,214058163,15
2020108,33024369,15
2021108,23845085,15
2021208,13396967,15
2021008,206316838,15
2020208,18436020,15
2020408,27832001,15
2017802,11987030,15
2020708,16836715,15
2020108,53318306,15
2020808,83880780,15
2020108,14034509,15
2021208,8419745,15
2021208,8772801,15
2062602,63018309,15
2020108,55921654,15
2021208,7394435,15
2020808,85246118,15
2020208,37621689,15
2020808,84386547,15
2020208,19424274,15
2020408,42273855,15
2088902,213342663,15
2021108,37797758,15
2020708,55180850,15
2020108,31770614,14
2090402,215794300,14
2021208,13048940,14
2020208,3871154,14
2020608,45310161,14
2021208,13605475,14
2020608,36439403,14
2020808,79506853,14
2021108,60749441,14
2020108,31996079,14
2020708,21369105,14
2092802,220619759,14
2020608,68008234,14
2020608,54525546,14
2021108,21816677,14
2021008,208910409,14
2021208,23267191,14
2061402,59766795,14
2020408,16045691,14
2020608,37327268,14
2020608,42730586,14
2089202,212801645,14
2020108,49831730,14
2020208,44663519,14
2020708,17205050,14
2020808,80128505,14
2020808,77261913,14
2020108,71233387,14
2062602,62936823,14
2020808,202317815,14
2092102,219378551,14
2020108,32027539,14
2020708,16567364,13
2020708,17655371,13
2020408,23675475,13
2020908,79873129,13
2020708,11698989,13
2088902,213228213,13
2020408,21261285,13
2091002,217361107,13
2020208,12826948,13
2020608,3976434,13
2020808,203420284,13
2088802,213508847,13
2020408,23514668,13
2020408,7879896,13
2021108,21065782,13
2021108,42789928,13
2020208,19571076,13
2088802,214651537,13
2058802,47218702,13
2020208,5227772,13
2020108,45548775,13
2013602,10208007,13
2021208,13554540,13
2020208,21987936,13
2021208,220148822,13
2021108,21071657,13
2020108,34115204,13
2020208,14286014,12
2020408,20871336,12
2020108,44481882,12
2020108,75730356,12
2020708,50191697,12
2091102,217457178,12
2001408,218390057,12
2020908,200209343,12
2020608,40824286,12
2020408,120872655,12
2020108,79359273,12
2020408,38733101,12
2090002,216533573,12
2020708,23568177,12
2020408,72335177,12
2020208,44361334,12
2020608,48550785,12
2020208,4829598,12
2020608,4442310,12
2020808,85888980,12
2020208,2982116,12
2021208,6615671,12
2020608,38529615,12
2021008,206940270,12
2020108,63583576,12
2021108,38257905,11
2020208,4405013,11
2020808,84238642,11
2020608,38434189,11
2092102,219405295,11
2020408,14796291,11
2020608,60072108,11
2091102,217427917,11
2021108,58261482,11
2038602,31527613,11
2090402,216304262,11
2020708,36562476,11
2001408,218469411,11
2020908,80742310,11
2021208,13613636,11
2020108,46419793,11
2020608,7794408,11
2020108,33522320,11
2021108,62439790,11
2021208,23046730,11
2020808,202721668,11
2021108,8003276,11
2020808,86009749,11
2020408,38743885,11
2020808,79772344,11
2021108,6002215,11
2001408,218605508,11
2020108,32377577,11
2021208,13631159,11
2020808,88569534,11
2090002,216583522,11
2020408,20473021,11
2020908,205211705,10
2020108,75585261,10
2020108,72885434,10
2021108,38308190,10
2021208,28562228,10
2021008,206659964,10
2020208,18190867,10
2020208,18609775,10
2088902,213910555,10
2054202,46746081,10
2020908,82904570,10
2020708,39750047,10
2001408,217944405,10
2021108,28082637,10
2020208,16378851,10
2020108,71642682,10
2020208,15407568,10
2060302,202705594,10
2020408,49676822,10
2020808,77121810,10
2021108,61036709,10
2020108,12183024,10
2089802,216108776,10
2020808,200921156,10
2020808,76995583,10
2092802,220752198,10
2021008,211232772,10
2021208,12006488,10
2020608,45939459,10
2020608,73867798,10
2031402,27402023,10
2020208,3829981,10
2020608,43206005,10
2020108,32381984,10
2021108,60702281,10
2051302,49119728,10
2020108,8945235,10
2092602,220194067,10
2020708,15691199,10
2020408,28240512,10
2020908,87033267,10
2021108,20031369,10
2020708,36463200,10
2020208,8160573,10
2020108,33800425,10
2020708,7027175,10
2092602,220220054,10
2061402,57019896,10
2020408,24782182,10
2092602,220379392,10
2020108,32953563,10
2020108,28505678,10
2020108,45469827,10
2021108,14760885,10
2089202,213148153,10
2021008,208341661,10
2090402,216196177,10
2041002,32477093,9
2020208,4710718,9
2020608,56224846,9
2020708,122066043,9
2020108,30131410,9
2020208,4867326,9
2020208,121362925,9
2020108,25491019,9
2020108,43973432,9
2020108,9084499,9
2020708,16319032,9
2088802,213421530,9
2020208,26388823,9
2020608,40606596,9
2020808,83319984,9
2020208,27820337,9
2020108,32389590,9
2020408,51591414,9
2020408,70373765,9
2020708,7034318,9
2020108,32405736,9
2020208,16849761,9
2020408,28348337,9
2021008,212430974,9
2020908,80692993,9
2021108,56862541,9
2020708,11521893,9
2020108,31656932,9
2020608,24208183,9
2020608,34659987,9
2020108,22073736,9
2020708,23839143,9
2021008,207477871,9
2020208,18472731,9
2020708,23308512,9
2021108,62448257,9
2021108,39038951,9
2020108,63534885,9
2021208,10852862,8
2020408,7912336,8
2020108,34549354,8
2020608,50416621,8
2021208,23364999,8
2090402,215802134,8
2020208,4620824,8
2020108,7207312,8
2020108,55522266,8
2020808,78675335,8
2092302,219623248,8
2020808,77312159,8
2020808,79776397,8
2020408,10652560,8
2090402,215811842,8
2020208,24993885,8
2020108,8654505,8
2020608,59218144,8
2020908,88325893,8
2020608,37966732,8
2020708,6881205,8
2021108,56610746,8
2021008,207820001,8
2092702,220418273,8
2020608,7972651,8
2021008,213270020,8
2021008,208577966,8
2020708,38804811,8
2021008,210968726,8
2020208,43788487,8
2020108,35237359,8
2020108,16237920,8
2092602,220259597,8
2020108,31837805,8
2091302,217730566,8
2020608,48201103,8
2024702,16416277,8
2020608,44132356,8
2020608,33226466,8
2021108,43207454,8
2021108,64442454,8
2020408,15692128,8
2020908,202183265,7
2020208,41121780,7
2020408,8980498,7
2020408,69442044,7
2021008,212231825,7
2020708,11377220,7
2021208,13756887,7
2020708,17487612,7
2020908,200190855,7
2020208,2845298,7
2020208,14365010,7
2020808,76475202,7
2020708,19281885,7
2092602,220310024,7
2088802,212741565,7
2021008,209900380,7
2020608,41314505,7
2020208,23748897,7
2089202,214229231,7
2021108,57658759,7
2020608,57711906,7
2020608,35585032,7
2020408,120308116,7
2020808,200910821,7
2020708,6028420,7
2020208,25054780,7
2021008,206802275,7
2020408,51227531,7
2020908,82844475,7
2006102,4516473,7
2020708,17172657,7
2038602,31611737,7
2021108,60169402,7
2020808,201565207,7
2021108,57377221,7
2020208,25124543,7
2020408,13830921,7
2020408,25637034,7
2020208,3060792,7
2021108,23844493,7
2020908,74311147,7
2020408,49629438,6
2021108,65596150,6
2020608,41823185,6
2021008,212033613,6
2020808,80572980,6
2092502,220111515,6
2020808,86580266,6
2020108,59511678,6
2020208,18841126,6
2020608,59134318,6
2020108,63817746,6
2020408,7886969,6
2021108,59160248,6
2020608,53358535,6
2020208,43617762,6
2021008,209432631,6
2020608,37314067,6
2020408,18220025,6
2021008,206190188,6
2020108,32764581,6
2020708,21938529,6
2020608,52607239,6
2041002,68526717,6
2039502,33927167,6
2021008,208909671,6
2020608,73660558,6
2020408,15443232,6
2020808,82717800,6
2020408,123245731,6
2021208,22920545,6
2020108,66438074,6
2020908,79841661,6
2092002,219007866,6
2020608,50072583,5
2021108,38223908,5
2020208,22451263,5
2020108,32144540,5
2020208,14612804,5
2021008,216704417,5
2021108,61216894,5
2010302,7867149,5
2021108,53568722,5
2020708,24608076,5
2021208,11930273,5
2021108,59065012,5
2021008,210874664,5
2021208,13798427,5
2031402,205198229,5
2001408,218819964,5
2020208,52385318,5
2088902,214062127,5
2092602,220207942,5
2020408,121023862,5
2020208,6382754,5
2020108,19437784,5
2020208,44659425,5
2019202,11971813,5
2021008,211967405,5
2020808,83641058,5
2020708,19973936,5
2020908,205159799,5
2092302,219807463,5
2021008,206790110,5
2020608,38478123,5
2020208,3005757,4
2020808,201800786,4
2020708,46604522,4
2019202,13058775,4
2020408,16391114,4
2062402,61997154,4
2020608,38057858,4
2020108,13024883,4
2020108,123142839,4
2020608,59875468,4
2021108,19680736,4
2020408,19068760,4
2020208,15023949,4
2020208,9666998,4
2001408,218200973,4
2090802,217022038,4
2020208,12762011,4
2020108,9130127,4
2020208,17523263,4
2020108,32568814,4
2020208,6149384,4
2020708,23555254,4
2020908,87266452,4
2020108,205193769,4
2021108,58279969,4
2020908,200543839,4
2021208,23099724,4
2020108,52704506,4
2020108,12510328,4
2092602,220202069,4
2020808,80141190,4
2020208,4767212,4
2091202,217653963,4
2020608,45826788,3
2021108,61141875,3
2020208,41013725,3
2020908,204625789,3
2020408,23526241,3
2021108,62295928,3
2020808,85667476,3
2020108,33449318,3
2020108,29350329,3
2090002,215835779,3
2020108,120956657,3
2020908,79815782,3
2020608,41709549,3
2020708,14750818,3
2020608,68857977,3
2020408,20972847,3
2020108,31017119,3
2020408,20721207,3
2020408,18935255,3
2050802,40186927,3
2020208,9375402,3
2020408,120097081,3
2020608,67519980,3
2021108,53645102,3
2020808,79304128,3
2088302,210259582,3
2020608,46610504,3
2001408,218972480,3
2020208,14253670,3
2020108,58212824,3
2020408,72812605,3
2021108,37789811,3
2020908,124212068,3
2092202,219591452,3
2020108,29061742,3
2020208,4718092,3
2020808,77882057,3
2020608,71223757,3
2020108,9103178,3
2090002,216603745,3
2091102,217380833,3
2086302,207323584,3
2020708,21102028,2
2020608,8145378,2
2020808,80758931,2
2020208,39831449,2
2020608,36448795,2
2089202,212878351,2
2092702,220457164,2
2020808,82382887,2
2088802,214619830,2
2020808,88565307,2
2086302,209249436,2
2020208,121266996,2
2020608,40871687,2
2606502,214591411,2
2021108,60192851,2
2020908,80420403,2
2020608,23809498,2
2020708,23831448,2
2089802,215249426,2
2020108,62784017,2
2026002,19736788,2
2020408,40014206,2
2092102,219338244,2
2020708,48140896,2
2021108,60105779,2
2020608,40920295,2
2001408,217999962,2
2020408,14674040,2
2020108,76366906,2
2020708,15773274,2
2020608,7758427,2
2020208,4874652,2
2020208,4405015,2
2090002,216505329,2
2020208,16869522,2
2021208,10549156,2
2021108,58999122,2
2020408,72069571,2
2020108,72635989,2
2063202,63883993,2
2020608,60295598,2
2020208,17880418,2
2021108,64795193,2
2020208,25154055,2
2090402,215807283,2
2062602,72542595,2
2090802,216950091,2
2020108,21815762,2
2020108,71013672,2
2092802,220818188,2
2020608,73276609,2
2020208,16932939,2
2020608,7574641,2
2020808,81192725,2
2046502,38521147,2
2021208,23328793,2
2020408,20971213,2
2020708,21059583,2
2088802,214186846,2
2021108,59038909,2
2090002,216526998,2
2092402,219921103,2
2021008,210870587,2
2021108,8355858,2
2020608,42447021,2
2020408,68244437,2
2020908,80732288,2
2020208,4417230,2
2020108,22009185,2
2091102,217800287,2
2020408,19859226,2
2038602,32124352,2
2024502,22623571,2
2020408,41995843,2
2020608,38374425,2
2020208,20024302,2
2021208,10944915,2
2020608,40572960,2
2090802,217075905,2
2020908,87323516,2
2090002,216567779,2
2020108,30237712,2
2021108,63244052,2
2020408,21889185,2
2020708,8878479,2
2092602,220247202,2
2021108,7541238,2
2001408,218154372,2
2020608,48251840,2
2020608,73503694,2
2020908,77634697,2
2020108,75839552,2
2021108,56652976,2
2020108,55808754,2
2020708,14011850,2
2021108,26901127,2
2020108,30436104,2
2088902,213636543,2
2020608,34352513,2
2091302,217749218,2
2020708,46889967,2
2021108,24064804,2
2020708,24396948,1
2020708,16099368,1
2084502,205883437,1
2020408,27661733,1
2020108,47606101,1
2021108,56859238,1
2001408,218610415,1
2020708,43402201,1
2020108,76020636,1
2020908,80350788,1
2020208,41160132,1
2020608,47846325,1
2020708,40335623,1
2020608,59856514,1
2092502,220137007,1
2021008,210267883,1
2008502,6449571,1
2020108,71874137,1
2020408,41691085,1
2020808,204184953,1
2020408,6278378,1
2060902,66744656,1
2020108,63783680,1
2021108,38316800,1
2020108,72753960,1
2088902,213230005,1
2021108,49082005,1
2020608,47239784,1
2020408,28165463,1
2089202,214078362,1
2020808,203470190,1
2020108,71361025,1
2020208,17593825,1
2020408,24712631,1
2020908,204541624,1
2020108,56701532,1
2020108,33201887,1
2020108,63999387,1
2020608,46086421,1
2062402,61049726,1
2008502,5734315,1
2058802,45225417,1
2021208,26912227,1
2092002,219046295,1
2020808,202443179,1
2090002,215702910,1
2020208,14286234,1
2066102,67777121,1
2092802,220792592,1
2020408,20461740,1
2020408,25225293,1
2020908,80983059,1
2020208,7196041,1
2020108,68974259,1
2073702,76305378,1
2020708,43352967,1
2020608,208990339,1
2044602,36100391,1
2020808,77820544,1
2091102,217484789,1
2084102,205069655,1
2021108,39175883,1
2020408,72130135,1
2020108,37605341,1
2020908,78863471,1
2069702,71740486,1
2021108,19100392,1
2020808,79058708,1
2020408,14448422,1
2092202,219430018,1
2020608,48439386,1
2020408,19293514,1
2020408,67898653,1
2020108,11610995,1
2020208,10930160,1
2020408,69981837,1
2089802,216191831,1
2020408,25431052,1
2020708,79035101,1
2020708,30930854,1
2021108,38799173,1
2001408,218053811,1
2020808,76604874,1
2062602,62924001,1
2021108,58993301,1
2054202,46765169,1
2016902,209575691,1
2021108,42821653,1
2020408,21304659,1
2021108,57809091,1
2021108,38802676,1
2092802,220755807,1
2020108,33811702,1
2020108,5514291,1
2088902,213289164,1
2020708,15059308,1
2001408,218669808,1
2092802,220541219,1
2020608,7971221,1
2021208,4351313,1
2088802,213353501,1
2092202,219589236,1
2021208,9313031,1
2090902,217194164,1
2020208,9400282,1
2021108,56973682,1
2020108,30269823,1
2092202,219490874,1
2021108,13325040,1
2079102,222139990,1
2020108,53285815,1
2091902,218853343,1
2021208,13742645,1
2020708,7197019,1
2088802,213376612,1
2056102,49381745,1
2055802,48892880,1
2020708,23814762,1
2020408,8745388,1
2020808,81939639,1
2020808,211854711,1
2020108,47904691,1
2020608,42698774,1
2020608,46311136,1
2026002,22243808,1
2020808,74649441,1
2020108,6259760,1
2020108,32297253,1
2020408,73252141,1
2092302,219763048,1
2062602,63278481,1
2068602,72632550,1
2078702,88057207,1
2021108,9560633,1
2090802,216986210,1
2090802,216918300,1
2001408,217887838,1
2020808,84141771,1
2090002,215514198,1
2020108,57650512,1
2001408,218753804,1
2012102,6490918,1
2020808,86207101,1
2090002,216606276,1
2021108,38294570,1
2021108,66603721,1
2020108,24540830,1
2020408,20553564,1
2020108,35733384,1
2017802,14043560,1
2020208,41258239,1
2089202,214185435,1
2020908,86922959,1
2021208,6693329,1
2020108,59398451,1
2021108,19642365,1
2047102,37896612,1
2021108,57520319,1
2090402,215054161,1
2021108,38405690,1
2020108,32944538,1
2020708,16152700,1
2020808,204352417,1
2021208,25859661,1
2077702,202020337,1
2092402,220097141,1
2038602,221271046,1
2020708,56259626,1
2020208,4686082,1
2021108,60993739,1
2021108,42098274,1
2090002,215563582,1
2001408,218717201,1
2020408,120897720,1
2092402,220090773,1
2092902,220686146,1
2058802,47148619,1
2091102,217540431,1
2020808,85815964,1
2020808,81327245,1
2020208,36777778,1
2090002,216591355,1
2012402,219167956,1
2021008,205790558,1
2084502,205002773,1
2092802,220838251,1
2044602,36590523,1
2066102,73869673,1
2089202,214227885,1
2020808,79928100,1
2021208,27132154,1
2020108,5542268,1
2020108,23267449,1
2020408,22196808,1
2020608,44961939,1
2020208,18760063,1
2091202,217540336,1
2090002,216610254,1
2020608,73219132,1
2008502,8854291,1
2089202,214124656,1
2020808,87117053,1
2020708,21594855,1
2021208,15834249,1
2068602,71586661,1
2020408,68299606,1
2020808,80961884,1
2020408,51555890,1
2020808,77216608,1
2020808,76918830,1
2020808,203651116,1
2020408,58140678,1
2021108,64785139,1
2062602,65909561,1
2020708,56105645,1
2020908,219259384,1
2020808,86617310,1
2021208,11727185,1
2020108,52880077,1
2021208,5937012,1
2091202,217628598,1
2091302,217780489,1
2021108,21879359,1
2021108,37537706,1
2020608,35189059,1
2020108,32288700,1
2066102,69222379,1
2066102,67003162,1
2092802,220615076,1
2020608,18703214,1
2020408,28359591,1
2088802,213445284,1
2021108,121289528,1
2020808,77171310,1
2088802,213358405,1
2020608,55860058,1
2020108,35546969,1
2092802,220683659,1
2020408,84693068,1
2020808,201953119,1
2075202,78987252,1
2020608,28922167,1
2021108,39364302,1
2606502,214424916,1
2020808,76508701,1
2092802,220538178,1
2020108,121610896,1
2001408,218096592,1
2020408,21950848,1
2020908,80501455,1
2020408,16043554,1
2090002,216791888,1
2020608,41806718,1
2020608,46738000,1
