server_id,user_id,iap_id,buy_count
2000808,219012183,2013510338,1
2000808,219012183,2013510383,1
2000808,219012183,2013510384,1
2000808,219012183,2013510385,1
2000808,219012183,2013510387,1
2000808,219012183,2013510481,1
2000808,219012183,2013511094,2
2000808,219012183,201390130,1
2000808,219012183,201390131,1
2000808,219012183,201390133,1
2000808,219023667,2013101136,1
2000808,219023667,2013101137,1
2000808,219023667,2013101139,1
2000808,219023667,2013101140,1
2000808,219023667,2013360114,1
2000808,219023667,2013360115,1
2000808,219023667,2013360116,1
2000808,219023667,2013360117,1
2000808,219023667,2013450039,1
2000808,219023667,2013450041,1
2000808,219023667,2013450047,1
2000808,219023667,2013450085,1
2000808,219023667,2013450100,1
2000808,219023667,2013500830,1
2000808,219023667,2013501500,1
2000808,219023667,2013501506,1
2000808,219023667,2013501507,1
2000808,219023667,2013501508,1
2000808,219023667,2013501999,1
2000808,219023667,2013505026,1
2000808,219023667,2013505027,1
2000808,219023667,2013510383,1
2000808,219023667,2013510995,1
2000808,219075914,2013501506,1
2000808,219075914,2013501507,1
2000808,219119828,2013510995,1
2000808,219153317,2013501500,1
2000808,219214633,2013501506,1
2000808,219214633,2013505027,1
2000808,219338244,2013505027,1
2000808,219378732,2013101244,1
2000808,219378732,2013450086,1
2000808,219378732,2013450100,1
2000808,219378732,2013501500,1
2000808,219378732,2013501506,1
2000808,219378732,2013501508,1
2000808,219378732,2013501999,1
2000808,219378732,201390133,1
2000808,219499139,2013100897,1
2000808,219499139,2013100898,1
2000808,219499139,2013500831,1
2000808,219499139,2013501999,1
2000808,219499139,2013510338,1
2000808,219499139,2013510383,1
2000808,219499139,2013510384,1
2000808,219499139,2013510385,1
2000808,219499139,2013510386,1
2000808,219499139,2013510387,1
2000808,219499139,2013510479,1
2000808,219499139,2013510995,1
2000808,219499139,201390130,1
2000808,219499139,201390131,1
2000808,219532519,2013230006,1
2000808,219532519,2013230208,1
2000808,219532519,2013510469,1
2000808,219532519,2013510528,1
2000808,219535131,2013101104,1
2000808,219535131,2013230126,1
2000808,219535131,2013230308,1
2000808,219535131,2013450040,1
2000808,219535131,2013450041,1
2000808,219535131,2013450044,1
2000808,219535131,2013450045,1
2000808,219535131,2013450047,1
2000808,219535131,2013450048,1
2000808,219535131,2013450050,1
2000808,219535131,2013450052,1
2000808,219535131,2013450084,1
2000808,219535131,2013500830,1
2000808,219535131,2013501506,1
2000808,219535131,2013501999,1
2000808,219535131,2013510995,1
2000808,219571788,2013501500,1
2000808,219604507,2013501999,1
2000808,219626763,2013450038,1
2000808,219626763,2013480009,1
2000808,219626763,2013500830,1
2000808,219626763,2013501999,1
2000808,219626763,2013505010,1
2000808,219703965,2013510469,1
2000808,219871047,2013230006,1
2000808,219871047,2013510347,1
2000808,219871047,2013510479,1
2000808,219873303,2013101244,1
2000808,219873303,2013450100,1
2000808,219873303,2013500354,1
2000808,219873303,2013500356,1
2000808,219873303,2013501999,1
2000808,219873303,2013510338,1
2000808,219873303,2013510357,1
2000808,219873303,2013510360,1
2000808,219873303,2013510479,1
2000808,219873303,2013510995,1
2000808,219873303,201390130,1
2000808,219915914,2013101244,1
2000808,219915914,2013230006,1
2000808,219915914,2013230121,1
2000808,219915914,2013230308,1
2000808,219915914,2013230309,1
2000808,219915914,2013450038,1
2000808,219915914,2013450042,1
2000808,219915914,2013450043,1
2000808,219915914,2013450044,1
2000808,219915914,2013450086,1
2000808,219915914,2013450100,1
2000808,219915914,2013480009,1
2000808,219915914,2013500354,1
2000808,219915914,2013500355,1
2000808,219915914,2013500830,1
2000808,219915914,2013501500,1
2000808,219915914,2013501506,1
2000808,219915914,2013501508,1
2000808,219915914,2013501509,1
2000808,219915914,2013501999,1
2000808,219915914,2013505010,1
2000808,219915914,2013505011,1
2000808,219915914,2013505026,1
2000808,219915914,2013505027,1
2000808,219915914,2013510338,1
2000808,219915914,2013510347,1
2000808,219915914,2013510350,1
2000808,219915914,2013510351,1
2000808,219915914,2013510352,1
2000808,219915914,2013510353,1
2000808,219915914,2013510354,1
2000808,219915914,2013510355,1
2000808,219915914,2013510357,1
2000808,219915914,2013510383,1
2000808,219915914,2013510384,1
2000808,219915914,2013510385,1
2000808,219915914,2013510386,1
2000808,219915914,2013510387,1
2000808,219915914,2013510469,1
2000808,219915914,201390130,1
2000808,219915914,201390133,1
2000808,219925681,2013450100,1
2000808,219925681,2013500830,1
2000808,219925681,2013501500,1
2000808,219925681,2013501508,1
2000808,219925681,2013501999,1
2000808,219925681,2013510338,1
2000808,219925681,2013510387,1
2000808,219925681,201390130,1
2000808,219925681,201390132,1
2000808,220077315,2013100898,1
2000808,220077315,2013101244,1
2000808,220077315,2013450086,1
2000808,220077315,2013500830,1
2000808,220077315,2013501999,1
2000808,220077315,2013505013,1
2000808,220077315,2013505026,1
2000808,220077315,2013510995,1
2000808,220077315,201390133,1
2000808,220111228,2013505026,1
2000808,220135886,2013501999,1
2000808,220167650,2013230006,1
2000808,220167650,2013505010,1
2000808,221086305,2013101244,1
2000808,221086305,2013450038,1
2000808,221086305,2013450041,1
2000808,221086305,2013450082,1
2000808,221086305,2013450100,1
2000808,221086305,2013500830,1
2000808,221086305,2013501999,1
2000808,221086305,2013505026,1
2000808,221396965,2013101136,1
2000808,221396965,2013101244,1
2000808,221396965,2013230206,1
2000808,221396965,2013450100,1
2000808,221396965,2013501500,1
2000808,221396965,2013501506,1
2000808,221396965,2013501507,1
2000808,221396965,2013501508,1
2000808,221396965,2013501999,1
2000808,221396965,2013510479,1
2000808,221396965,2013510480,1
2000808,221396965,201390130,1
2000808,222452520,2013450038,1
2000808,222452520,2013505010,1
2000808,222452520,2013510347,1
2000808,222452520,201390130,1
2006102,10724076,2013501506,1
2006102,10724076,2013501508,1
2006102,10724076,2013501509,1
2006102,10724076,2013510469,1
2006102,13063004,2013501506,1
2006102,13063004,2013501999,1
2006102,20678857,2013450100,1
2006102,20678857,2013505013,1
2006102,20678857,2013505026,1
2006102,20678857,2013505027,1
2006102,22159744,2013500830,1
2006102,22159744,2013501999,1
2006102,2593395,2013101102,1
2006102,2593395,2013101136,1
2006102,2593395,2013101244,1
2006102,2593395,2013500832,1
2006102,2593395,2013501506,1
2006102,2593395,2013501999,1
2006102,2593395,2013505000,1
2006102,2593395,2013510338,1
2006102,2593395,2013510347,1
2006102,2593395,2013510351,1
2006102,2593395,2013510353,1
2006102,2593395,2013510383,1
2006102,2593395,2013510388,1
2006102,2593395,2013510479,1
2006102,2593395,2013510480,1
2006102,2593395,2013510995,1
2006102,2593395,201390130,1
2006102,2593395,201390131,1
2006102,3263276,2013501999,1
2006102,3264384,2013505000,2
2006102,3279909,2013510469,1
2006102,3350460,2013501999,1
2006102,3350460,201390130,1
2006102,3614397,2013450038,1
2006102,3614397,2013450042,1
2006102,3614397,2013480009,1
2006102,3614397,2013500830,1
2006102,3614397,2013501999,1
2006102,3614397,2013510383,1
2006102,3614397,2013510384,1
2006102,3614397,2013510385,1
2006102,3614397,2013510386,1
2006102,3614397,2013510387,1
2006102,3614397,2013510479,1
2006102,3614397,2013510995,1
2006102,3614397,201390130,1
2006102,3614397,201390131,1
2006102,3731378,2013501999,1
2006102,3731378,2013505000,1
2006102,3731378,2013510995,1
2006102,3935101,2013101244,1
2006102,3935101,2013360114,1
2006102,3935101,2013360115,1
2006102,3935101,2013450100,1
2006102,3935101,2013501999,1
2006102,3935101,2013505011,1
2006102,3935101,2013505026,1
2006102,3935101,2013505027,1
2006102,3956815,2013450038,1
2006102,3956815,2013450077,1
2006102,3956815,2013500355,1
2006102,3956815,2013501506,1
2006102,3956815,2013501999,1
2006102,3956815,2013505010,1
2006102,3956815,2013505011,1
2006102,3956815,2013505012,1
2006102,3956815,2013505013,1
2006102,3956815,2013505026,1
2006102,3956815,2013505027,1
2006102,3956815,2013510995,1
2006102,3977558,2013100897,1
2006102,3977558,2013101244,1
2006102,3977558,2013230006,1
2006102,3977558,2013230308,1
2006102,3977558,2013450038,1
2006102,3977558,2013450041,1
2006102,3977558,2013450043,1
2006102,3977558,2013450044,1
2006102,3977558,2013450045,1
2006102,3977558,2013450086,1
2006102,3977558,2013450100,1
2006102,3977558,2013500830,1
2006102,3977558,2013501500,1
2006102,3977558,2013501506,1
2006102,3977558,2013501507,1
2006102,3977558,2013501508,1
2006102,3977558,2013501509,1
2006102,3977558,2013501999,1
2006102,3977558,2013505010,1
2006102,3977558,2013505026,1
2006102,3977558,2013505027,1
2006102,3977558,2013510338,1
2006102,3977558,2013510347,1
2006102,3977558,2013510383,1
2006102,3977558,2013510384,1
2006102,3977558,2013510385,1
2006102,3977558,2013510386,1
2006102,3977558,2013510387,1
2006102,3977558,2013510995,1
2006102,3977558,201390130,1
2006102,3977558,201390131,1
2006102,3988120,2013450100,1
2006102,3988120,2013501500,1
2006102,3988120,2013501506,1
2006102,3988120,2013501507,1
2006102,3988120,2013501508,1
2006102,3988120,2013501509,1
2006102,3988120,2013505026,1
2006102,3988120,201390130,1
2006102,3993456,2013501506,1
2006102,3993456,2013501507,1
2006102,3993456,2013501508,1
2006102,3993456,2013501509,1
2006102,4002323,2013450100,1
2006102,4003043,2013501506,1
2006102,4136448,2013101244,1
2006102,4136448,2013450086,1
2006102,4136448,2013450100,1
2006102,4136448,2013480009,1
2006102,4136448,2013500830,1
2006102,4136448,2013501506,1
2006102,4136448,2013501999,1
2006102,4136448,2013505002,1
2006102,4136448,2013505026,1
2006102,4136448,2013505027,1
2006102,4136448,2013510479,1
2006102,4136448,2013510995,1
2006102,4200722,2013100897,1
2006102,4200722,2013100898,1
2006102,4200722,2013100899,1
2006102,4200722,2013101136,1
2006102,4200722,2013101137,1
2006102,4200722,2013101138,1
2006102,4200722,2013101140,1
2006102,4200722,2013101244,1
2006102,4200722,2013230006,1
2006102,4200722,2013450079,1
2006102,4200722,2013450086,1
2006102,4200722,2013450100,1
2006102,4200722,2013480009,1
2006102,4200722,2013480010,1
2006102,4200722,2013500354,1
2006102,4200722,2013501500,1
2006102,4200722,2013501506,1
2006102,4200722,2013501999,1
2006102,4200722,2013505002,1
2006102,4200722,2013505026,1
2006102,4200722,2013505027,1
2006102,4200722,2013510338,1
2006102,4200722,2013510339,2
2006102,4200722,2013510347,1
2006102,4200722,2013510350,1
2006102,4200722,2013510351,1
2006102,4200722,2013510360,1
2006102,4200722,2013510361,1
2006102,4200722,2013510384,1
2006102,4200722,2013510385,1
2006102,4200722,2013510479,1
2006102,4200722,2013510480,1
2006102,4200722,2013510995,1
2006102,4200722,201390130,1
2006102,4200722,201390131,1
2006102,4200722,201390132,1
2006102,4200722,201390133,1
2006102,4200722,201390134,1
2006102,4203584,2013360114,1
2006102,4203584,2013360115,1
2006102,4442310,2013101244,1
2006102,4442310,2013230006,1
2006102,4442310,2013360119,1
2006102,4442310,2013450038,1
2006102,4442310,2013450077,3
2006102,4442310,2013450078,2
2006102,4442310,2013450100,1
2006102,4442310,2013480009,1
2006102,4442310,2013500358,1
2006102,4442310,2013500830,1
2006102,4442310,2013501506,1
2006102,4442310,2013501507,1
2006102,4442310,2013501508,1
2006102,4442310,2013501509,1
2006102,4442310,2013501999,1
2006102,4442310,2013505011,1
2006102,4442310,2013505026,1
2006102,4442310,2013505027,1
2006102,4442310,2013510338,1
2006102,4442310,2013510347,1
2006102,4442310,2013510357,1
2006102,4442310,2013510360,1
2006102,4442310,2013510469,1
2006102,4442310,2013510995,1
2006102,4442310,2013560001,1
2006102,4442310,201390130,1
2006102,4472222,2013100897,1
2006102,4501842,2013230006,1
2006102,4501842,2013501999,1
2006102,4501842,2013505011,1
2006102,4501842,2013505012,1
2006102,4501842,2013505013,1
2006102,4501842,2013505026,1
2006102,4501842,2013510995,1
2006102,4525887,2013230308,1
2006102,4525887,2013510469,1
2006102,4569846,2013501999,1
2006102,4984657,2013101244,1
2006102,4984657,2013230006,1
2006102,4984657,2013450038,1
2006102,4984657,2013450042,1
2006102,4984657,2013450043,1
2006102,4984657,2013450044,1
2006102,4984657,2013450045,1
2006102,4984657,2013450082,1
2006102,4984657,2013450085,1
2006102,4984657,2013450100,1
2006102,4984657,2013500355,1
2006102,4984657,2013500358,1
2006102,4984657,2013500830,1
2006102,4984657,2013501500,1
2006102,4984657,2013501506,1
2006102,4984657,2013501507,1
2006102,4984657,2013501508,1
2006102,4984657,2013501999,1
2006102,4984657,2013505010,1
2006102,4984657,2013505011,1
2006102,4984657,2013505012,1
2006102,4984657,2013505013,1
2006102,4984657,2013505026,1
2006102,4984657,2013505027,1
2006102,4984657,2013510338,1
2006102,4984657,2013510383,1
2006102,4984657,2013510384,1
2006102,4984657,2013510385,1
2006102,4984657,2013510386,1
2006102,4984657,2013510387,1
2006102,4984657,201390130,1
2006102,5003925,2013501500,1
2006102,5003925,2013501999,1
2006102,52645449,2013101244,1
2006102,52645449,2013360114,1
2006102,52645449,2013360115,1
2006102,52645449,2013360116,1
2006102,52645449,2013500356,1
2006102,52645449,2013501500,1
2006102,52645449,2013501506,1
2006102,52645449,2013501509,1
2006102,52645449,2013505026,1
2006102,52645449,2013505027,1
2006102,52645449,201390130,1
2006102,52645449,201390131,1
2006102,5426839,2013500355,1
2006102,5426839,2013500356,1
2006102,5426839,2013501500,1
2006102,5426839,2013505026,1
2006102,5687991,2013101102,1
2006102,5687991,2013101244,1
2006102,5687991,2013450038,1
2006102,5687991,2013450077,1
2006102,5687991,2013450078,1
2006102,5687991,2013500830,1
2006102,5687991,2013501506,1
2006102,5687991,2013501508,1
2006102,5687991,2013501999,1
2006102,5687991,2013505000,3
2006102,5687991,2013505001,2
2006102,5687991,2013505010,1
2006102,5687991,2013505011,1
2006102,5687991,2013510479,1
2006102,5710392,2013101244,1
2006102,5710392,2013500357,1
2006102,5710392,2013501507,1
2006102,5710392,2013501999,1
2006102,57815934,2013450100,1
2006102,57815934,2013501500,1
2006102,57815934,2013505010,1
2006102,57815934,2013505011,1
2006102,57815934,2013505012,1
2006102,57815934,2013505026,1
2006102,57815934,2013505027,1
2006102,58127504,2013101244,1
2006102,58127504,2013360114,1
2006102,58127504,2013450077,1
2006102,58127504,2013505000,3
2006102,58127504,2013505001,2
2006102,58127504,2013505026,1
2006102,58127504,2013505027,1
2006102,58127504,2013510995,1
2006102,5971370,2013501506,1
2006102,5986546,2013101244,1
2006102,5986546,2013230006,1
2006102,5986546,2013230308,1
2006102,5986546,2013450038,1
2006102,5986546,2013450041,1
2006102,5986546,2013450042,1
2006102,5986546,2013450043,1
2006102,5986546,2013450044,1
2006102,5986546,2013450045,1
2006102,5986546,2013450046,1
2006102,5986546,2013450047,1
2006102,5986546,2013450048,1
2006102,5986546,2013450050,1
2006102,5986546,2013450052,1
2006102,5986546,2013450077,3
2006102,5986546,2013450078,2
2006102,5986546,2013450080,1
2006102,5986546,2013450081,1
2006102,5986546,2013480009,1
2006102,5986546,2013500830,1
2006102,5986546,2013501500,1
2006102,5986546,2013501506,1
2006102,5986546,2013501507,1
2006102,5986546,2013501508,1
2006102,5986546,2013501999,1
2006102,5986546,2013505000,3
2006102,5986546,2013505001,2
2006102,5986546,2013505002,1
2006102,5986546,2013505010,1
2006102,5986546,2013505011,1
2006102,5986546,2013505012,1
2006102,5986546,2013505013,1
2006102,5986546,2013505014,1
2006102,5986546,2013505016,1
2006102,5986546,2013505026,1
2006102,5986546,2013505027,1
2006102,5986546,2013505028,1
2006102,5986546,2013510995,1
2006102,5986546,2013560000,1
2006102,5986546,2013560001,1
2006102,60260998,2013101244,1
2006102,60260998,2013501999,1
2006102,60260998,2013505000,1
2006102,60260998,2013505001,1
2006102,60260998,2013505010,1
2006102,60260998,2013505011,1
2006102,60260998,2013505012,1
2006102,60260998,2013505027,1
2006102,60260998,2013510352,1
2006102,60260998,2013510383,1
2006102,60260998,2013510384,1
2006102,60260998,2013510385,1
2006102,60260998,2013510386,1
2006102,60260998,2013510387,1
2006102,60260998,2013510479,1
2006102,60260998,2013510480,1
2006102,60260998,201390130,1
2006102,6064926,2013100370,1
2006102,6064926,2013100487,2
2006102,6064926,2013450100,1
2006102,6064926,2013500357,1
2006102,6064926,2013500832,1
2006102,6064926,2013505027,1
2006102,6151149,2013101244,1
2006102,6151149,2013230308,1
2006102,6151149,2013360116,1
2006102,6151149,2013360117,1
2006102,6151149,2013360118,1
2006102,6151149,2013360119,1
2006102,6151149,2013450038,1
2006102,6151149,2013450077,4
2006102,6151149,2013450078,2
2006102,6151149,2013450086,1
2006102,6151149,2013450100,1
2006102,6151149,2013500358,1
2006102,6151149,2013500830,1
2006102,6151149,2013501500,1
2006102,6151149,2013501506,1
2006102,6151149,2013505000,2
2006102,6151149,2013505001,1
2006102,6151149,2013505002,1
2006102,6151149,2013505003,1
2006102,6151149,2013505010,1
2006102,6151149,2013505011,1
2006102,6151149,2013505012,1
2006102,6151149,2013505026,1
2006102,6151149,2013505027,1
2006102,6151149,2013510347,1
2006102,6151149,2013510469,1
2006102,6151149,2013510528,1
2006102,6151149,201390130,1
2006102,6151149,201390131,1
2006102,62553613,2013101244,1
2006102,62553613,2013230006,1
2006102,62553613,2013230108,1
2006102,62553613,2013230308,1
2006102,62553613,2013400164,1
2006102,62553613,2013450038,1
2006102,62553613,2013450043,1
2006102,62553613,2013450077,2
2006102,62553613,2013450086,1
2006102,62553613,2013450100,1
2006102,62553613,2013500830,1
2006102,62553613,2013501500,1
2006102,62553613,2013501506,1
2006102,62553613,2013501507,1
2006102,62553613,2013501508,1
2006102,62553613,2013501509,1
2006102,62553613,2013501999,1
2006102,62553613,2013505002,1
2006102,62553613,2013505026,1
2006102,62553613,2013505027,1
2006102,62553613,2013510338,1
2006102,62553613,2013510347,1
2006102,62553613,2013510383,1
2006102,62553613,2013510384,1
2006102,62553613,2013510385,1
2006102,62553613,2013510386,1
2006102,62553613,2013510387,1
2006102,62553613,2013510469,1
2006102,62553613,201390130,1
2006102,62553613,201390132,1
2006102,62553951,2013101244,1
2006102,62553951,2013360115,1
2006102,62553951,2013500830,1
2006102,62553951,2013505026,1
2006102,62553951,2013505027,1
2006102,62553951,2013510347,1
2006102,62553951,2013510357,1
2006102,6454041,2013101136,1
2006102,6454041,2013101137,1
2006102,6454041,2013101138,1
2006102,6454041,2013101139,1
2006102,6454041,2013230006,1
2006102,6454041,2013230108,1
2006102,6454041,2013230121,1
2006102,6454041,2013230126,1
2006102,6454041,2013230308,1
2006102,6454041,2013230309,1
2006102,6454041,2013230310,1
2006102,6454041,2013450038,1
2006102,6454041,2013450040,1
2006102,6454041,2013450041,1
2006102,6454041,2013450042,1
2006102,6454041,2013450045,1
2006102,6454041,2013450046,1
2006102,6454041,2013450048,1
2006102,6454041,2013450050,1
2006102,6454041,2013450052,1
2006102,6454041,2013450084,1
2006102,6454041,2013450085,1
2006102,6454041,2013450086,1
2006102,6454041,2013450100,1
2006102,6454041,2013480009,1
2006102,6454041,2013480010,1
2006102,6454041,2013500355,1
2006102,6454041,2013500356,1
2006102,6454041,2013500357,1
2006102,6454041,2013500830,1
2006102,6454041,2013501506,1
2006102,6454041,2013501999,1
2006102,6454041,2013505026,1
2006102,6454041,2013505027,1
2006102,6454041,2013510338,1
2006102,6454041,2013510357,1
2006102,6454041,2013510360,1
2006102,6454041,2013510361,1
2006102,6454041,2013510362,1
2006102,6454041,2013510363,1
2006102,6454041,2013510383,1
2006102,6454041,2013510384,1
2006102,6454041,2013510385,1
2006102,6454041,2013510386,1
2006102,6454041,2013510387,1
2006102,6454041,2013510388,1
2006102,6454041,2013510469,1
2006102,6454041,2013510479,1
2006102,6454041,2013510480,1
2006102,6454041,2013510481,1
2006102,6454041,2013510995,1
2006102,6454041,2013560000,1
2006102,6454041,2013560001,1
2006102,6454041,201390130,1
2006102,6454041,201390131,1
2006102,6484959,2013360114,1
2006102,6484959,2013450038,1
2006102,6484959,2013450100,1
2006102,6484959,2013501508,1
2006102,6484959,2013501999,1
2006102,6484959,2013505027,1
2006102,6484959,2013510347,1
2006102,7082666,2013501999,1
2006102,7536707,2013230006,1
2006102,7536707,2013450077,1
2006102,7536707,2013500359,1
2006102,7536707,2013501500,1
2006102,7536707,2013501999,1
2006102,7536707,2013505011,1
2006102,7536707,2013505012,1
2006102,7536707,2013510479,1
2006102,7536707,2013560000,1
2006102,7536707,2013560001,1
2006102,7837058,2013360114,1
2006102,7837058,2013501999,1
2006102,7972651,201390130,1
2006102,7972651,201390131,1
2006102,8302676,2013230006,1
2006102,8302676,2013450041,1
2006102,8302676,2013450042,1
2006102,8302676,2013450043,1
2006102,8302676,2013450044,1
2006102,8302676,2013450045,1
2006102,8302676,2013450077,1
2006102,8302676,2013480009,1
2006102,8302676,2013480010,1
2006102,8302676,2013500830,1
2006102,8302676,2013501500,1
2006102,8302676,2013501507,1
2006102,8302676,2013501999,1
2006102,8302676,2013505026,1
2006102,8302676,2013510469,1
2006102,8302676,201390130,1
2006102,8302676,201390131,1
2006102,8338915,2013101244,1
2006102,8338915,2013230006,1
2006102,8338915,2013230108,1
2006102,8338915,2013450038,1
2006102,8338915,2013450077,2
2006102,8338915,2013500354,1
2006102,8338915,2013500355,1
2006102,8338915,2013500830,1
2006102,8338915,2013501506,1
2006102,8338915,2013501508,1
2006102,8338915,2013510347,1
2006102,8338915,2013510469,1
2006102,8338915,2013560000,1
2006102,8338915,201390133,1
2006102,8405108,2013101244,1
2006102,8405108,2013500357,1
2006102,8405108,2013500830,1
2006102,8405108,2013501500,1
2006102,8405108,2013501507,1
2006102,8405108,2013501999,1
2006102,8405108,2013505000,3
2006102,8405108,2013505001,2
2006102,8405108,2013505003,1
2006102,8405108,2013505004,1
2006102,8405108,2013505010,1
2006102,8405108,2013505011,1
2006102,8405108,2013505012,1
2006102,8405108,2013505013,1
2006102,8405108,2013505014,1
2006102,8405108,2013505026,1
2006102,8405108,2013505027,1
2006102,8405108,2013510469,1
2006102,8405108,2013510479,1
2006102,8405108,2013510995,1
2006102,8676117,2013501506,1
2006102,9126115,2013101140,1
2006102,9126115,2013450038,1
2006102,9126115,2013450077,1
2006102,9126115,2013450078,1
2006102,9126115,2013450100,1
2006102,9126115,2013500830,1
2006102,9126115,2013501506,1
2006102,9126115,2013501507,1
2006102,9126115,2013501508,1
2006102,9126115,2013501509,1
2006102,9126115,2013501999,1
2006102,9126115,2013505011,1
2006102,9126115,2013505026,1
2006102,9126115,2013505027,1
2006102,9126115,2013510347,1
2006102,9126115,2013510995,1
2006102,9126115,201390130,1
2006102,9600737,2013501999,1
2006102,9600737,201390130,1
2006102,9600737,201390131,1
2006402,11074843,2013101244,1
2006402,11074843,2013400164,1
2006402,11074843,2013450041,1
2006402,11074843,2013450077,1
2006402,11074843,2013450078,2
2006402,11074843,2013450086,1
2006402,11074843,2013450100,1
2006402,11074843,2013480009,1
2006402,11074843,2013480010,1
2006402,11074843,2013500354,1
2006402,11074843,2013500355,1
2006402,11074843,2013500356,1
2006402,11074843,2013500830,1
2006402,11074843,2013500832,1
2006402,11074843,2013501500,1
2006402,11074843,2013501506,1
2006402,11074843,2013501507,1
2006402,11074843,2013501508,1
2006402,11074843,2013501509,1
2006402,11074843,2013501999,1
2006402,11074843,2013505027,1
2006402,11074843,2013510338,1
2006402,11074843,2013510357,1
2006402,11074843,2013510360,1
2006402,11074843,2013510383,1
2006402,11074843,2013510384,1
2006402,11074843,2013510385,1
2006402,11074843,2013510386,1
2006402,11074843,2013510387,1
2006402,11074843,2013510388,1
2006402,11074843,2013510479,1
2006402,11074843,2013510480,1
2006402,11074843,2013510995,1
2006402,11074843,201390130,1
2006402,11074843,201390131,1
2006402,11074843,201390133,1
2006402,11092474,2013501999,1
2006402,11096634,2013101244,1
2006402,11096634,2013230006,1
2006402,11096634,2013450038,1
2006402,11096634,2013450077,1
2006402,11096634,2013450100,1
2006402,11096634,2013500354,1
2006402,11096634,2013501500,1
2006402,11096634,2013501507,1
2006402,11096634,2013501508,1
2006402,11096634,2013501999,1
2006402,11096634,2013505027,1
2006402,11096634,201390130,1
2006402,11106826,2013101244,1
2006402,11106826,2013450077,1
2006402,11106826,2013450086,1
2006402,11106826,2013450100,1
2006402,11106826,2013505027,1
2006402,11106826,201390130,1
2006402,11106826,201390131,1
2006402,11113666,2013501500,1
2006402,11113666,2013501506,1
2006402,11113666,2013501507,1
2006402,11113666,2013501508,1
2006402,11113666,2013505010,1
2006402,11113666,2013505026,1
2006402,11173023,2013101244,1
2006402,11173023,2013230006,1
2006402,11173023,2013450100,1
2006402,11173023,2013500830,1
2006402,11173023,2013501999,1
2006402,11173023,2013505026,1
2006402,11173023,2013505027,1
2006402,11173023,2013510338,1
2006402,11173023,2013510347,1
2006402,11173023,2013510357,1
2006402,11173023,2013510383,1
2006402,11173023,2013510384,1
2006402,11173023,2013510385,1
2006402,11173023,2013510386,1
2006402,11173023,2013510387,1
2006402,11173023,2013510995,1
2006402,11187183,2013505012,1
2006402,11187183,2013505026,1
2006402,11198746,2013505000,1
2006402,3393056,2013450038,1
2006402,3393056,2013450100,1
2006402,3393056,2013500830,1
2006402,3393056,2013501506,1
2006402,3393056,2013501507,1
2006402,3393056,2013501508,1
2006402,3393056,2013501509,1
2006402,3393056,2013505026,1
2006402,3393056,2013510347,1
2006402,3432326,2013501507,1
2006402,3448965,2013101244,1
