server_id,user_id,asset_id,amount
2027002,20302734,11112498,6
2027002,20302734,111110264,1
2028602,24608076,11112091,18
2028602,24608076,11112498,6
2028602,24608076,111110264,1
2029902,22196808,11112091,18
2029902,22196808,11112498,6
2029902,22196808,111110264,1
2029902,23558709,11112091,18
2029902,23558709,11112498,6
2029902,23558709,111110264,1
2030002,25905112,11112091,18
2030002,25905112,11112498,6
2030002,25905112,111110264,1
2031402,24346933,11112091,18
2031402,24346933,11112498,6
2031402,24346933,111110264,1
2031402,24428746,11112091,18
2031402,24428746,11112498,6
2031402,24428746,111110264,1
2032002,25378998,11112091,18
2032002,25378998,11112498,6
2032002,25378998,111110264,1
2032402,25566753,11112091,18
2032402,25566753,11112498,6
2032402,25566753,111110264,1
2032402,27652679,11112091,18
2032402,27652679,11112498,6
2032402,27652679,111110264,1
2032402,27777369,11112091,18
2032402,27777369,11112498,6
2032402,27777369,111110264,1
2032402,27837911,11112091,18
2032402,27837911,11112498,6
2032402,27837911,111110264,1
2032402,35213391,11112091,18
2032402,35213391,11112498,6
2032402,35213391,111110264,1
2033202,17502142,11112091,18
2033202,17502142,11112498,6
2033202,17502142,111110264,1
2033202,35066724,11112091,18
2033202,35066724,11112498,6
2033202,35066724,111110264,1
2033902,19928862,11112091,18
2033902,19928862,11112498,6
2033902,19928862,111110264,1
2033902,21105885,11112091,18
2033902,21105885,11112498,6
2033902,21105885,111110264,1
2033902,23969698,11112091,18
2033902,23969698,11112498,6
2033902,23969698,111110264,1
2033902,27230447,11112091,18
2033902,27230447,11112498,6
2033902,27230447,111110264,1
2037402,18703214,11112091,18
2037402,18703214,11112498,6
2037402,18703214,111110264,1
2037402,35611031,11112091,18
2037402,35611031,11112498,6
2037402,35611031,111110264,1
2037402,35614624,11112091,18
2037402,35614624,11112498,6
2037402,35614624,111110264,1
2037402,35627759,11112091,18
2037402,35627759,11112498,6
2037402,35627759,111110264,1
2038602,29055040,11112091,18
2038602,29055040,11112498,6
2038602,29055040,111110264,1
2038602,31692115,11112091,18
2038602,31692115,11112498,6
2038602,31692115,111110264,1
2038602,33106717,11112091,18
2038602,33106717,11112498,6
2038602,33106717,111110264,1
2039502,12146857,11112091,18
2039502,12146857,11112498,6
2039502,12146857,111110264,1
2039502,31369018,11112091,18
2039502,31369018,11112498,6
2039502,31369018,111110264,1
2039502,32116408,11112091,18
2039502,32116408,11112498,6
2039502,32116408,111110264,1
2039502,35875544,11112091,18
2039502,35875544,11112498,6
2039502,35875544,111110264,1
2041002,13918668,11112091,18
2041002,13918668,11112498,6
2041002,13918668,111110264,1
2041002,16303419,11112091,18
2041002,16303419,11112498,6
2041002,16303419,111110264,1
2041002,21815762,11112091,18
2041002,21815762,11112498,6
2041002,21815762,111110264,1
2041002,32101526,11112091,18
2041002,32101526,11112498,6
2041002,32101526,111110264,1
2041002,32243542,11112091,18
2041002,32243542,11112498,6
2041002,32243542,111110264,1
2041002,32499713,11112091,18
2041002,32499713,11112498,6
2041002,32499713,111110264,1
2041002,32624088,11112091,18
2041002,32624088,11112498,6
2041002,32624088,111110264,1
2041002,32764581,11112091,18
2041002,32764581,11112498,6
2041002,32764581,111110264,1
2041002,33160780,11112091,18
2041002,33160780,11112498,6
2041002,33160780,111110264,1
2041002,3665601,11112091,18
2041002,3665601,11112498,6
2041002,3665601,111110264,1
2041002,37962654,11112091,18
2041002,37962654,11112498,6
2041002,37962654,111110264,1
2041002,38531959,11112091,18
2041002,38531959,11112498,6
2041002,38531959,111110264,1
2041002,43589700,11112091,18
2041002,43589700,11112498,6
2041002,43589700,111110264,1
2043802,19594242,11112091,18
2043802,19594242,11112498,6
2043802,19594242,111110264,1
2043802,33648452,11112091,18
2043802,33648452,11112498,6
2043802,33648452,111110264,1
2046502,38520915,11112091,18
2046502,38520915,11112498,6
2046502,38520915,111110264,1
2047102,39362800,11112091,18
2047102,39362800,11112498,6
2047102,39362800,111110264,1
2047102,55554306,11112091,18
2047102,55554306,11112498,6
2047102,55554306,111110264,1
2047502,37311632,11112091,18
2047502,37311632,11112498,6
2047502,37311632,111110264,1
2047502,38095618,11112091,18
2047502,38095618,11112498,6
2047502,38095618,111110264,1
2047502,38474131,11112091,18
2047502,38474131,11112498,6
2047502,38474131,111110264,1
2047502,38478123,11112091,18
2047502,38478123,11112498,6
2047502,38478123,111110264,1
2047502,38489121,11112091,18
2047502,38489121,11112498,6
2047502,38489121,111110264,1
2047502,40928158,11112091,18
2047502,40928158,11112498,6
2047502,40928158,111110264,1
2049702,38704798,11112091,18
2049702,38704798,11112498,6
2049702,38704798,111110264,1
2049702,38746584,11112091,18
2049702,38746584,11112498,6
2049702,38746584,111110264,1
2049702,39585978,11112091,18
2049702,39585978,11112498,6
2049702,39585978,111110264,1
2049702,41821861,11112091,18
2049702,41821861,11112498,6
2049702,41821861,111110264,1
2049702,48969849,11112091,18
2049702,48969849,11112498,6
2049702,48969849,111110264,1
2050502,37647599,11112091,18
2050502,37647599,11112498,6
2050502,37647599,111110264,1
2050502,41005325,11112091,18
2050502,41005325,11112498,6
2050502,41005325,111110264,1
2050802,23127774,11112091,18
2050802,23127774,11112498,6
2050802,23127774,111110264,1
2050802,26102531,11112091,18
2050802,26102531,11112498,6
2050802,26102531,111110264,1
2050802,40434619,11112091,18
2050802,40434619,11112498,6
2050802,40434619,111110264,1
2051302,42219379,11112091,18
2051302,42219379,11112498,6
2051302,42219379,111110264,1
2051302,43060407,11112091,18
2051302,43060407,11112498,6
2051302,43060407,111110264,1
2051302,43142161,11112091,18
2051302,43142161,11112498,6
2051302,43142161,111110264,1
2051302,54295305,11112091,18
2051302,54295305,11112498,6
2051302,54295305,111110264,1
2052502,43780156,11112091,18
2052502,43780156,11112498,6
2052502,43780156,111110264,1
2052502,43801027,11112091,18
2052502,43801027,11112498,6
2052502,43801027,111110264,1
2052502,44351743,11112091,18
2052502,44351743,11112498,6
2052502,44351743,111110264,1
2052502,49833858,11112091,18
2052502,49833858,11112498,6
2052502,49833858,111110264,1
2052502,52436180,11112091,18
2052502,52436180,11112498,6
2052502,52436180,111110264,1
2052702,12210316,11112091,18
2052702,12210316,11112498,6
2052702,12210316,111110264,1
2052702,12654116,11112091,18
2052702,12654116,11112498,6
2052702,12654116,111110264,1
2054002,19893734,11112091,18
2054002,19893734,11112498,6
2054002,19893734,111110264,1
2054002,35027189,11112091,18
2054002,35027189,11112498,6
2054002,35027189,111110264,1
2054002,63778994,11112091,18
2054002,63778994,11112498,6
2054002,63778994,111110264,1
2054202,11787396,11112091,18
2054202,11787396,11112498,6
2054202,11787396,111110264,1
2054202,44927476,11112091,18
2054202,44927476,11112498,6
2054202,44927476,111110264,1
2054202,44931151,11112091,18
2054202,44931151,11112498,6
2054202,44931151,111110264,1
2054202,45623299,11112091,18
2054202,45623299,11112498,6
2054202,45623299,111110264,1
2054202,45934275,11112091,18
2054202,45934275,11112498,6
2054202,45934275,111110264,1
2054202,46019951,11112091,18
2054202,46019951,11112498,6
2054202,46019951,111110264,1
2054202,47084081,11112091,18
2054202,47084081,11112498,6
2054202,47084081,111110264,1
2054202,47931976,11112091,18
2054202,47931976,11112498,6
2054202,47931976,111110264,1
2055302,42280415,11112091,18
2055302,42280415,11112498,6
2055302,42280415,111110264,1
2055302,42723630,11112091,18
2055302,42723630,11112498,6
2055302,42723630,111110264,1
2055302,42743959,11112091,18
2055302,42743959,11112498,6
2055302,42743959,111110264,1
2055302,46920911,11112091,18
2055302,46920911,11112498,6
2055302,46920911,111110264,1
2055302,47303156,11112091,18
2055302,47303156,11112498,6
2055302,47303156,111110264,1
2055302,47313136,11112091,18
2055302,47313136,11112498,6
2055302,47313136,111110264,1
2055302,47541368,11112091,18
2055302,47541368,11112498,6
2055302,47541368,111110264,1
2055302,47569781,11112091,18
2055302,47569781,11112498,6
2055302,47569781,111110264,1
2055802,50416621,11112091,18
2055802,50416621,11112498,6
2055802,50416621,111110264,1
2055802,56014189,11112091,18
2055802,56014189,11112498,6
2055802,56014189,111110264,1
2056102,46604522,11112091,18
2056102,46604522,11112498,6
2056102,46604522,111110264,1
2056102,48614050,11112091,18
2056102,48614050,11112498,6
2056102,48614050,111110264,1
2056102,48669632,11112091,18
2056102,48669632,11112498,6
2056102,48669632,111110264,1
2058302,52234112,11112091,18
2058302,52234112,11112498,6
2058302,52234112,111110264,1
2058302,52274842,11112091,18
2058302,52274842,11112498,6
2058302,52274842,111110264,1
2058302,52598655,11112091,18
2058302,52598655,11112498,6
2058302,52598655,111110264,1
2058402,49669542,11112091,18
2058402,49669542,11112498,6
2058402,49669542,111110264,1
2058402,51791042,11112091,18
2058402,51791042,11112498,6
2058402,51791042,111110264,1
2058402,53069579,11112091,18
2058402,53069579,11112498,6
2058402,53069579,111110264,1
2058402,53138586,11112091,18
2058402,53138586,11112498,6
2058402,53138586,111110264,1
2058402,53165079,11112091,18
2058402,53165079,11112498,6
2058402,53165079,111110264,1
2058402,53358481,11112091,18
2058402,53358481,11112498,6
2058402,53358481,111110264,1
2058402,53752896,11112091,18
2058402,53752896,11112498,6
2058402,53752896,111110264,1
2058402,54395018,11112091,18
2058402,54395018,11112498,6
2058402,54395018,111110264,1
2058402,55906196,11112091,18
2058402,55906196,11112498,6
2058402,55906196,111110264,1
2058802,53324485,11112091,18
2058802,53324485,11112498,6
2058802,53324485,111110264,1
2060302,54938562,11112091,18
2060302,54938562,11112498,6
2060302,54938562,111110264,1
2060302,55674862,11112091,18
2060302,55674862,11112498,6
2060302,55674862,111110264,1
2060302,55843654,11112091,18
2060302,55843654,11112498,6
2060302,55843654,111110264,1
2060302,56649989,11112091,18
2060302,56649989,11112498,6
2060302,56649989,111110264,1
2060302,56667850,11112091,18
2060302,56667850,11112498,6
2060302,56667850,111110264,1
2060302,56866711,11112091,18
2060302,56866711,11112498,6
2060302,56866711,111110264,1
2060302,65065503,11112091,18
2060302,65065503,11112498,6
2060302,65065503,111110264,1
2060902,57877737,11112091,18
2060902,57877737,11112498,6
2060902,57877737,111110264,1
2060902,59725113,11112091,18
2060902,59725113,11112498,6
2060902,59725113,111110264,1
2060902,59961124,11112091,18
2060902,59961124,11112498,6
2060902,59961124,111110264,1
2061402,20031369,11112091,18
2061402,20031369,11112498,6
2061402,20031369,111110264,1
2061402,32691787,11112091,18
2061402,32691787,11112498,6
2061402,32691787,111110264,1
2061402,58149969,11112091,18
2061402,58149969,11112498,6
2061402,58149969,111110264,1
2061402,58861275,11112091,18
2061402,58861275,11112498,6
2061402,58861275,111110264,1
2061402,59586093,11112091,18
2061402,59586093,11112498,6
2061402,59586093,111110264,1
2062402,58910127,11112091,18
2062402,58910127,11112498,6
2062402,58910127,111110264,1
2062402,67428918,11112091,18
2062402,67428918,11112498,6
2062402,67428918,111110264,1
2062602,13083476,11112091,18
2062602,13083476,11112498,6
2062602,13083476,111110264,1
2062602,6002215,11112091,18
2062602,6002215,11112498,6
2062602,6002215,111110264,1
2062602,61452615,11112091,18
2062602,61452615,11112498,6
2062602,61452615,111110264,1
2062602,62354683,11112091,18
2062602,62354683,11112498,6
2062602,62354683,111110264,1
2062602,62911328,11112091,18
2062602,62911328,11112498,6
2062602,62911328,111110264,1
2062602,64785139,11112091,18
2062602,64785139,11112498,6
2062602,64785139,111110264,1
2063202,28877038,11112091,18
2063202,28877038,11112498,6
2063202,28877038,111110264,1
2063202,49831730,11112091,18
2063202,49831730,11112498,6
2063202,49831730,111110264,1
2063202,58251878,11112091,18
2063202,58251878,11112498,6
2063202,58251878,111110264,1
2063202,59391335,11112091,18
2063202,59391335,11112498,6
2063202,59391335,111110264,1
2066102,73271573,11112091,18
2066102,73271573,11112498,6
2066102,73271573,111110264,1
2066102,73276609,11112091,18
2066102,73276609,11112498,6
2066102,73276609,111110264,1
2066102,73604891,11112091,18
2066102,73604891,11112498,6
2066102,73604891,111110264,1
2066102,73618024,11112091,18
2066102,73618024,11112498,6
2066102,73618024,111110264,1
2068602,34839533,11112091,18
2068602,34839533,11112498,6
2068602,34839533,111110264,1
2068602,35749819,11112091,18
2068602,35749819,11112498,6
2068602,35749819,111110264,1
2068602,69885523,11112091,18
2068602,69885523,11112498,6
2068602,69885523,111110264,1
2068602,70971660,11112091,18
2068602,70971660,11112498,6
2068602,70971660,111110264,1
2068602,71874137,11112091,18
2068602,71874137,11112498,6
2068602,71874137,111110264,1
2069702,70373765,11112091,18
2069702,70373765,11112498,6
2069702,70373765,111110264,1
2069702,71916001,11112091,18
2069702,71916001,11112498,6
2069702,71916001,111110264,1
2069702,74700301,11112091,18
2069702,74700301,11112498,6
2069702,74700301,111110264,1
2073702,43889342,11112091,18
2073702,43889342,11112498,6
2073702,43889342,111110264,1
2073702,73474771,11112091,18
2073702,73474771,11112498,6
2073702,73474771,111110264,1
2073702,75330447,11112091,18
2073702,75330447,11112498,6
2073702,75330447,111110264,1
2074702,74174722,11112091,18
2074702,74174722,11112498,6
2074702,74174722,111110264,1
2074702,74493708,11112091,18
2074702,74493708,11112498,6
2074702,74493708,111110264,1
2075202,78628455,11112091,18
2075202,78628455,11112498,6
2075202,78628455,111110264,1
2075802,76596580,11112091,18
2075802,76596580,11112498,6
2075802,76596580,111110264,1
2075802,77121810,11112091,18
2075802,77121810,11112498,6
2075802,77121810,111110264,1
2075802,79142355,11112091,18
2075802,79142355,11112498,6
2075802,79142355,111110264,1
2077002,200554283,11112091,18
2077002,200554283,11112498,6
2077002,200554283,111110264,1
2077002,80981271,11112091,18
2077002,80981271,11112498,6
2077002,80981271,111110264,1
2077102,202863679,11112091,18
2077102,202863679,11112498,6
2077102,202863679,111110264,1
2077102,202943605,11112091,18
2077102,202943605,11112498,6
2077102,202943605,111110264,1
2077102,79782981,11112091,18
2077102,79782981,11112498,6
2077102,79782981,111110264,1
2077102,80141190,11112091,18
2077102,80141190,11112498,6
2077102,80141190,111110264,1
2077102,80653261,11112091,18
2077102,80653261,11112498,6
2077102,80653261,111110264,1
2077102,80716692,11112091,18
2077102,80716692,11112498,6
2077102,80716692,111110264,1
2077102,80744637,11112091,18
2077102,80744637,11112498,6
2077102,80744637,111110264,1
2077102,82617441,11112091,18
2077102,82617441,11112498,6
2077102,82617441,111110264,1
2077702,83376996,11112091,18
2077702,83376996,11112498,6
2077702,83376996,111110264,1
2078402,82745033,11112091,18
2078402,82745033,11112498,6
2078402,82745033,111110264,1
2078702,47967993,11112091,18
2078702,47967993,11112498,6
2078702,47967993,111110264,1
2078702,81779767,11112091,18
2078702,81779767,11112498,6
2078702,81779767,111110264,1
2078702,81856946,11112091,18
2078702,81856946,11112498,6
2078702,81856946,111110264,1
2078702,82181977,11112091,18
2078702,82181977,11112498,6
2078702,82181977,111110264,1
2078702,86457793,11112091,18
2078702,86457793,11112498,6
2078702,86457793,111110264,1
2079102,203961613,11112091,18
2079102,203961613,11112498,6
2079102,203961613,111110264,1
2079102,23865614,11112091,18
2079102,23865614,11112498,6
2079102,23865614,111110264,1
2079102,84490801,11112091,18
2079102,84490801,11112498,6
2079102,84490801,111110264,1
2079102,85815964,11112091,18
2079102,85815964,11112498,6
2079102,85815964,111110264,1
2079102,86281742,11112091,18
2079102,86281742,11112498,6
2079102,86281742,111110264,1
2079302,84957257,11112091,18
2079302,84957257,11112498,6
2079302,84957257,111110264,1
2079302,86778802,11112091,18
2079302,86778802,11112498,6
2079302,86778802,111110264,1
2079402,85137315,11112091,18
2079402,85137315,11112498,6
2079402,85137315,111110264,1
2079402,85219672,11112091,18
2079402,85219672,11112498,6
2079402,85219672,111110264,1
2079402,85532021,11112091,18
2079402,85532021,11112498,6
2079402,85532021,111110264,1
2084102,205230676,11112091,18
2084102,205230676,11112498,6
2084102,205230676,111110264,1
2084102,205453930,11112091,18
2084102,205453930,11112498,6
2084102,205453930,111110264,1
2084102,206076203,11112091,18
2084102,206076203,11112498,6
2084102,206076203,111110264,1
2084502,204903614,11112091,18
2084502,204903614,11112498,6
2084502,204903614,111110264,1
2084502,206050535,11112091,18
2084502,206050535,11112498,6
2084502,206050535,111110264,1
2084502,208809161,11112091,18
2084502,208809161,11112498,6
2084502,208809161,111110264,1
2085302,207180683,11112091,18
2085302,207180683,11112498,6
2085302,207180683,111110264,1
2085302,208175239,11112091,18
2085302,208175239,11112498,6
2085302,208175239,111110264,1
2086302,208392743,11112091,18
2086302,208392743,11112498,6
2086302,208392743,111110264,1
2086302,208769033,11112091,18
2086302,208769033,11112498,6
2086302,208769033,111110264,1
2087402,211992690,11112091,18
2087402,211992690,11112498,6
2087402,211992690,111110264,1
2087402,212033613,11112091,18
2087402,212033613,11112498,6
2087402,212033613,111110264,1
2088202,210993055,11112091,18
2088202,210993055,11112498,6
2088202,210993055,111110264,1
2088302,210370222,11112091,18
2088302,210370222,11112498,6
2088302,210370222,111110264,1
2088302,211423534,11112091,18
2088302,211423534,11112498,6
2088302,211423534,111110264,1
2088302,212429295,11112091,18
2088302,212429295,11112498,6
2088302,212429295,111110264,1
2088302,213149047,11112091,18
2088302,213149047,11112498,6
2088302,213149047,111110264,1
2088802,212667590,11112091,18
2088802,212667590,11112498,6
2088802,212667590,111110264,1
2088802,213445284,11112091,18
2088802,213445284,11112498,6
2088802,213445284,111110264,1
2088802,214517311,11112091,18
2088802,214517311,11112498,6
2088802,214517311,111110264,1
2090002,216595247,11112091,18
2090002,216595247,11112498,6
2090002,216595247,111110264,1
2092002,219001016,11112091,18
2092002,219001016,11112498,6
2092002,219001016,111110264,1
2092102,219378732,11112091,18
2092102,219378732,11112498,6
2092102,219378732,111110264,1
2092202,219535131,11112091,18
2092202,219535131,11112498,6
2092202,219535131,111110264,1
2092202,221396965,11112091,18
2092202,221396965,11112498,6
2092202,221396965,111110264,1
2092402,219915914,11112091,18
2092402,219915914,11112498,6
2092402,219915914,111110264,1
2092802,220643391,11112091,18
2092802,220643391,11112498,6
2092802,220643391,111110264,1
2600502,120956657,11112091,18
2600502,120956657,11112498,6
2600502,120956657,111110264,1
2600502,123430746,11112091,18
2600502,123430746,11112498,6
2600502,123430746,111110264,1
2600502,124010515,11112091,18
2600502,124010515,11112498,6
2600502,124010515,111110264,1
2600602,120827693,11112091,18
2600602,120827693,11112498,6
2600602,120827693,111110264,1
2604002,202176747,11112091,18
2604002,202176747,11112498,6
2604002,202176747,111110264,1
