user_id,server_id,created_at
12481653,2018202,2026-04-27 08:02:12.025
53457267,2058802,2026-04-27 08:02:13.519
48056970,2056102,2026-04-27 08:02:14.631
120844941,2600602,2026-04-27 08:02:14.858
43060407,2041002,2026-04-27 08:02:21.042
19852865,2024702,2026-04-27 08:02:26.137
11220049,2016902,2026-04-27 08:02:35.323
19281822,2024402,2026-04-27 08:02:35.648
67391495,2062602,2026-04-27 08:02:36.015
63465785,2063202,2026-04-27 08:02:37.040
48043083,2056102,2026-04-27 08:02:38.231
32953563,2041002,2026-04-27 08:02:40.184
37487948,2046502,2026-04-27 08:02:41.836
17172657,2023502,2026-04-27 08:02:43.338
124125927,2603302,2026-04-27 08:02:43.782
220753530,2608202,2026-04-27 08:02:44.477
55103948,2058302,2026-04-27 08:02:45.488
2985676,2006502,2026-04-27 08:02:49.079
11045279,2018202,2026-04-27 08:02:50.982
33226466,2037402,2026-04-27 08:02:51.796
203288965,2079402,2026-04-27 08:02:52.169
22443728,2024502,2026-04-27 08:02:52.651
54179726,2051302,2026-04-27 08:02:54.801
19973936,2024402,2026-04-27 08:02:56.159
23748897,2033202,2026-04-27 08:02:56.427
6956438,2010102,2026-04-27 08:02:57.723
15692128,2021902,2026-04-27 08:02:59.997
66761693,2060302,2026-04-27 08:03:03.085
29726992,2038602,2026-04-27 08:03:03.806
13083476,2062602,2026-04-27 08:03:05.552
202946472,2077102,2026-04-27 08:03:06.557
22464954,2024502,2026-04-27 08:03:08.254
9460679,2010102,2026-04-27 08:03:08.781
56267635,2056102,2026-04-27 08:03:08.910
39230615,2047102,2026-04-27 08:03:09.663
40648044,2047502,2026-04-27 08:03:10.459
213623183,2088902,2026-04-27 08:03:12.293
39090702,2047102,2026-04-27 08:03:18.290
33522320,2038602,2026-04-27 08:03:19.288
18286041,2024502,2026-04-27 08:03:20.661
23918891,2033902,2026-04-27 08:03:24.521
81932561,2063202,2026-04-27 08:03:25.213
30425138,2043802,2026-04-27 08:03:26.058
20555835,2038602,2026-04-27 08:03:26.143
85312030,2079402,2026-04-27 08:03:27.547
40858135,2050802,2026-04-27 08:03:30.248
120455354,2603602,2026-04-27 08:03:30.928
45479358,2054002,2026-04-27 08:03:35.055
73531147,2066102,2026-04-27 08:03:35.461
9263084,2010302,2026-04-27 08:03:40.846
11106826,2006402,2026-04-27 08:03:43.388
210640850,2087402,2026-04-27 08:03:44.505
9764867,2013402,2026-04-27 08:03:44.549
71718548,2069702,2026-04-27 08:03:47.186
69703492,2066102,2026-04-27 08:03:48.407
200518304,2600202,2026-04-27 08:03:50.747
17980492,2025502,2026-04-27 08:03:51.221
17630119,2024502,2026-04-27 08:03:54.387
6881205,2010102,2026-04-27 08:03:57.525
85239241,2079402,2026-04-27 08:04:03.013
16161694,2024402,2026-04-27 08:04:07.074
48984720,2055802,2026-04-27 08:04:08.770
120841447,2603602,2026-04-27 08:04:10.387
217463998,2091102,2026-04-27 08:04:10.537
75183540,2074702,2026-04-27 08:04:12.864
12835712,2018602,2026-04-27 08:04:13.020
19480888,2026002,2026-04-27 08:04:13.267
22179502,2029902,2026-04-27 08:04:17.455
25577825,2032002,2026-04-27 08:04:18.255
9597825,2013402,2026-04-27 08:04:19.200
52607239,2055802,2026-04-27 08:04:22.541
217737747,2091302,2026-04-27 08:04:27.742
12284045,2018202,2026-04-27 08:04:27.799
66193849,2060302,2026-04-27 08:04:28.479
16391102,2021902,2026-04-27 08:04:29.045
202320708,2077702,2026-04-27 08:04:30.292
64442454,2062602,2026-04-27 08:04:30.520
21278284,2029902,2026-04-27 08:04:32.329
60749441,2062602,2026-04-27 08:04:33.718
12570960,2018202,2026-04-27 08:04:34.586
28623361,2041002,2026-04-27 08:04:34.893
83676575,2079402,2026-04-27 08:04:35.588
25764590,2031402,2026-04-27 08:04:42.162
57407707,2061402,2026-04-27 08:04:42.608
25859661,2030002,2026-04-27 08:04:42.988
76226595,2074702,2026-04-27 08:04:43.436
56305413,2016902,2026-04-27 08:04:45.239
48132490,2031408,2026-04-27 08:04:45.352
11803499,2018602,2026-04-27 08:04:48.979
18841126,2024702,2026-04-27 08:04:49.317
28977753,2043802,2026-04-27 08:04:50.450
13773701,2019202,2026-04-27 08:04:50.820
80703555,2077002,2026-04-27 08:04:52.497
7460872,2012402,2026-04-27 08:04:53.342
81827083,2078702,2026-04-27 08:04:54.243
41790442,2031408,2026-04-27 08:04:55.321
8815955,2012402,2026-04-27 08:04:55.894
11095281,2006402,2026-04-27 08:04:57.028
8654505,2030608,2026-04-27 08:04:59.370
220622650,2092802,2026-04-27 08:05:00.024
52130629,2058302,2026-04-27 08:05:00.340
29144219,2037402,2026-04-27 08:05:01.114
9103178,2012402,2026-04-27 08:05:01.827
38227253,2047102,2026-04-27 08:05:02.971
35749819,2052702,2026-04-27 08:05:03.646
47931976,2054202,2026-04-27 08:05:07.950
81301922,2077102,2026-04-27 08:05:09.124
37988048,2047102,2026-04-27 08:05:11.532
44313908,2055302,2026-04-27 08:05:11.817
83021981,2078702,2026-04-27 08:05:12.094
13631159,2015702,2026-04-27 08:05:12.627
73504171,2066102,2026-04-27 08:05:12.683
61421272,2062602,2026-04-27 08:05:14.666
88626866,2079302,2026-04-27 08:05:15.940
8763321,2010302,2026-04-27 08:05:17.505
9658942,2013402,2026-04-27 08:05:17.576
5687991,2006102,2026-04-27 08:05:20.736
221053650,2093102,2026-04-27 08:05:24.426
15407568,2022002,2026-04-27 08:05:24.984
5149995,2007202,2026-04-27 08:05:25.188
12624823,2018502,2026-04-27 08:05:25.557
72176930,2069702,2026-04-27 08:05:29.204
85307367,2079402,2026-04-27 08:05:29.616
13456586,2015702,2026-04-27 08:05:30.068
27652679,2030808,2026-04-27 08:05:32.590
30469632,2037402,2026-04-27 08:05:33.846
17244161,2028602,2026-04-27 08:05:34.180
221615923,2093402,2026-04-27 08:05:34.860
31708742,2038602,2026-04-27 08:05:37.835
44961939,2054202,2026-04-27 08:05:40.542
38958463,2047102,2026-04-27 08:05:42.799
11139491,2018502,2026-04-27 08:05:43.166
63559241,2063202,2026-04-27 08:05:47.824
34553385,2037402,2026-04-27 08:05:47.883
46969168,2055302,2026-04-27 08:05:50.746
8190086,2006402,2026-04-27 08:05:50.961
30434658,2043802,2026-04-27 08:05:54.661
4586142,2006502,2026-04-27 08:05:55.768
36823788,2041002,2026-04-27 08:05:57.610
208440716,2030908,2026-04-27 08:05:58.680
48662682,2056102,2026-04-27 08:05:58.935
210370222,2088302,2026-04-27 08:06:00.199
6023774,2008502,2026-04-27 08:06:08.220
11663869,2030908,2026-04-27 08:06:09.159
66100281,2062602,2026-04-27 08:06:13.152
35614947,2037402,2026-04-27 08:06:14.220
30187813,2041002,2026-04-27 08:06:15.891
209900380,2086302,2026-04-27 08:06:18.466
212301896,2088202,2026-04-27 08:06:20.438
8573084,2012302,2026-04-27 08:06:21.746
6849226,2010102,2026-04-27 08:06:24.152
6292780,2012402,2026-04-27 08:06:28.513
46817988,2054002,2026-04-27 08:06:29.959
46847879,2031108,2026-04-27 08:06:31.163
37797758,2046502,2026-04-27 08:06:33.106
216108776,2089802,2026-04-27 08:06:35.337
43589700,2041002,2026-04-27 08:06:38.993
35967469,2039502,2026-04-27 08:06:40.786
214715848,2084502,2026-04-27 08:06:41.764
57928861,2058402,2026-04-27 08:06:41.970
10270169,2062602,2026-04-27 08:06:45.009
23839143,2030502,2026-04-27 08:06:46.136
30617128,2037402,2026-04-27 08:06:46.403
58311534,2061402,2026-04-27 08:06:46.594
221803818,2093502,2026-04-27 08:06:47.770
220191333,2092602,2026-04-27 08:06:50.338
87641637,2079302,2026-04-27 08:06:51.846
213819643,2089202,2026-04-27 08:06:55.313
207325269,2086302,2026-04-27 08:06:55.345
82629288,2077102,2026-04-27 08:07:00.046
54298451,2051302,2026-04-27 08:07:02.209
74112231,2074702,2026-04-27 08:07:03.172
221714402,2093502,2026-04-27 08:07:04.787
206659964,2086302,2026-04-27 08:07:07.403
23444315,2030502,2026-04-27 08:07:09.618
22909512,2029902,2026-04-27 08:07:13.148
56385815,2054002,2026-04-27 08:07:15.029
57945341,2060902,2026-04-27 08:07:23.563
63752582,2060302,2026-04-27 08:07:24.307
30429272,2043802,2026-04-27 08:07:29.016
8518962,2054002,2026-04-27 08:07:30.620
42284682,2055302,2026-04-27 08:07:31.630
21102028,2024402,2026-04-27 08:07:32.197
213655800,2088902,2026-04-27 08:07:32.451
41770140,2049702,2026-04-27 08:07:37.319
218469411,2091102,2026-04-27 08:07:39.765
39855686,2050802,2026-04-27 08:07:49.022
70507253,2066102,2026-04-27 08:07:49.339
211534404,2088302,2026-04-27 08:07:51.004
10241303,2014502,2026-04-27 08:07:51.898
16391114,2021902,2026-04-27 08:07:52.302
23262771,2030908,2026-04-27 08:07:52.341
34651563,2037402,2026-04-27 08:07:53.431
50270978,2051302,2026-04-27 08:07:57.115
35477907,2043802,2026-04-27 08:07:57.797
49508935,2052502,2026-04-27 08:07:59.084
75132186,2075202,2026-04-27 08:08:00.313
35660741,2041002,2026-04-27 08:08:01.983
220247202,2092602,2026-04-27 08:08:06.231
28753649,2041002,2026-04-27 08:08:14.826
5227772,2006502,2026-04-27 08:08:15.767
221253519,2093202,2026-04-27 08:08:16.614
37959383,2047102,2026-04-27 08:08:18.388
221282881,2093202,2026-04-27 08:08:18.774
14975520,2022002,2026-04-27 08:08:18.944
219414478,2092202,2026-04-27 08:08:20.096
60702281,2062402,2026-04-27 08:08:23.343
49976038,2058402,2026-04-27 08:08:25.064
57847021,2058402,2026-04-27 08:08:25.886
53558809,2058402,2026-04-27 08:08:26.922
15047759,2022002,2026-04-27 08:08:27.662
74276538,2075202,2026-04-27 08:08:28.184
54033304,2058402,2026-04-27 08:08:30.358
47175101,2058802,2026-04-27 08:08:33.699
73638673,2066102,2026-04-27 08:08:39.829
220553191,2092802,2026-04-27 08:08:40.583
15261025,2028602,2026-04-27 08:08:41.580
82139397,2078402,2026-04-27 08:08:42.183
10945266,2015702,2026-04-27 08:08:42.883
213056175,2089202,2026-04-27 08:08:48.497
22009185,2016902,2026-04-27 08:08:48.600
64607755,2069702,2026-04-27 08:08:49.690
34095450,2044602,2026-04-27 08:08:50.846
220762162,2092802,2026-04-27 08:08:57.723
13571791,2015702,2026-04-27 08:09:01.949
45331910,2058802,2026-04-27 08:09:01.966
221617248,2093402,2026-04-27 08:09:04.651
56652072,2060302,2026-04-27 08:09:05.301
34445196,2037402,2026-04-27 08:09:05.494
35833980,2037402,2026-04-27 08:09:11.361
220955300,2093002,2026-04-27 08:09:13.193
84069259,2079102,2026-04-27 08:09:17.171
79712376,2074702,2026-04-27 08:09:19.081
55538307,2054002,2026-04-27 08:09:19.458
36380670,2038602,2026-04-27 08:09:23.488
86054978,2079402,2026-04-27 08:09:27.476
16303419,2041002,2026-04-27 08:09:27.488
33503495,2041002,2026-04-27 08:09:28.333
78738359,2075802,2026-04-27 08:09:34.340
33828422,2031108,2026-04-27 08:09:38.445
7710759,2006402,2026-04-27 08:09:41.087
45268170,2058802,2026-04-27 08:09:41.272
12196847,2016902,2026-04-27 08:09:43.378
23599062,2031402,2026-04-27 08:09:43.945
5865688,2008502,2026-04-27 08:09:44.922
212424902,2086302,2026-04-27 08:09:45.962
31331145,2038602,2026-04-27 08:09:56.562
221275495,2093202,2026-04-27 08:10:06.811
7420259,2008502,2026-04-27 08:10:09.965
84490801,2079102,2026-04-27 08:10:10.960
41352787,2050802,2026-04-27 08:10:14.638
49897923,2058802,2026-04-27 08:10:16.701
24608076,2028602,2026-04-27 08:10:17.957
27801143,2032402,2026-04-27 08:10:22.655
221758789,2093502,2026-04-27 08:10:24.157
46437212,2054202,2026-04-27 08:10:24.388
36923387,2050502,2026-04-27 08:10:25.597
30299431,2043802,2026-04-27 08:10:28.759
32542208,2041002,2026-04-27 08:10:29.634
46675978,2054002,2026-04-27 08:10:30.914
47486752,2055302,2026-04-27 08:10:32.231
21889185,2029902,2026-04-27 08:10:35.491
6217802,2012102,2026-04-27 08:10:40.684
81792974,2078702,2026-04-27 08:10:42.554
34765190,2043802,2026-04-27 08:10:42.629
25481956,2032002,2026-04-27 08:10:44.955
29446496,2041002,2026-04-27 08:10:51.932
32144540,2041002,2026-04-27 08:10:51.944
12553506,2016902,2026-04-27 08:10:54.600
33031473,2041002,2026-04-27 08:10:56.475
81093831,2077102,2026-04-27 08:10:56.759
55884730,2055802,2026-04-27 08:10:59.668
7278653,2006702,2026-04-27 08:11:04.949
41172607,2050502,2026-04-27 08:11:08.396
123742078,2600502,2026-04-27 08:11:10.069
17698903,2016902,2026-04-27 08:11:12.845
121144107,2031108,2026-04-27 08:11:13.733
43780156,2052502,2026-04-27 08:11:21.339
28165463,2032402,2026-04-27 08:11:23.646
42284534,2055302,2026-04-27 08:11:24.246
28783747,2030608,2026-04-27 08:11:26.441
11167941,2019202,2026-04-27 08:11:31.673
73604891,2066102,2026-04-27 08:11:36.380
19716265,2024702,2026-04-27 08:11:37.116
28082093,2024402,2026-04-27 08:11:38.105
25586226,2032002,2026-04-27 08:11:38.938
83160157,2073702,2026-04-27 08:11:41.407
33088661,2039502,2026-04-27 08:11:41.924
30190098,2041002,2026-04-27 08:11:43.523
17740321,2023502,2026-04-27 08:11:47.940
27840904,2033202,2026-04-27 08:11:48.072
35757699,2037402,2026-04-27 08:11:49.832
221044654,2093102,2026-04-27 08:11:50.274
221556110,2088802,2026-04-27 08:11:52.334
6921102,2030608,2026-04-27 08:11:53.196
39399666,2047102,2026-04-27 08:11:54.972
13216832,2023502,2026-04-27 08:11:56.870
43142161,2051302,2026-04-27 08:11:58.954
28830236,2043802,2026-04-27 08:12:01.444
213924872,2088902,2026-04-27 08:12:02.417
221544420,2001508,2026-04-27 08:12:03.288
32458918,2041002,2026-04-27 08:12:06.072
35548937,2037402,2026-04-27 08:12:08.546
42723630,2055302,2026-04-27 08:12:11.254
23073231,2030502,2026-04-27 08:12:16.518
61815658,2062402,2026-04-27 08:12:19.871
20798814,2027002,2026-04-27 08:12:20.911
215900485,2090002,2026-04-27 08:12:21.747
43953490,2054002,2026-04-27 08:12:22.075
221565207,2093002,2026-04-27 08:12:22.127
19499167,2030908,2026-04-27 08:12:23.198
221760780,2093502,2026-04-27 08:12:25.208
24006343,2007202,2026-04-27 08:12:25.881
41093570,2050502,2026-04-27 08:12:27.068
213378898,2088802,2026-04-27 08:12:27.966
46973434,2055302,2026-04-27 08:12:28.111
43959427,2041002,2026-04-27 08:12:28.700
44200952,2055302,2026-04-27 08:12:30.908
21151294,2030608,2026-04-27 08:12:31.520
12829753,2018502,2026-04-27 08:12:34.243
62381577,2061402,2026-04-27 08:12:36.278
208813331,2086302,2026-04-27 08:12:43.527
24488368,2030502,2026-04-27 08:12:46.173
17117552,2018602,2026-04-27 08:12:47.944
23548013,2030808,2026-04-27 08:12:49.280
60993739,2062602,2026-04-27 08:12:51.317
203738169,2079102,2026-04-27 08:12:51.807
63799212,2007202,2026-04-27 08:12:54.237
57045506,2060302,2026-04-27 08:12:54.741
88231983,2078402,2026-04-27 08:12:57.725
54376144,2058302,2026-04-27 08:13:01.840
14593463,2021902,2026-04-27 08:13:04.579
18345838,2024502,2026-04-27 08:13:06.159
24720485,2026002,2026-04-27 08:13:06.916
9313031,2010302,2026-04-27 08:13:09.747
20922229,2025502,2026-04-27 08:13:11.285
41244663,2050502,2026-04-27 08:13:14.257
120308116,2600602,2026-04-27 08:13:15.534
24857905,2030002,2026-04-27 08:13:16.394
46432620,2007202,2026-04-27 08:13:17.289
64856829,2060902,2026-04-27 08:13:20.120
38746584,2049702,2026-04-27 08:13:23.202
35933833,2039502,2026-04-27 08:13:23.249
12442563,2018602,2026-04-27 08:13:23.749
121412293,2603602,2026-04-27 08:13:23.757
25440988,2032402,2026-04-27 08:13:27.321
79655722,2031108,2026-04-27 08:13:30.852
23492597,2029902,2026-04-27 08:13:34.276
215412086,2089802,2026-04-27 08:13:35.948
13445308,2014502,2026-04-27 08:13:38.506
213024606,2089202,2026-04-27 08:13:42.094
3977558,2006102,2026-04-27 08:13:46.730
67024060,2066102,2026-04-27 08:13:50.169
219535131,2092202,2026-04-27 08:13:50.237
3935101,2006102,2026-04-27 08:13:50.413
32630101,2041002,2026-04-27 08:13:51.970
203820093,2077702,2026-04-27 08:13:55.576
200477543,2077002,2026-04-27 08:13:56.608
214528370,2088802,2026-04-27 08:13:57.605
12370286,2018202,2026-04-27 08:14:07.413
21725040,2028602,2026-04-27 08:14:09.058
56866711,2060302,2026-04-27 08:14:11.000
85344560,2030508,2026-04-27 08:14:13.720
40264020,2050802,2026-04-27 08:14:16.083
8904537,2012102,2026-04-27 08:14:24.334
21304659,2029902,2026-04-27 08:14:28.189
21394289,2050802,2026-04-27 08:14:28.539
81972838,2078702,2026-04-27 08:14:31.194
23350332,2024502,2026-04-27 08:14:31.660
16836715,2023502,2026-04-27 08:14:32.053
36084485,2025502,2026-04-27 08:14:32.680
32405736,2038602,2026-04-27 08:14:36.917
221202036,2093202,2026-04-27 08:14:40.387
12859946,2016902,2026-04-27 08:14:40.939
87407718,2078402,2026-04-27 08:14:44.102
63124439,2062602,2026-04-27 08:14:46.800
220823646,2077702,2026-04-27 08:14:46.919
48528618,2058802,2026-04-27 08:14:52.254
85449149,2079402,2026-04-27 08:14:55.347
20887961,2024702,2026-04-27 08:14:55.656
22698482,2027002,2026-04-27 08:14:58.942
10783468,2018202,2026-04-27 08:14:59.565
25739034,2031402,2026-04-27 08:14:59.785
40889719,2047502,2026-04-27 08:15:04.198
43582178,2052702,2026-04-27 08:15:04.916
18548432,2025502,2026-04-27 08:15:07.300
220986556,2093002,2026-04-27 08:15:11.285
216595247,2090002,2026-04-27 08:15:14.463
65982954,2030108,2026-04-27 08:15:18.371
31837805,2039502,2026-04-27 08:15:18.551
221405690,2001508,2026-04-27 08:15:18.826
27180773,2032002,2026-04-27 08:15:20.409
82726526,2077702,2026-04-27 08:15:23.891
43774463,2031108,2026-04-27 08:15:24.685
8688734,2008502,2026-04-27 08:15:27.237
201929785,2077702,2026-04-27 08:15:28.670
2967169,2006502,2026-04-27 08:15:28.804
60169402,2062602,2026-04-27 08:15:30.304
33093019,2038602,2026-04-27 08:15:31.198
17841602,2038602,2026-04-27 08:15:32.915
57894772,2058402,2026-04-27 08:15:35.564
216708511,2090002,2026-04-27 08:15:38.086
31564145,2031408,2026-04-27 08:15:38.951
11223071,2016902,2026-04-27 08:15:45.703
209874616,2086302,2026-04-27 08:15:48.429
32389590,2038602,2026-04-27 08:15:49.823
31952856,2041002,2026-04-27 08:15:51.136
9907824,2013602,2026-04-27 08:15:51.518
209131868,2084502,2026-04-27 08:15:51.900
9806659,2012102,2026-04-27 08:15:55.841
5968693,2030308,2026-04-27 08:15:59.867
56224846,2055802,2026-04-27 08:16:08.275
55168568,2052702,2026-04-27 08:16:08.470
20346988,2027002,2026-04-27 08:16:08.509
6475871,2013602,2026-04-27 08:16:12.265
14465888,2041002,2026-04-27 08:16:12.989
20007008,2024702,2026-04-27 08:16:19.347
211423534,2088302,2026-04-27 08:16:19.487
216841222,2090002,2026-04-27 08:16:21.399
32624088,2030608,2026-04-27 08:16:22.155
20053228,2033902,2026-04-27 08:16:22.968
62553613,2006102,2026-04-27 08:16:23.350
213636543,2088902,2026-04-27 08:16:26.991
19404305,2023502,2026-04-27 08:16:28.396
81961713,2078702,2026-04-27 08:16:29.679
217944405,2090802,2026-04-27 08:16:31.106
57618750,2058402,2026-04-27 08:16:35.119
221799215,2001508,2026-04-27 08:16:35.325
71356238,2069702,2026-04-27 08:16:37.363
39529067,2041002,2026-04-27 08:16:38.418
124194698,2030508,2026-04-27 08:16:40.239
60825698,2015702,2026-04-27 08:16:40.276
215777370,2090402,2026-04-27 08:16:43.943
9442327,2013602,2026-04-27 08:16:44.885
18629847,2024702,2026-04-27 08:16:45.972
69222379,2066102,2026-04-27 08:16:46.398
23246777,2030502,2026-04-27 08:16:46.546
52283876,2052702,2026-04-27 08:16:46.953
39061990,2047102,2026-04-27 08:16:52.200
33648452,2043802,2026-04-27 08:16:54.645
88201630,2078402,2026-04-27 08:16:55.245
121023862,2600602,2026-04-27 08:16:56.012
213699007,2088902,2026-04-27 08:17:01.662
37925278,2051002,2026-04-27 08:17:02.307
218649506,2091302,2026-04-27 08:17:02.699
33059608,2043802,2026-04-27 08:17:05.405
84428420,2079102,2026-04-27 08:17:06.696
28806169,2041002,2026-04-27 08:17:07.178
16932939,2018502,2026-04-27 08:17:07.731
34980339,2039502,2026-04-27 08:17:17.887
201262940,2031408,2026-04-27 08:17:18.770
74682242,2073702,2026-04-27 08:17:20.383
219915914,2092402,2026-04-27 08:17:24.584
63739986,2063202,2026-04-27 08:17:32.085
6294216,2012102,2026-04-27 08:17:34.736
204268018,2604402,2026-04-27 08:17:36.870
210493181,2084502,2026-04-27 08:17:38.031
41063086,2050502,2026-04-27 08:17:46.583
210472662,2088202,2026-04-27 08:17:46.825
70477563,2066102,2026-04-27 08:17:46.954
61658100,2062402,2026-04-27 08:17:47.136
7912336,2012302,2026-04-27 08:17:47.506
20302734,2027002,2026-04-27 08:17:51.507
16500509,2024702,2026-04-27 08:17:54.924
200553877,2077002,2026-04-27 08:17:57.459
214014543,2088902,2026-04-27 08:17:59.444
37698253,2051002,2026-04-27 08:18:03.992
47448208,2055302,2026-04-27 08:18:05.575
219034375,2092002,2026-04-27 08:18:08.044
39996424,2050502,2026-04-27 08:18:08.821
26125860,2031402,2026-04-27 08:18:09.883
4567056,2006502,2026-04-27 08:18:12.216
217734820,2091302,2026-04-27 08:18:15.057
14735155,2021902,2026-04-27 08:18:22.495
53698855,2056102,2026-04-27 08:18:24.172
203236673,2079402,2026-04-27 08:18:25.326
27967650,2033202,2026-04-27 08:18:31.037
220838251,2092802,2026-04-27 08:18:33.112
16319032,2017802,2026-04-27 08:18:33.856
28359591,2032002,2026-04-27 08:18:34.615
66019170,2062602,2026-04-27 08:18:34.787
5565704,2030608,2026-04-27 08:18:35.645
219007866,2092002,2026-04-27 08:18:38.408
18073657,2018502,2026-04-27 08:18:39.693
33787800,2043802,2026-04-27 08:18:43.102
86545120,2078702,2026-04-27 08:18:47.276
200543839,2077002,2026-04-27 08:18:51.757
124186828,2603302,2026-04-27 08:18:57.474
24542609,2031402,2026-04-27 08:18:57.976
80504175,2077002,2026-04-27 08:18:58.374
32749339,2038602,2026-04-27 08:18:59.491
80692993,2077002,2026-04-27 08:19:08.676
10747564,2018202,2026-04-27 08:19:08.842
218676013,2091302,2026-04-27 08:19:09.167
48319936,2055802,2026-04-27 08:19:09.838
211375285,2087402,2026-04-27 08:19:13.979
13368196,2016902,2026-04-27 08:19:16.697
21852487,2029902,2026-04-27 08:19:19.829
32128152,2043802,2026-04-27 08:19:20.913
84788448,2079302,2026-04-27 08:19:24.416
46419793,2054002,2026-04-27 08:19:24.787
18661613,2024702,2026-04-27 08:19:26.088
209538568,2084502,2026-04-27 08:19:27.729
81525641,2031408,2026-04-27 08:19:28.672
45629213,2054202,2026-04-27 08:19:37.589
6028686,2008502,2026-04-27 08:19:39.141
21263356,2029902,2026-04-27 08:19:40.422
211047661,2030708,2026-04-27 08:19:40.839
44661006,2052502,2026-04-27 08:19:43.553
88035675,2078702,2026-04-27 08:19:44.096
121909207,2603702,2026-04-27 08:19:45.542
27365152,2030002,2026-04-27 08:19:47.557
39915321,2058402,2026-04-27 08:19:47.607
12122284,2016902,2026-04-27 08:19:49.689
55554306,2047102,2026-04-27 08:19:54.004
4763022,2006502,2026-04-27 08:19:54.712
49255473,2051302,2026-04-27 08:19:56.901
213432644,2088802,2026-04-27 08:20:00.951
24884226,2030002,2026-04-27 08:20:07.115
18803344,2025502,2026-04-27 08:20:07.326
38613945,2049702,2026-04-27 08:20:08.115
14253670,2018602,2026-04-27 08:20:08.563
61013452,2062402,2026-04-27 08:20:08.925
22344692,2023502,2026-04-27 08:20:09.436
203618144,2079102,2026-04-27 08:20:12.197
219023667,2092002,2026-04-27 08:20:12.281
21185947,2029902,2026-04-27 08:20:13.511
73660558,2066102,2026-04-27 08:20:14.413
8177582,2006402,2026-04-27 08:20:16.892
33160780,2041002,2026-04-27 08:20:17.424
120679681,2030108,2026-04-27 08:20:18.281
10648389,2012102,2026-04-27 08:20:19.107
223667281,2058302,2026-04-27 08:20:21.237
2126771,2007202,2026-04-27 08:20:21.473
8066229,2007202,2026-04-27 08:20:23.083
51347455,2058302,2026-04-27 08:20:23.911
40301275,2050802,2026-04-27 08:20:24.104
206872234,2086302,2026-04-27 08:20:25.426
56767344,2030608,2026-04-27 08:20:28.918
6259760,2012402,2026-04-27 08:20:41.336
216305915,2030708,2026-04-27 08:20:45.027
63913556,2060302,2026-04-27 08:20:45.231
43893595,2052702,2026-04-27 08:20:45.439
24540830,2016902,2026-04-27 08:20:48.296
19829901,2024402,2026-04-27 08:20:49.374
47504703,2055302,2026-04-27 08:20:56.241
17777878,2043802,2026-04-27 08:20:57.328
23364999,2030002,2026-04-27 08:21:01.685
41551796,2050802,2026-04-27 08:21:05.959
46727120,2054202,2026-04-27 08:21:06.759
41190481,2050502,2026-04-27 08:21:09.222
213547590,2088802,2026-04-27 08:21:09.397
19572786,2030608,2026-04-27 08:21:12.667
207323584,2086302,2026-04-27 08:21:17.416
219012183,2092002,2026-04-27 08:21:18.359
7147011,2007202,2026-04-27 08:21:20.100
