server_id,user_id,asset_id,total_add_num
2006402,8190086,11117297,10
2006502,205705379,11117297,12
2006502,2796424,11117297,10
2006502,2797723,11117297,1
2006502,2861503,11117297,2
2006502,2883013,11117297,4
2006502,2897724,11117297,1
2006502,2959905,11117297,10
2006502,3005757,11117297,10
2006502,3012990,11117297,1
2006502,3029048,11117297,10
2006502,3060792,11117297,10
2006502,3111017,11117297,7
2006502,4355419,11117297,10
2006502,4366346,11117297,5
2006502,4405013,11117297,10
2006502,4405015,11117297,10
2006502,4405710,11117297,1
2006502,4567056,11117297,1
2006502,4588369,11117297,10
2006502,4593813,11117297,10
2006502,4596249,11117297,10
2006502,4718092,11117297,9
2006502,4767212,11117297,2
2006502,4793309,11117297,10
2006502,4850113,11117297,10
2006502,4861422,11117297,10
2006502,5259646,11117297,28
2006702,221315752,11117297,2
2006702,3879641,11117297,6
2006702,3915443,11117297,10
2006702,4304786,11117297,10
2006702,4304992,11117297,1
2006702,4313060,11117297,10
2006702,4879579,11117297,10
2006702,4915991,11117297,10
2006702,6921698,11117297,2
2006702,7278653,11117297,10
2006702,7299262,11117297,2
2006702,7316160,11117297,3
2006702,7631259,11117297,10
2006702,8405395,11117297,3
2006702,8419745,11117297,10
2006702,84816842,11117297,3
2006702,8600499,11117297,1
2006702,8604162,11117297,85
2006702,8612335,11117297,10
2007202,13430906,11117297,9
2007202,18209125,11117297,10
2007202,19650940,11117297,1
2007202,20540315,11117297,10
2007202,22568975,11117297,10
2007202,22610055,11117297,6
2007202,22728403,11117297,10
2007202,23709193,11117297,13
2007202,23809498,11117297,10
2007202,24436878,11117297,2
2007202,24505327,11117297,10
2007202,2787512,11117297,1
2007202,3182561,11117297,11
2007202,32532985,11117297,1
2007202,330394,11117297,11
2007202,39977184,11117297,10
2007202,44140691,11117297,2
2007202,5197394,11117297,10
2007202,5322570,11117297,10
2007202,5335732,11117297,1
2007202,63799212,11117297,6
2007202,64836606,11117297,5
2007202,7122376,11117297,2
2007202,7150983,11117297,1
2007202,7473273,11117297,10
2007202,7764600,11117297,4
2007202,7769497,11117297,8
2007202,7989837,11117297,10
2007202,8066229,11117297,10
2007202,8092342,11117297,10
2007202,8106469,11117297,2
2007202,8131027,11117297,1
2007202,8145378,11117297,10
2007202,84833321,11117297,3
2007202,8638645,11117297,10
2008502,216565970,11117297,2
2008502,222465404,11117297,2
2008502,38650005,11117297,5
2008502,4960804,11117297,10
2008502,5012972,11117297,7
2008502,5659719,11117297,10
2008502,5719430,11117297,10
2008502,5736251,11117297,10
2008502,5754186,11117297,1
2008502,5778667,11117297,1
2008502,5857212,11117297,2
2008502,5861096,11117297,10
2008502,5865688,11117297,10
2008502,5998014,11117297,1
2008502,6023774,11117297,2
2008502,6028222,11117297,10
2008502,6081875,11117297,3
2008502,6486299,11117297,3
2008502,7187396,11117297,10
2008502,7453105,11117297,2
2008502,7480846,11117297,1
2008502,8878479,11117297,10
2008502,8906268,11117297,1
2008502,9746264,11117297,2
2010102,10329933,11117297,5
2010102,10473870,11117297,10
2010102,47478138,11117297,16
2010102,6741338,11117297,12
2010102,6756648,11117297,2
2010102,6860445,11117297,1
2010102,6862499,11117297,1
2010102,6881205,11117297,10
2010102,6882419,11117297,6
2010102,6883689,11117297,10
2010102,6943322,11117297,2
2010102,6980304,11117297,10
2010102,7012164,11117297,10
2010102,7034318,11117297,2
2010102,7639585,11117297,10
2010102,7647882,11117297,1
2010102,7669848,11117297,2
2010102,7686740,11117297,3
2010102,7719383,11117297,1
2010102,9460679,11117297,10
2010102,9474837,11117297,2
2010102,9490543,11117297,10
2010102,9492440,11117297,10
2010102,9545112,11117297,13
2010102,9548284,11117297,2
2010108,212636411,11117297,8
2010108,212663492,11117297,14
2010108,212741565,11117297,1
2010108,212788145,11117297,15
2010108,212878351,11117297,2
2010108,212889764,11117297,3
2010108,212914207,11117297,1
2010108,212995238,11117297,4
2010108,213024606,11117297,4
2010108,213051120,11117297,2
2010108,213078289,11117297,2
2010108,213127836,11117297,2
2010108,213132485,11117297,10
2010108,213136034,11117297,11
2010108,213165338,11117297,1
2010108,213199535,11117297,3
2010108,213342663,11117297,16
2010108,213346969,11117297,2
2010108,213353907,11117297,10
2010108,213360179,11117297,5
2010108,213376612,11117297,3
2010108,213432644,11117297,2
2010108,213445284,11117297,10
2010108,213547590,11117297,12
2010108,213560257,11117297,1
2010108,213634982,11117297,18
2010108,213654411,11117297,5
2010108,213759320,11117297,3
2010108,213807541,11117297,9
2010108,213911995,11117297,1
2010108,213921798,11117297,10
2010108,213964445,11117297,2
2010108,214014543,11117297,7
2010108,214023255,11117297,10
2010108,214031116,11117297,4
2010108,214058163,11117297,11
2010108,214084668,11117297,1
2010108,214160314,11117297,1
2010108,214187226,11117297,5
2010108,214217950,11117297,2
2010108,214371629,11117297,8
2010108,214374999,11117297,8
2010108,214420576,11117297,12
2010108,214517311,11117297,10
2010108,214521057,11117297,3
2010108,214619830,11117297,2
2010108,214651537,11117297,69
2010108,214747153,11117297,3
2010108,214864510,11117297,5
2010108,215003922,11117297,10
2010108,215053229,11117297,2
2010108,215055114,11117297,2
2010108,215158243,11117297,1
2010108,215164277,11117297,19
2010108,215190739,11117297,1
2010108,215205100,11117297,7
2010108,215213554,11117297,1
2010108,215406527,11117297,10
2010108,215520292,11117297,19
2010108,215524163,11117297,2
2010108,215530958,11117297,2
2010108,215563582,11117297,1
2010108,215583429,11117297,2
2010108,215591532,11117297,5
2010108,215607921,11117297,10
2010108,215649006,11117297,6
2010108,215777370,11117297,3
2010108,215835779,11117297,10
2010108,215837725,11117297,25
2010108,215840257,11117297,7
2010108,215853780,11117297,12
2010108,215897538,11117297,3
2010108,215900485,11117297,2
2010108,215974371,11117297,4
2010108,216108776,11117297,10
2010108,216128242,11117297,3
2010108,216143452,11117297,12
2010108,216150391,11117297,1
2010108,216196177,11117297,10
2010108,216198135,11117297,10
2010108,216244817,11117297,3
2010108,216245832,11117297,1
2010108,216288734,11117297,15
2010108,216304262,11117297,8
2010108,216308624,11117297,2
2010108,216328753,11117297,6
2010108,216435776,11117297,15
2010108,216505329,11117297,3
2010108,216526998,11117297,5
2010108,216529889,11117297,2
2010108,216533573,11117297,4
2010108,216542526,11117297,1
2010108,216590197,11117297,9
2010108,216595247,11117297,21
2010108,216596435,11117297,18
2010108,216606276,11117297,5
2010108,216610254,11117297,5
2010108,216652115,11117297,3
2010108,216653327,11117297,2
2010108,216703410,11117297,10
2010108,216708511,11117297,11
2010108,216757035,11117297,4
2010108,216772567,11117297,10
2010108,216783125,11117297,2
2010108,216825129,11117297,5
2010108,216829148,11117297,6
2010108,217528063,11117297,1
2010108,221898111,11117297,2
2010302,10544628,11117297,2
2010302,38733450,11117297,10
2010302,5922449,11117297,3
2010302,5977875,11117297,18
2010302,6611522,11117297,10
2010302,6636162,11117297,4
2010302,6667137,11117297,4
2010302,7604249,11117297,10
2010302,7803646,11117297,88
2010302,7836553,11117297,1
2010302,7867149,11117297,1
2010302,8763161,11117297,10
2010302,8772801,11117297,10
2010302,9139953,11117297,2
2010302,9158294,11117297,2
2010302,9162805,11117297,2
2010302,9171361,11117297,8
2010302,9173817,11117297,18
2010302,9194429,11117297,10
2010302,9257195,11117297,5
2010302,9288139,11117297,18
2012102,10577415,11117297,10
2012102,10585870,11117297,13
2012102,10586403,11117297,10
2012102,10648389,11117297,10
2012102,10666923,11117297,10
2012102,6200287,11117297,15
2012102,6211259,11117297,10
2012102,6217274,11117297,1
2012102,6217802,11117297,10
2012102,6256672,11117297,18
2012102,6278378,11117297,8
2012102,6287905,11117297,10
2012102,6294216,11117297,10
2012102,6509221,11117297,10
2012102,6588537,11117297,2
2012102,6594346,11117297,2
2012102,6601657,11117297,10
2012102,8724866,11117297,10
2012102,8745388,11117297,10
2012102,8900561,11117297,1
2012102,9692970,11117297,10
2012102,9701672,11117297,2
2012102,9808810,11117297,3
2012102,9822342,11117297,10
2012102,9848703,11117297,1
2012302,1191852,11117297,10
2012302,1519330,11117297,1
2012302,19024469,11117297,18
2012302,3183981,11117297,2
2012302,413420,11117297,10
2012302,7875978,11117297,10
2012302,7877321,11117297,5
2012302,7897828,11117297,10
2012302,8246039,11117297,6
2012302,8291126,11117297,3
2012302,8462942,11117297,9
2012302,8474501,11117297,2
2012302,8490429,11117297,10
2012302,8504887,11117297,5
2012302,8517547,11117297,3
2012302,8533279,11117297,10
2012302,8804616,11117297,1
2012302,8822598,11117297,1
2012302,8823514,11117297,8
2012302,8980498,11117297,10
2012302,8995697,11117297,10
2012302,9023001,11117297,10
2012302,9375649,11117297,6
2012302,9422188,11117297,1
2012402,16182800,11117297,10
2012402,19970226,11117297,1
2012402,19981811,11117297,5
2012402,20665385,11117297,10
2012402,218199827,11117297,3
2012402,218375413,11117297,1
2012402,223455510,11117297,1
2012402,22599829,11117297,5
2012402,22784632,11117297,10
2012402,34128288,11117297,10
2012402,35441618,11117297,10
2012402,3554112,11117297,10
2012402,3565461,11117297,10
2012402,3787878,11117297,6
2012402,3795153,11117297,3
2012402,5408025,11117297,4
2012402,5503055,11117297,4
2012402,5565704,11117297,10
2012402,5585274,11117297,12
2012402,5587802,11117297,3
2012402,5619742,11117297,1
2012402,5634900,11117297,1
2012402,5736926,11117297,4
2012402,6244615,11117297,10
2012402,6331678,11117297,10
2012402,7207312,11117297,10
2012402,73186470,11117297,3
2012402,75335369,11117297,3
2012402,76602980,11117297,2
2012402,8260414,11117297,10
2012402,85671221,11117297,2
2012402,8675108,11117297,8
2012402,87748709,11117297,5
2012402,8873732,11117297,1
2012402,9066832,11117297,4
2012402,9083569,11117297,3
2012402,9084499,11117297,1
2012402,9122134,11117297,1
2012402,9130127,11117297,8
2013402,10085104,11117297,11
2013402,10108078,11117297,10
2013402,10423260,11117297,2
2013402,7045817,11117297,10
2013402,7046415,11117297,10
2013402,7050170,11117297,1
2013402,7081987,11117297,19
2013402,7094227,11117297,2
2013402,7095372,11117297,8
2013402,7378760,11117297,10
2013402,7491067,11117297,3
2013402,7501032,11117297,10
2013402,7506025,11117297,4
2013402,7937154,11117297,10
2013402,7967368,11117297,10
2013402,7976368,11117297,1
2013402,7989759,11117297,3
2013402,80485564,11117297,6
2013402,8301410,11117297,3
2013402,8330103,11117297,5
2013402,8334640,11117297,11
2013402,9377628,11117297,10
2013402,9557395,11117297,1
2013402,9578166,11117297,4
2013402,9635432,11117297,10
2013402,9658942,11117297,3
2013402,9692226,11117297,1
2013402,9767954,11117297,1
2013402,9772109,11117297,2
2013402,9772975,11117297,10
2013402,9773456,11117297,3
2013602,10053967,11117297,5
2013602,10057478,11117297,1
2013602,23397999,11117297,10
2013602,6475871,11117297,10
2013602,9373239,11117297,10
2013602,9403867,11117297,1
2013602,9425434,11117297,11
2013602,9435357,11117297,10
2013602,9437058,11117297,4
2013602,9444921,11117297,3
2013602,9453157,11117297,10
2013602,9643670,11117297,4
2013602,9656114,11117297,2
2013602,9722318,11117297,2
2013602,9871704,11117297,24
2013602,9879496,11117297,2
2013602,9888847,11117297,10
2013602,9925522,11117297,10
2013602,9979043,11117297,1
2014502,10125802,11117297,1
2014502,10217197,11117297,10
2014502,10222502,11117297,1
2014502,10241303,11117297,10
2014502,10250715,11117297,1
2014502,10294805,11117297,2
2014502,10549156,11117297,10
2014502,12991657,11117297,3
2014502,13023336,11117297,10
2014502,13044045,11117297,10
2014502,13054661,11117297,14
2014502,13077492,11117297,1
2014502,13332277,11117297,5
2014502,13332615,11117297,7
2014502,13392421,11117297,3
2014502,13416872,11117297,10
2014502,13444111,11117297,10
2014502,13445120,11117297,4
2014502,13445308,11117297,2
2014502,13646884,11117297,10
2014502,13855183,11117297,3
2014502,13875208,11117297,1
2014502,9166977,11117297,10
2015702,10842770,11117297,10
2015702,10855709,11117297,10
2015702,10865200,11117297,1
2015702,10878467,11117297,10
2015702,10975427,11117297,4
2015702,10984712,11117297,4
2015702,11006597,11117297,1
2015702,13456586,11117297,2
2015702,13489561,11117297,1
2015702,13501619,11117297,3
2015702,13517484,11117297,4
2015702,13570862,11117297,1
2015702,13571791,11117297,10
2015702,13600351,11117297,10
2015702,14048265,11117297,36
2015702,15827092,11117297,11
2015702,15855495,11117297,1
2015702,15860850,11117297,3
2015702,15873811,11117297,29
2015702,15881532,11117297,10
2015702,15931141,11117297,10
2016902,10699783,11117297,14
2016902,10700152,11117297,10
2016902,10717415,11117297,5
2016902,11225640,11117297,10
2016902,11246565,11117297,10
2016902,11305321,11117297,5
2016902,11311677,11117297,4
2016902,11335191,11117297,3
2016902,11416298,11117297,10
2016902,11434883,11117297,2
2016902,11443763,11117297,8
2016902,11453554,11117297,10
2016902,11469430,11117297,16
2016902,11534557,11117297,10
2016902,11584240,11117297,1
2016902,11595623,11117297,12
2016902,11606829,11117297,1
2016902,11610995,11117297,10
2016902,11969620,11117297,10
2016902,12016565,11117297,2
2016902,12051616,11117297,10
2016902,12073124,11117297,3
2016902,12107982,11117297,10
2016902,12143109,11117297,10
2016902,12183024,11117297,10
2016902,12541847,11117297,10
2016902,12678186,11117297,10
2016902,13368196,11117297,10
2016902,14034509,11117297,10
2016902,16882752,11117297,5
2016902,17399014,11117297,1
2016902,17915838,11117297,10
2016902,19751733,11117297,10
2016902,213373348,11117297,2
2016902,22009185,11117297,10
2016902,220875923,11117297,2
2016902,22242054,11117297,10
2016902,223759476,11117297,1
2016902,24540830,11117297,10
2016902,40426195,11117297,2
2016902,45102230,11117297,10
2016902,46329470,11117297,10
2016902,47282550,11117297,6
2016902,47557017,11117297,10
2016902,49649406,11117297,13
2016902,50494222,11117297,10
2016902,51573543,11117297,10
2016902,5463773,11117297,10
2016902,55531402,11117297,10
2016902,55919493,11117297,16
2016902,56262169,11117297,10
2016902,63778994,11117297,10
2016902,6774573,11117297,10
2016902,76003412,11117297,8
2016902,8116823,11117297,3
2017802,11624693,11117297,18
2017802,11671657,11117297,10
2017802,11724237,11117297,3
2017802,11737845,11117297,20
2017802,11952325,11117297,1
2017802,11987030,11117297,10
2017802,12070385,11117297,4
2017802,12259144,11117297,3
2017802,12265633,11117297,10
2017802,12272733,11117297,3
2017802,12351190,11117297,14
2017802,13943989,11117297,1
2017802,14041421,11117297,1
2017802,14664089,11117297,2
2017802,16251092,11117297,10
2017802,16321874,11117297,3
2017802,16432354,11117297,1
2017802,16693199,11117297,10
2018202,10740339,11117297,2
2018202,10750540,11117297,2
2018202,10757154,11117297,5
2018202,10783468,11117297,10
2018202,11016147,11117297,20
2018202,11023054,11117297,4
2018202,11049038,11117297,10
2018202,11049557,11117297,6
2018202,11052070,11117297,2
2018202,11271320,11117297,3
2018202,11289390,11117297,3
2018202,12225126,11117297,10
2018202,12243986,11117297,10
2018202,12274289,11117297,3
2018202,12320633,11117297,4
2018202,12321169,11117297,3
2018202,12324770,11117297,10
2018202,12338827,11117297,3
2018202,12358392,11117297,11
2018202,12365616,11117297,5
2018202,12367065,11117297,2
2018202,12370286,11117297,10
2018202,12370472,11117297,7
2018202,12422314,11117297,2
2018202,12443059,11117297,2
2018202,12472432,11117297,10
2018202,12481653,11117297,10
2018202,12500498,11117297,10
2018202,12504668,11117297,10
2018202,12546546,11117297,10
2018202,12884096,11117297,4
2018202,12997591,11117297,4
2018202,16314041,11117297,10
2018202,38109092,11117297,1
2018202,55063087,11117297,10
2018202,56819857,11117297,1
2018202,67289938,11117297,1
2018502,10925311,11117297,10
2018502,11124734,11117297,10
2018502,11125381,11117297,10
2018502,11150331,11117297,18
2018502,11156899,11117297,4
2018502,12624823,11117297,10
2018502,12659705,11117297,14
2018502,12673676,11117297,3
2018502,12677953,11117297,10
2018502,12714717,11117297,10
2018502,12714938,11117297,10
2018502,12734237,11117297,2
2018502,12751436,11117297,10
2018502,12762011,11117297,10
2018502,12768193,11117297,5
2018502,12769452,11117297,10
2018502,12770967,11117297,3
2018502,12807831,11117297,1
2018502,12826948,11117297,1
2018502,12829753,11117297,10
2018502,16773944,11117297,2
2018502,16932939,11117297,14
2018502,16946987,11117297,5
2018502,16957656,11117297,3
2018502,17146082,11117297,10
2018502,17242099,11117297,19
2018502,17243922,11117297,1
2018502,17589892,11117297,11
2018502,17669015,11117297,10
2018502,17723861,11117297,5
2018502,17750860,11117297,16
2018502,17790263,11117297,10
2018502,17836434,11117297,18
2018502,17849125,11117297,4
2018502,17849416,11117297,1
2018502,17864318,11117297,2
2018502,17876243,11117297,5
2018502,17885837,11117297,2
2018502,17920625,11117297,10
2018502,17935842,11117297,10
2018502,18073657,11117297,10
2018502,217619292,11117297,4
2018602,11493440,11117297,1
2018602,11761166,11117297,10
2018602,11791097,11117297,3
2018602,11828510,11117297,1
2018602,11835901,11117297,10
2018602,12379796,11117297,10
2018602,12411428,11117297,10
2018602,12422802,11117297,13
2018602,12427917,11117297,13
2018602,12435033,11117297,3
2018602,12498936,11117297,1
2018602,12825686,11117297,10
2018602,12835712,11117297,10
2018602,12864971,11117297,10
2018602,12877378,11117297,10
2018602,12878833,11117297,2
2018602,14253670,11117297,10
2018602,14271010,11117297,10
2018602,14382568,11117297,3
2018602,14406768,11117297,5
2018602,14427471,11117297,9
2018602,14464277,11117297,3
2018602,16816792,11117297,10
2018602,17350022,11117297,19
2018602,17352428,11117297,9
2018602,17376430,11117297,10
2018602,17413986,11117297,10
2018602,17423753,11117297,1
2018602,19846321,11117297,10
2018602,40712395,11117297,3
2019202,11077109,11117297,10
2019202,11171315,11117297,18
2019202,11175297,11117297,1
2019202,11185703,11117297,9
2019202,11185992,11117297,3
2019202,11714185,11117297,1
2019202,11812678,11117297,1
2019202,11865948,11117297,10
2019202,11875436,11117297,2
2019202,11930273,11117297,10
2019202,13031097,11117297,6
2019202,13040017,11117297,12
2019202,13055333,11117297,10
2019202,13075258,11117297,3
2019202,13289077,11117297,6
2019202,13381495,11117297,3
2019202,13392318,11117297,10
2019202,13495243,11117297,11
2019202,13507689,11117297,10
2019202,13526666,11117297,10
2019202,13554540,11117297,10
2019202,13563784,11117297,10
2019202,13588037,11117297,9
2019202,13598142,11117297,3
2019202,13603777,11117297,1
2019202,13605475,11117297,10
2019202,13734023,11117297,10
2019202,13773701,11117297,2
2019202,205353266,11117297,6
2019202,42521650,11117297,6
2021902,13825105,11117297,1
2021902,13868623,11117297,1
2021902,13921898,11117297,10
2021902,13933199,11117297,1
2021902,13951446,11117297,4
2021902,14307364,11117297,16
2021902,14408898,11117297,10
2021902,14461498,11117297,10
2021902,14464575,11117297,2
2021902,14467546,11117297,10
2021902,14473695,11117297,10
2021902,14485004,11117297,10
2021902,14565614,11117297,17
2021902,14593463,11117297,5
2021902,14599566,11117297,4
2021902,14674040,11117297,10
2021902,14710974,11117297,3
2021902,14712628,11117297,10
2021902,14735155,11117297,10
2021902,14738086,11117297,10
2021902,14781682,11117297,1
2021902,14796291,11117297,10
2021902,14817824,11117297,10
2021902,15376519,11117297,1
2021902,15433271,11117297,10
2021902,15443232,11117297,11
2021902,15545255,11117297,10
2021902,15581627,11117297,1
2021902,15630221,11117297,4
2021902,15910066,11117297,6
2021902,16181251,11117297,2
2021902,16258085,11117297,5
2021902,16258192,11117297,1
2021902,16387746,11117297,18
2021902,16391102,11117297,10
2021902,16391114,11117297,10
2021902,213665512,11117297,3
2021902,216406899,11117297,14
2021902,42273855,11117297,10
2021902,5614922,11117297,32
2021902,86808640,11117297,1
2022002,14278981,11117297,4
2022002,14294076,11117297,4
2022002,14315594,11117297,1
2022002,14388562,11117297,10
2022002,14782560,11117297,10
2022002,14796417,11117297,10
2022002,14833617,11117297,3
2022002,14968094,11117297,3
2022002,14975520,11117297,20
2022002,15023949,11117297,10
2022002,15047759,11117297,10
2022002,15245272,11117297,10
2022002,15302646,11117297,9
2022002,15364202,11117297,17
2022002,15366106,11117297,2
2022002,15407568,11117297,10
2022002,15452644,11117297,2
2022002,15581198,11117297,10
2022002,15683649,11117297,2
2022002,16075204,11117297,10
2022002,16077417,11117297,10
2022002,16132500,11117297,2
2022002,16473350,11117297,10
2022002,16506490,11117297,10
2022002,16639156,11117297,10
2022002,17222136,11117297,10
2022002,52229162,11117297,3
2023502,11352285,11117297,4
2023502,11352505,11117297,4
2023502,11372166,11117297,3
2023502,11376418,11117297,3
2023502,11377220,11117297,10
2023502,11380910,11117297,10
2023502,11386897,11117297,10
2023502,11514791,11117297,1
2023502,12925622,11117297,10
2023502,13115483,11117297,2
2023502,13169441,11117297,7
2023502,13173590,11117297,10
2023502,13186631,11117297,10
2023502,13187652,11117297,7
2023502,13219456,11117297,6
2023502,13229041,11117297,2
2023502,13284717,11117297,3
2023502,15173861,11117297,9
2023502,15185977,11117297,3
2023502,15293701,11117297,10
2023502,15326664,11117297,1
2023502,15776590,11117297,1
2023502,15864445,11117297,10
2023502,16274477,11117297,5
2023502,16836715,11117297,10
2023502,17153834,11117297,2
2023502,17172657,11117297,10
2023502,17205050,11117297,10
2023502,17345284,11117297,7
2023502,17349694,11117297,5
2023502,17450650,11117297,4
2023502,17475277,11117297,10
2023502,17517982,11117297,3
2023502,17655371,11117297,11
2023502,17720868,11117297,4
2023502,18224538,11117297,10
2023502,19448494,11117297,10
2023502,19505171,11117297,10
2023502,21076020,11117297,10
2023502,22344692,11117297,10
2024402,16161694,11117297,10
2024402,17554939,11117297,3
2024402,18028191,11117297,10
2024402,18205198,11117297,1
2024402,18380851,11117297,4
2024402,19160026,11117297,2
2024402,19178613,11117297,1
2024402,19196936,11117297,10
2024402,19259801,11117297,2
2024402,19299575,11117297,2
2024402,19301934,11117297,10
2024402,19355065,11117297,10
2024402,19360573,11117297,3
2024402,19402210,11117297,10
2024402,19757409,11117297,1
2024402,19760635,11117297,1
2024402,19829901,11117297,10
2024402,19973936,11117297,10
2024402,20212769,11117297,6
2024402,20278074,11117297,10
2024402,20291359,11117297,1
2024402,20440680,11117297,10
2024402,20795899,11117297,10
2024402,20810549,11117297,10
2024402,20946532,11117297,2
2024402,20969759,11117297,3
2024402,20989928,11117297,2
2024402,21048042,11117297,18
2024402,21108858,11117297,10
2024402,21136239,11117297,5
2024402,21207421,11117297,2
2024402,22769480,11117297,10
2024402,28082093,11117297,10
2024502,17463797,11117297,3
2024502,17591414,11117297,3
2024502,17664233,11117297,10
2024502,18190867,11117297,10
2024502,18233793,11117297,4
2024502,18315228,11117297,7
2024502,18345838,11117297,10
2024502,18386364,11117297,1
2024502,19424274,11117297,10
2024502,19575999,11117297,2
2024502,19632278,11117297,8
2024502,19718770,11117297,12
2024502,19721325,11117297,1
2024502,21998466,11117297,10
2024502,22208054,11117297,1
2024502,22443728,11117297,10
2024502,22451263,11117297,10
2024502,22464954,11117297,10
2024502,22538228,11117297,11
2024502,22539562,11117297,5
2024502,22555527,11117297,2
2024502,22653476,11117297,10
2024502,22653584,11117297,10
2024502,23127214,11117297,10
2024502,23171811,11117297,6
2024502,23211050,11117297,2
2024502,23245682,11117297,10
2024502,23350332,11117297,10
2024502,23353280,11117297,10
2024502,2985676,11117297,10
2024702,16325355,11117297,10
2024702,16379352,11117297,3
2024702,16489514,11117297,10
2024702,16489758,11117297,10
2024702,16532858,11117297,2
2024702,16590901,11117297,2
2024702,18472731,11117297,10
2024702,18476461,11117297,7
2024702,18479295,11117297,10
2024702,18562495,11117297,5
2024702,18609775,11117297,10
2024702,18629847,11117297,10
2024702,18633570,11117297,10
2024702,18661613,11117297,10
2024702,18667214,11117297,20
2024702,18760063,11117297,10
2024702,18841126,11117297,10
2024702,19678975,11117297,2
2024702,19707302,11117297,1
2024702,19752815,11117297,4
2024702,20007930,11117297,2
2024702,20538852,11117297,2
2024702,20611717,11117297,13
2024702,20634586,11117297,3
2024702,20766060,11117297,1
2024702,20788996,11117297,10
2024702,21392306,11117297,10
2024702,21395426,11117297,10
2024702,21408589,11117297,10
2025502,17299565,11117297,1
2025502,18033086,11117297,19
2025502,18040806,11117297,10
2025502,18053526,11117297,10
2025502,18160048,11117297,6
2025502,18213260,11117297,3
2025502,18220025,11117297,10
2025502,18241361,11117297,18
2025502,18269148,11117297,10
2025502,18322103,11117297,10
2025502,18374122,11117297,10
2025502,18497070,11117297,12
2025502,18548432,11117297,13
2025502,18556119,11117297,10
2025502,18560059,11117297,5
2025502,18576356,11117297,10
2025502,18745365,11117297,3
2025502,18775100,11117297,8
2025502,18777975,11117297,1
2025502,18844006,11117297,6
2025502,18932448,11117297,10
2025502,19293514,11117297,5
2025502,19296580,11117297,1
2025502,19523104,11117297,2
2025502,20821434,11117297,10
2025502,20827165,11117297,6
2025502,20971213,11117297,10
2025502,20972847,11117297,10
2025502,22071416,11117297,8
2025502,22090480,11117297,2
2025502,36084485,11117297,10
2026002,18975121,11117297,10
2026002,19013130,11117297,10
2026002,19047456,11117297,10
2026002,19068742,11117297,14
2026002,19084554,11117297,4
2026002,19477837,11117297,3
2026002,19480888,11117297,15
2026002,19490607,11117297,10
2026002,19710859,11117297,4
2026002,19738598,11117297,2
2026002,20222125,11117297,10
2026002,20274331,11117297,10
2026002,20302898,11117297,10
2026002,20325501,11117297,10
2026002,21849135,11117297,10
2026002,22166129,11117297,10
2026002,22278381,11117297,4
