user_id,task_cnt,task_group
81051060,21,16-21
18848640,21,16-21
72717696,21,16-21
69222379,21,16-21
36185782,21,16-21
15680473,21,16-21
43602643,21,16-21
9822342,21,16-21
81432331,21,16-21
23234823,21,16-21
37410335,21,16-21
30317976,21,16-21
23443183,21,16-21
51168586,21,16-21
203859006,21,16-21
6153382,21,16-21
58300155,21,16-21
41068488,21,16-21
26065276,21,16-21
5149995,21,16-21
41950582,21,16-21
216791107,21,16-21
43583032,21,16-21
218718809,21,16-21
22192060,21,16-21
76221677,21,16-21
37893030,21,16-21
32953563,21,16-21
9290862,21,16-21
35726314,21,16-21
44200952,21,16-21
86815328,21,16-21
74254750,21,16-21
214178820,21,16-21
87225515,21,16-21
87342909,21,16-21
3757917,21,16-21
33639865,21,16-21
82027861,21,16-21
211156562,21,16-21
13024883,21,16-21
73312472,21,16-21
212995238,21,16-21
52883896,21,16-21
11971813,21,16-21
5463773,21,16-21
45358779,21,16-21
218819964,21,16-21
21734281,21,16-21
5762299,21,16-21
46375448,21,16-21
31657676,21,16-21
215267265,21,16-21
46039930,21,16-21
206940270,21,16-21
220191333,21,16-21
12864971,21,16-21
31000708,21,16-21
42877819,21,16-21
62760268,21,16-21
41690592,21,16-21
22419687,21,16-21
78174244,21,16-21
13173590,21,16-21
20782164,21,16-21
220218253,21,16-21
24927860,21,16-21
29359142,21,16-21
85712476,21,16-21
61923917,21,16-21
45969120,21,16-21
11676856,21,16-21
4673585,21,16-21
29920530,21,16-21
27885315,21,16-21
48669632,21,16-21
1959339,21,16-21
11314333,21,16-21
30122349,21,16-21
73524149,21,16-21
24463643,21,16-21
47805561,21,16-21
22467927,21,16-21
213032191,21,16-21
33892884,21,16-21
79749396,21,16-21
26186173,21,16-21
203915986,21,16-21
21938529,21,16-21
12338056,21,16-21
39743987,21,16-21
57000930,21,16-21
9530254,21,16-21
23073998,21,16-21
214187226,21,16-21
35645679,21,16-21
5849885,21,16-21
14365010,21,16-21
33637936,21,16-21
62948653,21,16-21
58255081,21,16-21
4313060,21,16-21
220835530,21,16-21
21250520,21,16-21
51515919,21,16-21
202634537,21,16-21
10944915,21,16-21
58192850,21,16-21
45813632,21,16-21
213230005,21,16-21
16303419,21,16-21
45807993,21,16-21
73695992,21,16-21
28268584,21,16-21
212741565,21,16-21
20047446,21,16-21
14712628,21,16-21
5585274,21,16-21
72784091,21,16-21
56988622,21,16-21
75217526,21,16-21
20500685,21,16-21
218538225,21,16-21
37893946,21,16-21
38681797,21,16-21
5476550,21,16-21
213078289,21,16-21
202630870,21,16-21
201106002,21,16-21
217281761,21,16-21
78862619,21,16-21
81399800,21,16-21
20650999,21,16-21
38860134,21,16-21
86298849,21,16-21
121791767,21,16-21
3068897,21,16-21
23355414,21,16-21
43894949,21,16-21
48687364,21,16-21
6509221,21,16-21
121254847,21,16-21
84047874,21,16-21
15407568,21,16-21
220482627,21,16-21
202469041,21,16-21
40318178,21,16-21
18300587,21,16-21
82494461,21,16-21
56201192,21,16-21
39687811,21,16-21
87565542,21,16-21
19760635,21,16-21
4393479,21,16-21
57850127,21,16-21
27033736,21,16-21
211874208,21,16-21
203236673,21,16-21
12435033,21,16-21
219921103,21,16-21
9146798,21,16-21
212336594,21,16-21
19463893,21,16-21
44461452,21,16-21
78627009,21,16-21
42725901,21,16-21
27561734,21,16-21
46012307,21,16-21
12769452,21,16-21
40849881,21,16-21
20827165,21,16-21
20523163,21,16-21
38674825,21,16-21
41511291,21,16-21
28794020,21,16-21
56014189,21,16-21
24038647,21,16-21
19558096,21,16-21
81180448,21,16-21
55411106,21,16-21
45826788,21,16-21
20795899,21,16-21
28830236,21,16-21
7837058,21,16-21
22662301,21,16-21
201874513,21,16-21
11175297,21,16-21
219688657,21,16-21
62086647,21,16-21
78219425,21,16-21
30547132,21,16-21
22196808,21,16-21
83367918,21,16-21
5731213,21,16-21
55824189,21,16-21
41253478,21,16-21
10700152,21,16-21
20853228,21,16-21
3064435,21,16-21
54525546,21,16-21
57231844,21,16-21
61346659,21,16-21
13488403,21,16-21
202281866,21,16-21
7879896,21,16-21
24540830,21,16-21
18397030,21,16-21
3554112,21,16-21
67082816,21,16-21
9125892,21,16-21
220603859,21,16-21
7501032,21,16-21
49188341,21,16-21
37428602,21,16-21
43351980,21,16-21
61036709,21,16-21
12330101,21,16-21
32499713,21,16-21
212663492,21,16-21
48045407,21,16-21
64019260,21,16-21
17730425,21,16-21
54552840,21,16-21
6051690,21,16-21
45347755,21,16-21
25225293,21,16-21
21143559,21,16-21
206824732,21,16-21
51453763,21,16-21
36059439,21,16-21
85965423,21,16-21
214528370,21,16-21
87641637,21,16-21
34651563,21,16-21
86525819,21,16-21
28797880,21,16-21
123430746,21,16-21
12877378,21,16-21
56354487,21,16-21
204529217,21,16-21
18251690,21,16-21
31314408,21,16-21
23860792,21,16-21
120956657,21,16-21
121412293,21,16-21
209124097,21,16-21
63520700,21,16-21
20043066,21,16-21
75375031,21,16-21
12867770,21,16-21
48138134,21,16-21
76877665,21,16-21
120831177,21,16-21
201835515,21,16-21
51723531,21,16-21
64787777,21,16-21
37080379,21,16-21
18408822,21,16-21
6868129,21,16-21
37139980,21,16-21
24635931,21,16-21
52426631,21,16-21
8066229,21,16-21
76395205,21,16-21
23977682,21,16-21
215164277,21,16-21
79304128,21,16-21
21894454,21,16-21
22604017,21,16-21
35560551,21,16-21
87562453,21,16-21
86778802,21,16-21
1073511,21,16-21
85219672,21,16-21
215054161,21,16-21
19852865,21,16-21
36050308,21,16-21
202721668,21,16-21
205043592,21,16-21
13544057,21,16-21
215582568,21,16-21
23099724,21,16-21
47511388,21,16-21
9560633,21,16-21
81047571,21,16-21
213805611,21,16-21
21645239,21,16-21
85380056,21,16-21
5281751,21,16-21
39417139,21,16-21
87773907,21,16-21
80732288,21,16-21
40692234,21,16-21
123569508,21,16-21
42082573,21,16-21
121001046,21,16-21
10842770,21,16-21
219845571,21,16-21
24265128,21,16-21
18479295,21,16-21
19299035,21,16-21
218650976,21,16-21
33349142,21,16-21
21998466,21,16-21
81265438,21,16-21
4313324,21,16-21
28666974,21,16-21
70971660,21,16-21
86617310,21,16-21
8490429,21,16-21
85392126,21,16-21
52029772,21,16-21
22629551,21,16-21
13613636,21,16-21
13083476,21,16-21
34215583,21,16-21
80459514,21,16-21
13961856,21,16-21
15864445,21,16-21
23919274,21,16-21
214886913,21,16-21
217361107,21,16-21
88486321,21,16-21
20186371,21,16-21
24327351,21,16-21
213149047,21,16-21
6921102,21,16-21
44469201,21,16-21
22300968,21,16-21
77171310,21,16-21
9404937,21,16-21
8894865,21,16-21
5802697,21,16-21
72521065,21,16-21
212493653,21,16-21
47211455,21,16-21
201800786,21,16-21
82463829,21,16-21
220218615,21,16-21
214679593,21,16-21
16220098,21,16-21
216590197,21,16-21
47259568,21,16-21
49533763,21,16-21
37979975,21,16-21
16493174,21,16-21
11246565,21,16-21
56866766,21,16-21
17480610,21,16-21
3787878,21,16-21
46004215,21,16-21
200900631,21,16-21
11803499,21,16-21
33673124,21,16-21
35546969,21,16-21
35749819,21,16-21
38227253,21,16-21
217374841,21,16-21
69483719,21,16-21
17859761,21,16-21
203914278,21,16-21
204988776,21,16-21
33978759,21,16-21
45973286,21,16-21
81420159,21,16-21
60322978,21,16-21
169859,21,16-21
83783947,21,16-21
218215413,21,16-21
9437058,21,16-21
31388374,21,16-21
121407798,21,16-21
120827693,21,16-21
52764950,21,16-21
124012824,21,16-21
45554937,21,16-21
27633702,21,16-21
201058202,21,16-21
80154443,21,16-21
37551648,21,16-21
13830921,21,16-21
30991814,21,16-21
200209343,21,16-21
60572687,21,16-21
217114077,21,16-21
11930273,21,16-21
17275836,21,16-21
19479793,21,16-21
83299224,21,16-21
7947767,21,16-21
53568722,21,16-21
215075082,21,16-21
22047819,21,16-21
17799325,21,16-21
10597059,21,16-21
59176920,21,16-21
217022353,21,16-21
217341039,21,16-21
10221651,21,16-21
4328218,21,16-21
5396993,21,16-21
31064657,21,16-21
67316961,21,16-21
38749156,21,16-21
17700646,21,16-21
14465888,21,16-21
201565207,21,16-21
15188858,21,16-21
44399041,21,16-21
24422481,21,16-21
5926847,21,16-21
26475280,21,16-21
219670558,21,16-21
43931948,21,16-21
208782576,21,16-21
10547810,21,16-21
220433442,21,16-21
63523487,21,16-21
220692279,21,16-21
40304248,21,16-21
4351313,21,16-21
16511748,21,16-21
11077109,21,16-21
14626006,21,16-21
41703085,21,16-21
78248867,21,16-21
87080912,21,16-21
19871491,21,16-21
44439023,21,16-21
203615719,21,16-21
8673338,21,16-21
220212659,21,16-21
5374005,21,16-21
82992489,21,16-21
44198329,21,16-21
210267883,21,16-21
35602684,21,16-21
83242447,21,16-21
5257097,21,16-21
209523409,21,16-21
23294053,21,16-21
29754168,21,16-21
43435048,21,16-21
20169323,21,16-21
5642722,21,16-21
22876363,21,16-21
219277603,21,16-21
46847879,21,16-21
15293701,21,16-21
215922119,21,16-21
23097674,21,16-21
214602268,21,16-21
7182037,21,16-21
5619742,21,16-21
220310024,21,16-21
20085125,21,16-21
9062773,21,16-21
56389296,21,16-21
67077588,21,16-21
55972296,21,16-21
13654236,21,16-21
1683478,21,16-21
19196936,21,16-21
85124047,21,16-21
52598655,21,16-21
26102531,21,16-21
16639156,21,16-21
38717741,21,16-21
5670717,21,16-21
53950953,21,16-21
50366620,21,16-21
213928988,21,16-21
22804695,21,16-21
34847567,21,16-21
26309100,21,16-21
87064790,21,16-21
120645004,21,16-21
207121063,21,16-21
48322936,21,16-21
19934713,21,16-21
53812760,21,16-21
220766906,21,16-21
10878467,21,16-21
35100723,21,16-21
46372200,21,16-21
205351119,21,16-21
11129004,21,16-21
16500509,21,16-21
40612006,21,16-21
70530526,21,16-21
36009087,21,16-21
12328590,21,16-21
121144107,21,16-21
8890254,21,16-21
46707680,21,16-21
31081028,21,16-21
8102855,21,16-21
74603886,21,16-21
24101387,21,16-21
221271046,21,16-21
218786694,21,16-21
35561677,21,16-21
23109672,21,16-21
120964856,21,16-21
17523263,21,16-21
30930854,21,16-21
18489236,21,16-21
10765425,21,16-21
18047958,21,16-21
37340062,21,16-21
45533933,21,16-21
32480818,21,16-21
57123078,21,16-21
57914955,21,16-21
23485591,21,16-21
80817173,21,16-21
20483801,21,16-21
57988066,21,16-21
48767972,21,16-21
46446795,21,16-21
41121780,21,16-21
84641297,21,16-21
56998255,21,16-21
29181756,21,16-21
17116696,21,16-21
85008637,21,16-21
13488247,21,16-21
32366679,21,16-21
41172607,21,16-21
220026714,21,16-21
72933677,21,16-21
12073124,21,16-21
20745147,21,16-21
3829981,21,16-21
72410344,21,16-21
20122563,21,16-21
85062992,21,16-21
34168342,21,16-21
20316116,21,16-21
23814762,21,16-21
38246523,21,16-21
85737474,21,16-21
55210683,21,16-21
49504220,21,16-21
56116279,21,16-21
69144170,21,16-21
201242890,21,16-21
73746879,21,16-21
25866471,21,16-21
14482869,21,16-21
79824324,21,16-21
10882027,21,16-21
47904691,21,16-21
47543186,21,16-21
84957257,21,16-21
55092140,21,16-21
219894447,21,16-21
77866270,21,16-21
37837221,21,16-21
34138331,21,16-21
120275407,21,16-21
32622616,21,16-21
218957627,21,16-21
205183996,21,16-21
10300967,21,16-21
206296696,21,16-21
46050237,21,16-21
25145168,21,16-21
9749924,21,16-21
49241384,21,16-21
44132356,21,16-21
8523108,21,16-21
37327268,21,16-21
13030531,21,16-21
71650098,21,16-21
207820001,21,16-21
36043773,21,16-21
37935928,21,16-21
44481882,21,16-21
7192562,21,16-21
37263422,21,16-21
20665385,21,16-21
34293065,21,16-21
86313080,21,16-21
218760933,21,16-21
25825344,21,16-21
204884119,21,16-21
44806682,21,16-21
211839075,21,16-21
24790867,21,16-21
8744861,21,16-21
218151732,21,16-21
21200391,21,16-21
48892343,21,16-21
203026620,21,16-21
20074257,21,16-21
23616055,21,16-21
214160314,21,16-21
7830653,21,16-21
6018287,21,16-21
120906661,21,16-21
54298451,21,16-21
38667167,21,16-21
31186021,21,16-21
220974016,21,16-21
12829753,21,16-21
12431195,21,16-21
220578122,21,16-21
68156203,21,16-21
58780441,21,16-21
31369018,21,16-21
23905976,21,16-21
30793317,21,16-21
56079415,21,16-21
53977878,21,16-21
43388938,21,16-21
17879115,21,16-21
25139629,21,16-21
85983544,21,16-21
35549372,21,16-21
20483911,21,16-21
38057858,21,16-21
210391336,21,16-21
23316245,21,16-21
205749131,21,16-21
10312104,21,16-21
57760952,21,16-21
11969620,21,16-21
20435159,21,16-21
45268170,21,16-21
203244993,21,16-21
218112957,21,16-21
22801279,21,16-21
83254246,21,16-21
40612313,21,16-21
12751436,21,16-21
34127757,21,16-21
15972088,21,16-21
21065782,21,16-21
201981039,21,16-21
4558571,21,16-21
62900698,21,16-21
67871795,21,16-21
88587444,21,16-21
220838251,21,16-21
63704316,21,16-21
22211984,21,16-21
38454800,21,16-21
59766795,21,16-21
22015829,21,16-21
216245832,21,16-21
36054287,21,16-21
6627269,21,16-21
9480504,21,16-21
71259611,21,16-21
38186232,21,16-21
44510856,21,16-21
31755658,21,16-21
4874652,21,16-21
58683447,21,16-21
4173927,21,16-21
20977536,21,16-21
25596710,21,16-21
30366037,21,16-21
62240382,21,16-21
80703555,21,16-21
57155857,21,16-21
86202287,21,16-21
24830270,21,16-21
31558571,21,16-21
218672562,21,16-21
70477563,21,16-21
16780991,21,16-21
24625219,21,16-21
58560994,21,16-21
51324872,21,16-21
210273641,21,16-21
37537706,21,16-21
58137363,21,16-21
44228252,21,16-21
24720485,21,16-21
53235349,21,16-21
207033720,21,16-21
217707472,21,16-21
64771681,21,16-21
7162798,21,16-21
84064517,21,16-21
220577991,21,16-21
17675522,21,16-21
70687690,21,16-21
38251932,21,16-21
54675959,21,16-21
26453990,21,16-21
21686379,21,16-21
215583429,21,16-21
41036356,21,16-21
35701100,21,16-21
87297580,21,16-21
41005325,21,16-21
49447860,21,16-21
17266352,21,16-21
57045506,21,16-21
212339424,21,16-21
11004322,21,16-21
24622188,21,16-21
59978156,21,16-21
212425748,21,16-21
205172615,21,16-21
74704065,21,16-21
86059825,21,16-21
218306460,21,16-21
78163655,21,16-21
74219808,21,16-21
5830454,21,16-21
35797256,21,16-21
25443376,21,16-21
56610746,21,16-21
68231347,21,16-21
124071901,21,16-21
17664233,21,16-21
25719116,21,16-21
20717290,21,16-21
17791451,21,16-21
31461632,21,16-21
33078511,21,16-21
80115190,21,16-21
222538845,21,16-21
12664344,21,16-21
201389003,21,16-21
14019171,21,16-21
13075258,21,16-21
60955599,21,16-21
84935517,21,16-21
56138952,21,16-21
31184730,21,16-21
38279049,21,16-21
37966732,21,16-21
55808754,21,16-21
52207226,21,16-21
219499139,21,16-21
217585873,21,16-21
30304304,21,16-21
76033669,21,16-21
81582996,21,16-21
21165514,21,16-21
31446140,21,16-21
39959121,21,16-21
57525932,21,16-21
63187633,21,16-21
212466458,21,16-21
43195422,21,16-21
34362317,21,16-21
23568177,21,16-21
18643122,21,16-21
24436310,21,16-21
50376137,21,16-21
23081361,21,16-21
52172725,21,16-21
8183534,21,16-21
209874616,21,16-21
208809066,21,16-21
57936126,21,16-21
20557038,21,16-21
22000069,21,16-21
25764590,21,16-21
15315185,21,16-21
9484209,21,16-21
27412335,21,16-21
27749347,21,16-21
35518078,21,16-21
43780156,21,16-21
84901859,21,16-21
217183872,21,16-21
69252034,21,16-21
18436020,21,16-21
48889917,21,16-21
36503572,21,16-21
13129297,21,16-21
12193779,21,16-21
80156945,21,16-21
42878232,21,16-21
70818459,21,16-21
47172174,21,16-21
38102537,21,16-21
21807500,21,16-21
50799416,21,16-21
80763155,21,16-21
4842836,21,16-21
37253685,21,16-21
34120989,21,16-21
7498839,21,16-21
23256117,21,16-21
40264020,21,16-21
40762363,21,16-21
79845330,21,16-21
208802377,21,16-21
28604443,21,16-21
205453930,21,16-21
35640863,21,16-21
45524274,21,16-21
28311966,21,16-21
16836715,21,16-21
28290386,21,16-21
38804811,21,16-21
124169527,21,16-21
50347545,21,16-21
27393868,21,16-21
13735029,21,16-21
29133460,21,16-21
16496449,21,16-21
8763161,21,16-21
4835119,21,16-21
212400582,21,16-21
219214633,21,16-21
28487184,21,16-21
48242988,21,16-21
210547153,21,16-21
88325893,21,16-21
13361175,21,16-21
216167478,21,16-21
217635739,21,16-21
8195170,21,16-21
11376418,21,16-21
208909671,21,16-21
5426839,21,16-21
62293641,21,16-21
41440951,21,16-21
27633916,21,16-21
9854930,21,16-21
14674040,21,16-21
39727259,21,16-21
31510531,21,16-21
62906613,21,16-21
207413834,21,16-21
220869136,21,16-21
9627399,21,16-21
216692201,21,16-21
43489249,21,16-21
44456986,21,16-21
3795153,21,16-21
11787396,21,16-21
41238353,21,16-21
35563103,21,16-21
47654935,21,16-21
56433638,21,16-21
55554306,21,16-21
19915895,21,16-21
67075963,21,16-21
43365752,21,16-21
22522922,21,16-21
76020636,21,16-21
13746240,21,16-21
203125497,21,16-21
70766677,21,16-21
33160780,21,16-21
216143452,21,16-21
41846065,21,16-21
25473006,21,16-21
8880635,21,16-21
66761693,21,16-21
74554405,21,16-21
68355625,21,16-21
18102174,21,16-21
220622754,21,16-21
68322150,21,16-21
59966927,21,16-21
35967469,21,16-21
11125381,21,16-21
41679492,21,16-21
60820089,21,16-21
8316655,21,16-21
58611748,21,16-21
75169428,21,16-21
202978040,21,16-21
72708605,21,16-21
217926498,21,16-21
64773850,21,16-21
78180714,21,16-21
6214856,21,16-21
82525228,21,16-21
46384723,21,16-21
34519323,21,16-21
214239801,21,16-21
24396948,21,16-21
44926576,21,16-21
19437784,21,16-21
39855686,21,16-21
63752582,21,16-21
38749832,21,16-21
34413936,21,16-21
32174685,21,16-21
41146368,21,16-21
22071416,21,16-21
60064426,21,16-21
81396265,21,16-21
30828486,21,16-21
71538110,21,16-21
9692318,21,16-21
35729769,21,16-21
5608223,21,16-21
35933833,21,16-21
214521057,21,16-21
220619759,21,16-21
33967271,21,16-21
66492820,21,16-21
29442880,21,16-21
72280157,21,16-21
11095281,21,16-21
42708290,21,16-21
13396967,21,16-21
25881955,21,16-21
47207028,21,16-21
2126771,21,16-21
41787464,21,16-21
7750403,21,16-21
75894619,21,16-21
31730864,21,16-21
9375402,21,16-21
221740388,21,16-21
19433915,21,16-21
46612067,21,16-21
56031221,21,16-21
56593769,21,16-21
50726628,21,16-21
36860031,21,16-21
31050334,21,16-21
46419793,21,16-21
42524124,21,16-21
37621689,21,16-21
205514467,21,16-21
12484708,21,16-21
65916752,21,16-21
22041766,21,16-21
73079522,21,16-21
211534404,21,16-21
77901621,21,16-21
48353212,21,16-21
49591718,21,16-21
215317856,21,16-21
217806127,21,16-21
37734555,21,16-21
63712383,21,16-21
57323078,21,16-21
46132662,21,16-21
23053094,21,16-21
32619566,21,16-21
213565245,21,16-21
15005188,21,16-21
57809091,21,16-21
31333360,21,16-21
7278653,21,16-21
223356015,21,16-21
2762768,21,16-21
81276213,21,16-21
213754573,21,16-21
13197341,21,16-21
5141616,21,16-21
60912800,21,16-21
48078055,21,16-21
210614478,21,16-21
219151113,21,16-21
41338112,21,16-21
79339453,21,16-21
57397912,21,16-21
13786919,21,16-21
26912227,21,16-21
79406230,21,16-21
47611841,21,16-21
212447731,21,16-21
6582623,21,16-21
8849464,21,16-21
87266452,21,16-21
205349350,21,16-21
17669015,21,16-21
7367335,21,16-21
7541238,21,16-21
80050101,21,16-21
47282630,21,16-21
5885009,21,16-21
