user_id,max_activity_score
123262597,42500
12338827,10500
123430746,117500
12346315,14750
12351190,20000
12358392,2750
124010515,26250
124021471,3250
124087297,1250
12411428,3250
124187554,1500
124194698,8500
12422802,3500
12427917,5000
12442563,1500
12475358,3250
12505472,13750
12541847,1250
12553506,4750
12572516,750
12624823,5500
12652836,9250
12654116,31750
12678186,2250
12729676,1250
12735607,48500
12766621,2750
12769452,3500
12815044,750
12825371,17000
12825686,4250
12826948,21000
12829753,1750
12835712,40750
12859946,1250
12864971,89000
12876695,53000
12877378,2750
12913293,1250
12925622,73250
12991259,2500
13000236,2000
13014173,22250
13024883,5250
13027586,60250
13029462,500
13044045,1250
13054661,39000
13063004,1750
13074595,48500
13083476,46250
13107662,12250
13167307,3000
13173406,29000
13173590,182000
13186631,15000
13197341,11750
13206072,500
13260793,19500
13270858,11250
13325040,10500
13368196,1500
13392318,20250
13433910,13250
13456586,11750
13495243,5500
13563784,1250
13571791,21000
13591854,30750
13600351,25750
13610775,83250
13654236,750
13675287,750
13773701,7250
13825105,4000
13841768,25500
13844199,2750
13868623,1000
13887176,1000
13914487,3250
13918668,151500
13921898,1500
13925524,1250
13958114,6250
13961856,1750
13963477,18750
13968245,3750
13970300,1250
14038457,15500
14043161,9500
14050437,26750
14077471,3750
14155556,750
14183397,7000
14194203,5500
14200313,3000
14206364,5750
14251834,3750
14271010,2000
14286014,4250
14302591,13000
14331003,11000
14347467,750
14358374,87250
14408898,2750
14412311,16750
14420529,1500
14427471,500
14463633,750
14465888,1250
14472524,3250
14473695,13750
14482869,8000
14505095,1250
14533057,2250
14536666,2000
14543579,500
14568516,30000
14587758,1750
14597583,16750
14613975,2250
14656986,3250
14674040,11250
14676876,1000
14678074,3750
14689811,13250
14712628,10000
14715919,10000
14723698,6250
14735155,9500
14782560,500
14808266,220500
14817824,16500
14884462,29250
14915437,228250
14955578,11250
14975520,10250
14983329,38500
15059308,18250
15138155,3750
15175281,1250
15227841,750
15232189,750
15261025,17000
15302646,2750
15364202,5250
15407568,6750
15433271,8750
15545255,3000
15581198,13500
15596902,27500
15655945,4500
15680789,3250
15692128,50750
15772239,1250
15807142,35500
15826878,2000
15831967,1500
15854387,5750
15871282,3250
15891484,10500
15931141,1250
16045691,7250
16152700,3250
16161694,2250
16175946,1250
16181251,750
16182800,68250
16219476,750
16237920,7000
16240620,500
16251092,5750
16303419,506250
16314041,10000
16319032,22750
16325355,33000
16371371,31000
16378851,8750
16416277,7500
16463738,2750
16473350,500
16489514,3000
16489758,750
16620082,10500
16693199,1250
16730711,5000
16732755,1250
16793905,1250
16836715,24500
16849761,30500
16882752,2750
16927603,750
16933530,5750
169859,1750
17117552,1250
17117894,42750
17130538,1250
17137448,2500
17164867,6250
17171480,29250
17172657,8000
17232556,69250
17244161,18250
17253955,8750
17275836,1750
17280831,10500
17376430,750
17393087,38000
17399014,3750
17412891,12000
17413986,1750
17480610,1000
17487612,4500
17502142,3250
17516544,3000
17523263,750
17524973,2000
17542140,1500
17543725,28750
17554939,276500
17576281,18750
17630119,1500
17641709,2750
17649139,14500
17655371,750
17673321,1250
17676293,5000
17679868,1250
17718146,2750
17730425,21750
17740321,2250
17750860,1500
17752433,79250
17757619,31000
17765159,1750
17777878,750
17784766,750
17801912,562000
17813825,1000
17829930,500
17835128,1250
17915838,6750
17920625,55500
17937235,22750
17976621,2500
17980492,1500
17993860,1000
18047958,26500
18053526,5250
18073657,3500
18073874,2250
18102174,1750
18118245,9250
18131953,3000
18152901,3250
18153003,7500
18160909,1750
18163099,62750
18172938,4500
18209125,500
18213260,2500
18220025,5000
18224538,2750
18269148,10500
18286041,10000
18300587,1250
18322103,19000
18369515,500
18371781,1750
18374122,5250
18378164,1250
18392776,4250
18397030,12500
18427178,5750
18436020,14500
18476461,11500
18479295,2500
18505979,5250
18526363,1250
18528711,146500
18548432,7750
18556119,3500
18565021,750
18576356,750
18609775,63500
18643122,3000
18650357,14500
18661613,31500
18673004,2500
18703214,261250
18765419,750
18784417,19750
18794820,3000
18803344,4250
18825927,750
18826233,10000
18841126,131500
18850909,500
18899269,1750
18935255,6250
18957140,11500
19005457,29500
19013130,13750
19024469,44000
19068760,23000
19157297,1250
19189309,5250
19200650,500
19254018,7500
19280460,44500
19281885,500
19308506,72500
19316296,3000
19335482,500
19404305,32750
19424274,26250
19437784,8750
19448494,52500
19463693,3000
19490607,3000
19505171,19750
19535546,132000
19571076,1750
19572786,8500
19594242,29500
19619348,11750
19650940,110500
19678975,1250
19682301,34500
19707302,1250
19751733,81500
19783856,3000
19791705,750
19814937,2250
19846321,15000
19893734,144500
19910963,750
19928862,125250
19943798,90250
19958736,1250
19970226,55000
19981811,320750
19987206,46750
19997674,1250
200011570,50000
200058189,4250
200117375,66000
200190855,4000
200209343,12500
200265868,1250
200308757,51000
200329883,2500
200339224,500
200379258,500
20047446,3500
200477543,24250
200489037,3750
200542119,500
200554283,2500
200668651,7500
200690715,4250
200710220,1250
20074257,108500
200914659,23000
20097877,12750
200981160,1500
201058202,1500
201242890,1500
201314175,1000
201518206,5750
201541869,33250
201643415,2500
20170879,1000
201729274,1750
201800092,1250
201800786,1750
201850946,26250
201877093,500
20197508,17250
201981039,7750
201989156,1250
202018922,3750
202022655,3750
202108687,24500
202176747,154500
202183265,4250
20222125,18500
20223159,13500
202537662,250
20264092,1000
202649022,15750
20273346,4250
20276079,5500
202863679,178000
202936038,500
202943605,259000
202946472,750
20295638,500
203026620,2500
203027084,500
20302734,1000
20302898,35750
20322307,8750
203236673,42750
203288965,8500
20344682,4750
203470901,4250
203475582,17750
20349477,55000
20353082,250
203534233,750
203615719,7250
203724727,96750
203738169,6250
203778962,20000
203820093,2250
203836127,750
203961613,21750
204030055,1250
204151948,1250
20432920,2500
20435159,7500
204450309,1250
204558388,500
204566354,2500
204616793,1250
20461740,44000
204625789,1250
204670965,1250
204674933,750
204704372,2500
204724419,14750
204788856,5000
20483911,56750
204903614,54000
204988776,2500
20500685,2500
205025785,500
205043592,10000
205065731,6250
205159799,12500
205162694,13250
205172615,8250
205211705,68750
205214941,3250
20522629,4250
205230676,10000
20523163,11250
20523616,6250
20528101,6250
20540315,2000
205432540,12750
205453930,22500
20555835,7000
205749131,5000
205775862,2250
20579297,6750
20592139,1250
206050535,102500
206076203,500
206123773,3000
206129955,7000
206190188,13250
206316838,1250
206367179,750
20647079,4750
20654115,1250
206560762,1250
206639899,7500
20665385,23250
206659964,5500
20678857,8250
206790110,3250
206802275,9000
206872234,9250
207050052,2000
207180683,14000
20725462,1750
20746522,19250
207477871,5750
207487912,8500
20756643,750
207725723,6250
207769319,750
20782880,8750
207939651,10250
20795899,103500
207982806,15000
20798814,161750
208034260,21000
208058345,30500
20810549,500
208175239,1250
208176987,8000
208392743,34000
208422349,9750
208463029,500
20846516,11250
208469798,750
208530179,9000
20871336,5250
20872105,8000
208753271,3750
208769033,135500
208802377,1250
208809161,60250
208836914,7500
208909340,20250
208909671,2500
208910409,6500
20897667,500
208990725,4000
209084004,1500
209131868,5000
20922229,10750
209276684,750
20934080,5000
209345537,130000
209364258,1000
209432631,4500
209507454,1750
209520756,6750
209523409,5000
209538568,10000
20971213,19250
209767329,500
20977666,1750
20979216,76000
209898851,202250
209900380,40000
209950785,5000
209989850,4250
210173120,4750
21026765,2500
210267883,1250
210290432,57500
210305670,1250
210370222,135750
210378673,212750
210391336,3750
210472662,9750
210493181,27000
210534077,1250
210542044,3000
210552037,8000
210640850,12250
210646194,1500
21065782,6750
210694727,1250
21071657,1000
210759859,500
21076020,5500
210820629,1250
21084471,1750
210968726,750
210993055,36000
211028627,50000
21103359,10000
211039530,3000
211047661,1500
21105885,91750
21108858,2250
21112145,36250
211179594,2500
211362929,10750
211375285,22000
211386225,750
211423534,235000
211424840,13250
21143559,5250
211456327,19250
21151294,103250
211534404,1250
211641491,2750
21165514,15000
21167199,2000
211691265,500
211737820,12250
211839075,29250
21185947,24750
211904728,67000
211959869,7250
211987432,5500
211992690,5250
21202504,2000
212033613,43750
212090192,13500
21210005,4250
212160495,750
212231825,72000
212325782,71750
212331358,750
21234643,1250
212400606,750
212412097,389250
212412881,1250
212429295,10250
212430974,1750
21251318,2750
21256242,750
21261285,1250
21265711,6500
212667590,27500
2126771,13000
212692533,750
21271458,3000
212734130,750
21278284,7250
212835938,1250
212870441,19250
212873640,1250
212914207,14250
21297005,1250
213051120,2500
213056175,63250
213075067,12500
213078289,76750
213136034,7500
213149047,167250
21316942,54250
213220365,750
213270020,2500
21327228,7500
213353501,500
213358405,2000
21336780,11500
213378898,70750
213382998,1250
213432644,1250
213435195,3750
213445284,6750
213540253,1250
213563739,1250
213565997,1250
213572576,1750
213637787,10000
21365299,10000
21369105,78000
213699007,65500
213710005,1250
213754573,2750
213759320,15750
213767832,750
213785383,221000
213805611,2500
213819643,10000
21386490,1750
213910555,500
213916647,2500
213925586,3000
213939832,750
21394289,123750
214023255,500
214058163,17000
214062127,1250
214070581,5000
214186846,34750
214227885,13250
214235447,1250
214248959,6000
21431723,13750
214371629,6000
214374999,2500
21447831,1250
21450330,422000
214517311,35250
21454305,750
214551391,6500
214558965,11000
21456920,1250
214651537,2000
214679593,157000
214704422,49000
214878948,750
214951138,5750
214951169,6500
215003922,4500
215010796,1000
215054161,50750
215060510,500
215138686,33000
21513924,1000
215164277,10250
215212281,68250
215267265,100000
215330313,500
215357737,3250
215360638,560000
215385860,1250
215463772,2000
215484834,2750
215514198,53000
215520292,953250
215607921,750
215657704,3000
215712733,6250
21572052,1250
215837725,12500
215897538,2500
215920576,12500
216035003,5750
216042657,2000
216108776,23500
216115339,6250
216143452,7250
216150391,8500
21616498,3000
216198135,762250
216244817,3000
216275248,7750
216304262,750
21635172,44750
21638844,2500
216526998,2500
216595247,50000
216596435,2500
216603745,500
216624597,1000
216655352,1250
21668362,250
216708511,15250
216868904,250
216875915,500
21687789,21000
216890805,96750
216929603,2250
217002839,750
217010935,70250
217022353,12500
217031348,2500
217044516,250
217075905,4250
217110616,2000
217112492,3250
217248309,2000
217315197,15000
217371926,35500
217374841,1000
217393365,12500
217397009,32750
217403862,4750
217404584,3000
217440421,28000
217441346,14750
217463998,1000
217551079,1750
217575389,9250
217585873,19500
217587434,3750
217594763,750
217694694,1250
217702510,3750
217727658,4500
217737747,20000
217749218,346500
21775125,1250
217800287,8000
217809782,1250
217815810,500
217914972,500
217941963,11000
217944405,60000
217947367,1750
217972701,72750
218027547,4250
218101067,500
218112957,8250
218114833,750
218151732,23750
218155358,84750
21815762,25000
21816677,5000
218215413,7250
218233542,750
218305608,750
218306460,750
218309488,1250
218380982,10000
218449960,283500
218466173,750
218473333,1750
21852487,500
218556604,1250
218605508,47750
21862744,1000
218645501,1500
218649506,124750
218655117,55250
218663044,500
218666368,10750
218733227,7250
218753804,21250
218760933,6250
218780708,37500
218786694,2750
218807939,1500
218819964,1500
21889185,2000
218895089,1000
218896357,10250
218955263,5000
218972480,750
21900082,54500
219012183,352500
219023667,64500
219075914,1000
219119828,5000
21913740,11500
219153317,2500
219214633,1750
21929774,1250
219338244,1250
219378732,11500
219499139,50000
219532519,7500
219535131,108000
219571788,2500
219604507,1250
219626763,4250
219703965,1750
219756318,250
21980924,750
219871047,2500
219873303,23750
21987936,5250
219915914,62250
219925681,10750
21998466,2500
220029775,1250
220077315,20750
22009185,13000
220111228,750
220135886,1250
22015829,4250
220167650,1250
220191333,13000
220200305,10250
220218253,13750
220229244,1250
22023288,120750
220247202,3000
220259597,8750
220274143,2750
220310024,9750
220316020,4250
220339628,3000
22035202,32000
220365014,50250
220379392,2750
220401571,2500
220436295,16500
220519286,401000
220538178,127750
220553191,59000
220577991,5000
220615076,2500
220619734,10750
220643391,33250
220654088,750
220673118,2000
220686146,1250
220693634,500
220706783,500
220722610,1250
220762657,1750
220791321,1500
220792592,3750
220800523,3000
220823646,5000
220838251,6250
220872151,750
220890124,22000
220947645,7500
220953270,6000
220967654,4250
220980408,33000
220990771,24000
220995494,1250
221031529,117000
22104347,6000
221050867,11750
221063751,274000
221076152,15500
221086305,13250
221097796,16750
221148118,5000
221180243,1500
221208336,9000
22121223,500
221212835,2500
221212899,4000
221222856,2250
221241156,500
221275099,750
221275817,500
221282881,31750
221286341,1250
221333070,6250
221396965,15750
221407074,1000
221448507,500
221457741,38250
221460680,500
221471521,750
221544420,22000
221551968,750
221552650,500
221554292,4250
22157814,2250
22159744,2000
221617248,62000
221629756,6250
221632231,89750
221642194,7250
221653851,90000
22165551,24000
221656683,4500
22166129,16750
221684466,1250
221692934,1250
221702656,1250
221704273,257250
221708307,543750
221719886,1750
221720574,2000
221753741,750
221758789,7500
221760780,9500
22179502,202500
221801102,500
221806958,500
221808262,1250
221827922,5000
22184453,5750
221945906,750
22196808,53000
221980795,2500
222014473,4750
222027365,16500
222040381,5000
222058909,15000
222104553,4250
222104668,500
222105762,3750
222132816,520500
222140028,5750
222145240,7500
222167925,1250
222348054,2250
222392239,6250
222402619,750
222452520,3250
22245308,11000
22277591,2750
222984642,500
223356015,15000
223432811,1750
22344692,6750
22365561,21250
22394827,8750
22404509,6250
22435751,17500
22438308,204250
22443728,6250
22464954,6250
22490146,3750
22568975,7000
22583390,1250
22586311,500
22627293,68000
22662301,1000
22728403,6500
22731494,192500
22761036,13750
22766854,5000
22784632,9500
22825186,6750
22842598,8000
22873602,10750
22890308,1250
22901682,38000
22911908,1250
22917097,1750
22917348,12000
22920545,9500
22973435,10250
22979091,30750
22984581,500
23033741,1250
23051777,8000
23053094,3000
23071902,9250
23081661,750
23084111,41250
23089718,9750
23090067,750
23090509,1250
23097674,8000
23109672,19000
23110191,1250
23125917,52250
23127774,63750
23147892,1250
23170026,5000
23195316,7250
23234823,25500
23245682,12500
23262771,8750
23267449,16250
23282931,93750
23283042,3750
23317291,1250
23319282,25000
23335917,4250
23336157,11500
23364999,2000
23373799,1500
23406002,3750
23422183,500
23429259,10250
23464778,5000
23478091,16750
23485591,5750
23496754,6000
23514344,2000
23514668,27000
23520972,10750
23520982,196250
23533722,5500
23548013,20250
23558709,9250
23563391,64000
23575658,3000
23599062,6000
23604951,9750
23606133,17250
23659532,301500
23675475,9250
23702288,500
23709193,31750
23716838,500
23748897,750
23750958,11250
23809498,29000
23814762,1250
23829638,392500
23831448,500
23839143,3250
23844493,750
23845085,1250
23858236,34250
23860044,2750
23860792,5000
23865614,219500
23883878,1250
23918891,2500
23936089,8500
23936740,8000
23969698,28250
23977682,2000
23980023,22250
23984226,127500
24006343,4000
24011330,12500
24022697,15750
24024102,1250
24050206,500
24064804,12750
24092215,5000
24101387,1250
24122427,6000
24168705,10000
24182873,750
24187791,5000
24190449,50500
24196485,325000
24226683,2500
24265128,25250
24346933,252500
24428746,30000
24477723,500
24488368,6250
24498317,1250
24505327,35500
24507103,5500
24512843,12000
24524264,13750
24542609,19000
24608076,306000
24615521,750
24622188,1000
24630904,750
24647209,500
24654437,750
24712631,5750
24715327,1250
24775326,15500
24778525,8750
24782182,1000
24783782,2500
24788841,4250
24789401,54750
24836888,21750
24842525,58250
24850429,1250
24910137,750
24927860,1750
24952300,368750
24973330,7500
24993885,2750
25054780,2000
25124543,10750
25154055,1250
25164663,5250
25173885,7500
25217076,3750
25225869,165000
25246222,27500
25301071,750
25305018,8500
25329982,7250
25331504,3250
25378998,3000
25401318,23000
25443376,500
25445669,5000
25451801,2000
25463519,1250
25491019,10500
25566753,93000
25577825,11500
25586226,5000
25596710,7500
25599199,5250
25599201,3000
25602497,10000
25606452,8000
25685507,7000
25703931,1250
25786428,2500
25790228,30750
25799691,3250
25825344,1000
25882392,1250
25905112,11250
2593395,57500
26061172,2500
26064291,15250
26064970,500
26067089,250
26068370,5250
26072040,2250
26102531,26500
26186173,1250
26221295,3750
26299144,13250
26328561,750
26356389,750
26391637,6000
26402861,6750
26414205,11000
26422876,6750
26453322,171250
26480103,27500
26517196,250
26533211,12500
266079,1250
26898124,8000
26901127,1000
26903208,1250
26912227,34750
27012495,5500
27054944,750
27125995,6750
27138261,4500
27176060,3750
27214385,1500
27222556,5250
27230447,56250
27234163,8250
27236554,3000
27242129,32750
27245154,10750
27322019,1250
27365152,73500
27383301,13000
27608534,28750
27610334,4250
2762768,5750
27633916,9000
27652679,195500
27666471,750
27777369,16000
27779041,750
27801143,71500
27820337,13750
27837911,10250
27849954,14750
27853630,22250
2787512,2500
27896784,750
27906938,17750
27933286,500
2796424,11500
27997818,750
28004092,8750
28005085,4500
28013226,19500
2802036,33250
28076307,36750
28110713,4250
28117708,7250
28165463,2500
28187299,18500
28268584,109750
28300501,8250
28348337,3500
2845298,500
28464765,13750
28487184,1250
28494826,11000
28495709,4250
28497456,12250
28501715,23250
28505678,6000
28532337,4250
28604443,9750
2860623,22000
2861503,6500
28666974,5500
28689185,5500
28707236,7500
28724757,1500
28800847,6250
28806186,750
28813183,500
28877038,166500
28887939,39500
28916716,4250
28975648,9000
28976721,1000
28978706,250
28999896,1250
29014052,1750
29035701,16500
29043898,1250
29055040,61750
29078363,11750
29126810,7000
29144219,2250
29208070,7250
29217055,1250
29222591,18750
29241979,7250
29313718,6500
29339355,6250
29342093,12250
29372171,1250
29383156,8500
29383833,183250
29391992,750
29422084,1250
29526345,2750
29605497,750
2968081,26250
29717971,100750
2982116,5250
298627,1250
29905441,1250
299630,28000
29972957,30000
30015944,2000
30122349,24000
30187813,25000
30219879,26500
30237712,7000
30243105,44500
30299431,5500
30317976,7000
30344310,12500
30346256,500
30366037,4500
30391463,2000
30429272,24000
30434658,34250
30436104,20250
3049723,20000
30533528,8750
30599224,31500
30617128,2750
30683576,4250
30706140,1250
30715919,4250
30790730,2500
30793317,1750
30854386,32250
30861996,4250
30928027,1000
30991814,6250
31007578,2000
31008190,11750
31035453,7250
31050334,2500
31064657,9750
31089534,6250
31090282,5500
31183351,10000
31184730,9500
31184887,6500
31186021,750
31221518,2250
31230922,30500
31261645,1750
31314408,1750
31318798,30250
31331145,6500
31332493,1750
31333360,1000
31351199,5000
31351467,1750
31351678,1750
31369018,51500
31383030,750
31419709,750
31510531,5000
31558571,1750
31564145,2500
31568183,1250
31649991,11500
31692115,178000
31708742,1750
31770614,53500
31776438,4250
31777366,8000
31782067,2500
3182561,6500
31857845,1250
31880617,1250
31891906,7000
31909492,2000
31922964,750
31952856,83000
31996079,2750
31997232,9250
32040060,4750
32101526,90750
32116408,17500
32144540,17500
32174685,10000
321792,15000
32222243,1000
32223000,500
32235580,6250
32243542,14750
32281739,51000
32297253,2000
32307499,2250
32353236,1750
32366679,34000
32377577,96500
32389590,3750
32405736,12750
32420804,750
32424726,500
32510624,750
32568814,11000
32624088,205250
3263276,1250
3264384,500
32756565,750
32764581,37000
3279909,500
32831921,1250
32944538,2500
32989802,1250
33022488,58250
33024369,7500
33031473,26250
33046876,6500
33103912,103250
33106004,1250
33106717,1250
33160780,63750
33165300,6750
33198793,11500
33209656,2500
33213476,1500
33226466,4750
33250111,2000
33318443,62250
33349142,3750
33372137,19500
33400334,3250
33419006,500
33449318,10000
3350460,3000
33522320,33500
33620070,1000
33621592,5250
33641525,23500
33645666,3500
33648452,8500
33780882,11250
33787800,1250
33800425,1250
33811702,1750
33827653,1000
33828422,1750
33892884,26250
33904862,14000
3393056,5750
33934353,17250
33967271,22500
33969317,1250
33985712,8000
34031723,1250
34038613,5750
34047313,26750
34063117,5500
34108816,1750
34128288,84500
34144469,500
34153959,750
34183067,3250
34186970,1250
34202504,5000
34209821,12750
34210976,39000
34215583,14500
34267238,1750
3432326,500
34354309,750
34354985,500
34383938,1500
34425961,2250
34454360,3750
3448965,11750
34512599,74000
34519323,10500
34574446,10000
34586941,750
34592975,15750
34596789,4250
34597191,26500
34636197,15500
34673926,4000
34683790,1750
34700327,17500
34701399,1000
34744928,6250
3475074,29500
34756304,500
34785160,2250
34801646,4250
34804511,11000
34824025,2500
34836488,1000
34839533,67750
34840972,4250
34871036,16750
34880338,500
34988879,1250
35027189,14750
35053531,1250
35066724,4250
35164602,10000
35213391,135250
35216582,482500
3523061,1500
35237359,1750
35319634,5750
35429297,5000
35441618,6750
35460831,1250
35466278,500
35477907,3750
35489375,2250
35494962,40250
35549372,12750
35560551,74250
35602684,5500
35611031,16000
35614624,6000
35627759,379000
35644778,18500
35680598,3000
35701100,500
35726314,5500
35749819,133500
35756946,28250
35833980,5500
35847621,10000
35875544,102250
35911528,12250
35936585,64000
35945548,1000
35959454,1250
35967469,20000
35971941,2000
35991011,1250
36016004,2750
3614397,25500
36187254,1250
36196641,5000
36212068,14750
36213003,1000
36252064,16500
36259084,40500
36380670,108500
36422175,8000
36463200,6250
36486502,1000
36486833,1750
36570673,20750
36607525,3250
3665601,3750
36663653,24500
36682916,13750
36717689,2000
3672535,1250
36779265,2500
36823788,59750
3684822,1000
36902180,750
36923387,2750
36923868,6250
36997583,6750
37035162,17750
37108064,7500
37121721,71750
37139980,57750
37189731,3000
37240742,50000
37250473,61750
37272649,5750
37274851,13750
37279442,48750
37311632,161250
3731378,6500
37314067,750
37323950,5500
37327268,10250
37327446,1250
37365880,1250
37399438,1250
37401020,2000
37418336,16750
37428602,9750
37569323,12750
37597387,9000
37598708,41750
37602413,1750
37605341,2000
37621689,2250
37647599,6250
37693967,23500
37743962,1000
37744135,146250
37753594,2000
37763010,1750
37774016,1750
37781144,6250
37784995,2500
37786566,3000
37793092,2500
37797758,11250
3781116,24250
37813806,5000
37822837,750
37841036,500
37864112,500
3787878,1500
37891839,1250
37893030,500
37893946,1250
37925278,25500
37927697,2000
37962654,4500
37966732,750
37969293,1250
37973357,500
37977700,26500
37979299,3750
37979975,6500
38007973,21750
38012646,5500
38038159,750
38095618,197000
38096868,9500
38118982,15500
38124220,13500
38138221,22500
38172050,2750
38175036,750
38209281,1250
38218922,8500
38251883,2750
38257905,31750
38275817,750
3829981,3000
38316021,20000
38316800,750
38318884,114250
38339905,6500
3835444,55250
38378243,1000
38384328,10500
38400582,750
38405690,3250
38411319,1250
38434189,30500
38474131,31500
38478123,14250
38489121,23500
38498520,2500
38499471,18250
38510184,12250
38521147,1750
38529615,500
38531959,17750
3857981,750
38598166,3250
38613945,10000
38623963,5000
38626648,13500
38660127,11250
38664324,8000
3866978,2250
38681797,8250
38696781,2750
38704798,17000
38715493,2000
38719209,23750
3871956,500
38731446,2000
38733101,8500
38743885,5000
38746584,2000
38749156,287250
38749832,4750
38752325,77750
38799173,5000
38804811,52000
38814641,15000
38841126,1500
38860134,53000
38893932,750
38907672,6250
38934000,61750
38958463,26250
39012058,86000
39090702,35000
3915443,1000
39206795,750
39230615,3750
39274613,500
39279586,21000
39290153,2250
39338581,40250
3935101,8500
39358391,2500
39362800,2750
39364302,3000
39378218,238000
39399666,14000
39412888,56750
39479328,500
39479820,29250
39498266,16500
39512726,20500
39522762,15750
39529067,10750
3956815,24000
39585978,1750
39589996,21000
39670632,28750
39713787,5000
39750047,7250
3977558,45000
3988120,8250
39893734,750
39915321,750
39932039,2000
3993456,2000
39951938,10750
39959121,500
39977184,750
39996424,7500
40010963,6250
40014206,2500
4002323,1250
40025549,1000
4003043,500
40033040,1000
40169638,30500
40209592,11750
40247006,30500
40248507,114500
40264020,9750
40301275,4250
40303794,129250
40318178,3750
40335623,1250
40337141,6250
40406475,22500
40420894,35000
40442093,2000
40448845,750
40506099,5750
40514320,14500
40554584,14750
40560523,4500
40572960,2500
40606596,15250
40612313,1250
40648044,40000
40671256,37500
40700927,5000
40704474,4500
40712395,1250
40761300,16750
40849881,1250
40858135,1250
40871687,5000
40889719,12500
40911248,1250
40911485,12500
40928158,6250
40934163,28000
40949186,1250
40982834,1250
41005325,5250
41038376,500
41063086,750
41164302,6000
41172397,13750
41190481,68000
41230742,250
41235708,1000
41238353,1250
41248658,500
41277126,2000
41286998,500
41290002,750
41324398,30750
41338112,3500
413420,9750
41352787,4500
41360860,3500
4136448,18250
41392128,4500
41418783,500
41440335,8000
41460338,6750
41483782,750
41511291,750
41551796,750
41618935,6250
41656431,250
41679492,6000
41703085,8000
41763069,104250
41769314,2250
41785617,2250
41790442,5000
41790996,12500
41805796,54500
41821861,165250
41861120,500
41870761,9500
41884475,1500
41910339,58500
41974219,500
4200722,82500
4203584,1500
42061678,5250
42080759,1750
42129982,17500
42210633,1250
42219162,500
42219379,35500
42220700,4500
42235454,1250
42240810,19750
42280415,37500
42321634,433000
42332909,4000
42333240,5000
42335801,3750
42367164,6750
4239086,14750
42458479,750
42481373,2500
42524124,6250
42561838,770750
42670439,4250
42704816,65500
42723630,10000
42724579,5750
42730200,500
42730586,500
42741837,1750
42743959,122250
42746753,29750
42760453,6000
42789928,2250
42817421,25250
42878232,5000
42964744,34250
43047174,610500
4304786,3750
43057966,12500
43060407,181500
43088739,500
43103830,8750
43125806,5000
4313324,10250
43142161,48750
43207454,27000
43214956,7000
43351980,50250
43352967,86500
43365752,5000
43368388,6500
43393419,1250
43400226,500
43416425,4500
43432235,8250
43435048,4250
43454092,2000
43489249,1750
43498224,5500
43519884,1250
43563023,11000
43582178,46500
43589700,181000
43617762,2500
43634643,1250
43656083,20750
43662548,51750
43694202,250
43744370,1250
43767528,2500
43780156,10500
43785598,19250
43788487,33750
43801027,3750
43822209,11250
43824581,2250
43889342,750
43894949,7000
43919914,4500
43931948,6250
4393479,4000
43953490,14000
43959427,37000
43959526,1250
43964728,500
43973432,6250
43996202,5500
44004275,9000
44016445,11250
4405013,1750
44062861,54500
44132356,13250
44136419,284000
44147935,16750
44190365,4500
44200952,750
44228252,21000
44242103,250
44249302,500
44255724,5250
44263053,26000
44276695,114250
44307099,8750
44313908,13250
44352554,2250
44361334,7250
44395523,1250
4442310,44000
44448008,2500
44461599,14750
44473358,2500
