服务器ID,玩家ID,事件次数
2021108,37279442,96
2021108,37781144,96
2020608,4980186,93
2020108,32281739,93
2020808,79782981,91
2021008,218733227,90
2020408,21271458,89
2020708,13186631,89
2021208,13540193,89
2020808,81093831,87
2020808,80653261,86
2020408,23033741,86
2020808,80263555,85
2020708,23973385,85
2020408,18163099,85
2020708,23353445,85
2020608,36439403,84
2020408,14597583,83
2021108,62439790,82
2020108,55921654,80
2020808,79702191,80
2020108,31558571,80
2021008,207477871,79
2020608,42817421,79
2020108,35936585,79
2021108,54937851,77
2020708,16152700,76
2020608,46290546,76
2020808,76226595,76
2021108,9692226,75
2020608,48352269,75
2020808,201981039,75
2020208,4861422,74
2020908,78174244,74
2020708,5732467,72
2020408,49616690,72
2020108,6865857,72
2020208,17730425,71
2020208,9442327,70
2020408,25599199,70
2020608,42280415,69
2020208,37399438,69
2020808,202863679,69
2020208,27820337,69
2020408,51765158,68
2020208,19448494,67
2020708,10339843,67
2020408,69442044,67
2021108,58261482,67
2021108,25225869,66
2020808,78675335,66
2020208,4239086,66
2020908,82844475,66
2020608,48073539,65
2020608,45629654,65
2020408,7879896,65
2021108,62448257,65
2020208,41040836,65
2020608,22627293,65
2020808,83880780,64
2020108,75899123,64
2020108,7460872,64
2020108,52990199,64
2021108,42218918,64
2020708,23829638,63
2021008,208910409,63
2020808,81432331,62
2020408,22979091,62
2020608,42724579,62
2020108,31050334,61
2021208,13054661,61
2020708,16251092,61
2021108,57411895,61
2020608,44961939,60
2020108,43351980,60
2020608,41338112,60
2021208,9338034,60
2020108,62784017,59
2020108,56262169,59
2020608,37311632,58
2021108,74426538,58
2020808,81972838,57
2021008,206316838,57
2020708,38804811,57
2021108,65661392,56
2020808,81827083,56
2020208,40712395,56
2021008,210290432,55
2001408,218225863,55
2020408,8257034,55
2021208,9254415,55
2021108,37285953,55
2020408,72176930,54
2021108,67260187,54
2020708,46604522,54
2020608,50416621,53
2021108,60105779,53
2020208,44659425,53
2021208,25799691,53
2021208,13755035,52
2020608,4472194,52
2020208,17398189,52
2020108,43973432,52
2020108,32377577,51
2020608,37623137,51
2020108,43953490,51
2020208,2968081,50
2020708,40247006,50
2020208,52385318,50
2021108,26480103,50
2020608,67962623,49
2021008,206872234,49
2020108,34115204,49
2020108,34642494,49
2020608,46920911,48
2021108,11040745,48
2020708,50681822,48
2020208,18609775,48
2020708,43365752,48
2020708,39687811,47
2020608,5003925,47
2020208,18436020,47
2020608,44977601,47
2020108,31770614,47
2021208,8772801,47
2021008,209520756,46
2020608,22568975,46
2021108,11296566,46
2020808,81192725,46
2021008,209900380,46
2020408,15692128,46
2020708,20440680,45
2021208,6615671,45
2020108,14034509,45
2020408,208990330,45
2020108,49831730,45
2020708,6881205,45
2020708,6084170,45
2020108,11969620,45
2021208,19338868,44
2020408,70315956,44
2020108,28505678,44
2020208,49833858,44
2021108,19013130,44
2020808,203236673,43
2021108,55843654,43
2020608,40572960,43
2020208,44663519,42
2021008,208577966,42
2020108,30429272,42
2020408,53038420,42
2020808,79142355,42
2020608,7794408,41
2020908,205043592,41
2020208,14365010,41
2020108,32116408,41
2021108,60169402,40
2020608,44132356,40
2020208,4867326,40
2021108,66019170,40
2020108,45548775,40
2020608,23520972,40
2020808,80141190,40
2020708,48591626,40
2020108,29342093,40
2020608,7972651,39
2021108,58866450,39
2020408,8744861,39
2021108,62211123,39
2020108,55522266,38
2020808,201153927,38
2020208,41121780,38
2020108,75730356,38
2020208,5227772,38
2020408,21250520,38
2020108,31692115,38
2020408,39589996,38
2021108,66874900,38
2021108,59160248,38
2020108,32002545,38
2021108,41618935,38
2020108,33022488,38
2021008,207982180,37
2021108,23844493,37
2021108,65582555,37
2020108,11225640,37
2020408,23514668,37
2021108,61658100,37
2020708,17172657,36
2020608,37250473,36
2020108,57851814,36
2020708,13245861,36
2020808,84223984,36
2020208,8159597,35
2020208,19571076,35
2020708,21369105,35
2001408,218655117,35
2021108,38172050,35
2020708,20846516,35
2020108,32366679,35
2020608,43195422,35
2020208,14975520,35
2020608,45934275,35
2020108,70367218,34
2020608,47061761,34
2020108,19970226,34
2020808,78285576,34
2020608,7182003,34
2020108,33904862,34
2021108,62553613,34
2020408,8980498,34
2020408,69132095,34
2020108,9084499,33
2021208,28562228,33
2020808,79772344,33
2020108,33522320,33
2021108,21065782,33
2020408,21431723,33
2020408,21261285,33
2020208,23053094,33
2020608,8302676,33
2020208,9428992,33
2020608,24208183,32
2020108,16237920,32
2020108,68764292,32
2020108,9076256,32
2020708,11380910,32
2020108,25491019,32
2020708,122066043,32
2020408,71718548,32
2089202,213078289,32
2021108,9658942,32
2020808,79023038,32
2021108,24064804,32
2020108,75449739,32
2020108,36195039,32
2020608,45319593,32
2020608,40700927,31
2020208,4405710,31
2021208,13533643,31
2020108,35847621,31
2020608,38478123,31
2020608,24524264,31
2020208,25054780,31
2021108,66273046,31
2020108,83456158,31
2020108,32027539,31
2020908,80742310,30
2020608,73276609,30
2020608,24512843,30
2020408,13830921,30
2020108,33800425,30
2020608,59134318,30
2001408,218390057,30
2092802,220553191,30
2020808,86009749,30
2021108,62923015,30
2021008,212430974,30
2020808,83788628,29
2020208,7269873,29
2020208,17757619,29
2020608,45715010,29
2020608,54525546,29
2020408,28240512,29
2020608,41823185,29
2021108,57377221,29
2020608,46235249,29
2021008,210552037,29
2020108,63583576,28
2021108,65324859,28
2020208,23748897,28
2020908,200690715,28
2021208,13396967,28
2020108,52880077,28
2020108,71532491,28
2020408,50457286,28
2020608,40606596,28
2020408,37925278,28
2020108,30344310,27
2020208,12762011,27
2020108,33641525,27
2020108,53727285,27
2020608,71227328,27
2021208,11930273,27
2020108,54055764,27
2001408,218610415,27
2021208,3879641,27
2020408,6217802,27
2020808,84641297,26
2021208,23046730,26
2020208,4792891,26
2020208,2982116,26
2020808,84101086,26
2020108,46419793,26
2020708,13255167,25
2021108,59586093,25
2020108,31853290,25
2020208,9877941,25
2020208,41013725,25
2020608,73604891,25
2021108,11698212,25
2020108,76395205,25
2020808,47967993,25
2021108,28049259,25
2001408,218920888,24
2020408,51591414,24
2020108,33449318,24
2020408,25602497,24
2020608,50064911,24
2020608,48201103,24
2020408,26072040,24
2020708,12210316,24
2020208,17523263,24
2021108,63187633,24
2020208,16473350,24
2020408,19316296,24
2020708,11671657,24
2020108,58683447,24
2020408,23750958,23
2021008,208341661,23
2020108,55807692,23
2020108,44481882,23
2020608,45310161,23
2020408,58140678,23
2021108,22035132,23
2020208,2959905,23
2021208,6634097,23
2020708,17205050,23
2020608,9126115,23
2021108,56888148,23
2020408,70289120,23
2020208,43803737,23
2020108,63534885,23
2021108,38308190,23
2021108,39038951,23
2020208,49504220,23
2020408,14735155,22
2020208,44361334,22
2020908,205164055,22
2021008,212325782,22
2020408,49629438,22
2020808,83676575,22
2021008,212331358,22
2020608,6064926,22
2089202,213759320,22
2020608,42402836,21
2020808,221229293,21
2021108,7501032,21
2021108,20540315,21
2020908,124186828,21
2021108,58164604,21
2021108,19928862,21
2021108,10747564,21
2020208,26388823,21
2020808,203420284,21
2020408,19005457,21
2021108,41690592,21
2021108,59115255,21
2021108,62310563,20
2021008,213149047,20
2020908,80504175,20
2020608,40889719,20
2021208,23099724,20
2020608,47504703,20
2020608,49993613,20
2020108,29350329,20
2020208,16849761,20
2020108,45469827,20
2020108,32381984,20
2020108,31008190,20
2020808,74572602,20
2020408,120308116,20
2091102,217397009,20
2020708,23568177,20
2021108,61141875,20
2020608,47842355,20
2021108,7045817,20
2021208,8763321,20
2021108,58790686,19
2001408,218469411,19
2020708,7658111,19
2020808,85532021,19
2020208,2796424,19
2021008,206802275,19
2020808,85239241,19
2020108,42220700,19
2020108,20665385,19
2020808,88626866,19
2020908,87033267,19
2020108,32405736,19
2001408,218151732,19
2020108,124010515,19
2020408,21185947,19
2020208,11106826,19
2020808,77312159,19
2020708,26102531,18
2020908,79841661,18
2020808,85246118,18
2020408,20721207,18
2021208,4915991,18
2021108,20031369,18
2020808,84490801,18
2020408,123245731,18
2020208,37621689,18
2020908,80513657,18
2020408,51672058,18
2020708,23814762,18
2023502,17137448,17
2020608,4442310,17
2020108,72640903,17
2020608,46437212,17
2020808,203820093,17
2020108,32389590,17
2021108,56756635,17
2020108,9083671,17
2020408,19185236,17
2020608,53898758,17
2020208,37139980,17
2020208,12832335,17
2021108,26901127,17
2020108,31776438,17
2020808,81423509,17
2020708,50191697,17
2020108,8654505,17
2020408,10586403,17
2020708,39485735,17
2020208,43617762,17
2020608,34785160,16
2020208,3060792,16
2021108,67316961,16
2021108,39090702,16
2020108,35358256,16
2020608,37314067,16
2020608,38057858,16
2020408,120860544,16
2020108,31017119,16
2020608,48550785,16
2020208,6382754,16
2020808,84238642,16
2020608,48369091,16
2020608,47361437,16
2020108,59391335,16
2020408,10652560,16
2021108,26627671,16
2021208,22835734,16
2020208,26747971,16
2021108,37988048,16
2020108,11469430,16
2088902,213623183,16
2020608,38007973,16
2020408,15545255,16
2020808,80889242,16
2020108,29194654,16
2020708,16319032,16
2020208,14286014,16
2021208,10944915,16
2020708,15773274,16
2020608,73531147,15
2020108,35749819,15
2020208,43774463,15
2020208,43788487,15
2020808,84278309,15
2020108,30854386,15
2021208,27365152,15
2092102,221086305,15
2020208,6149384,15
2021108,61036709,15
2021108,42219379,15
2020808,80246621,15
2020408,26186173,15
2020608,38518128,15
2020808,84303672,15
2020108,6868129,15
2020808,201565207,15
2021108,53645102,14
2020108,5642722,14
2020708,23839143,14
2020408,70373765,14
2020108,33503495,14
2021208,13735029,14
2020608,56224846,14
2020108,71233387,14
2021208,15795229,14
2062602,64442454,14
2020208,18735877,14
2020408,16391114,14
2020908,80496126,14
2021208,13714007,14
2021208,220148822,14
2020408,13827446,14
2020708,55180850,14
2020108,34549354,14
2020608,41314505,14
2021108,61250279,14
2020708,17171480,13
2021008,206659964,13
2020108,30984493,13
2020208,11095281,13
2020608,35726314,13
2021008,208006046,13
2020408,120872655,13
2089802,216143452,13
2020408,23422183,13
2020108,30187813,13
2021008,204869747,13
2021108,56756847,13
2020608,70388674,13
2021108,58999122,13
2088802,213378898,13
2021208,6688497,13
2020408,16181251,13
2020208,4405013,13
2020808,200921156,13
2021108,59065012,13
2020708,17487612,13
2021008,209432631,13
2020208,36923387,13
2020808,85015740,13
2020708,6081875,12
2020108,32764581,12
2020108,31553938,12
2021108,43207454,12
2020908,200190855,12
2020108,43959427,12
2020608,37263988,12
2020408,51324872,12
2020808,81470453,12
2020708,40762363,12
2020208,25124543,12
2020408,18220669,12
2020808,87587816,12
2020108,43996202,12
2020908,205159799,12
2020808,85754685,12
2020108,47704680,12
2020808,83940666,12
2020608,38012646,12
2020108,11610995,12
2021008,210865344,12
2020408,28359591,12
2021208,13603777,12
2020408,72784091,12
2020708,53698855,12
2020108,32542208,12
2020408,18720026,12
2020608,26296959,12
2020108,35561677,11
2020208,24993885,11
2020808,80142449,11
2020208,9979043,11
2020208,16378851,11
2020808,84386547,11
2021108,58861275,11
2020108,33160780,11
2020608,46390566,11
2021108,27234163,11
2021108,7541238,11
2021108,42878232,11
2020408,52640973,11
2020208,3712439,11
2020208,16075204,11
2020908,78597585,11
2020608,34592975,11
2020408,56636784,11
2020708,5865688,11
2020108,14358374,11
2021208,10241303,11
2020108,53318306,11
2020108,9130127,10
2021008,207939651,10
2020108,6244615,10
2020108,28866841,10
2020108,30733083,10
2021108,62293113,10
2021108,37959383,10
2020408,27383301,10
2020808,201800786,10
2089802,215412086,10
2021008,211765402,10
2020208,14796417,10
2020608,46446795,10
2020708,48669632,10
2020208,25154055,10
2020608,22728403,10
2020408,14486887,10
2020208,26734523,10
2020708,7034318,10
2020608,68008234,10
2021008,210049519,10
2020908,124194698,10
2020608,73869673,10
2020608,48984720,10
2020608,41884475,10
2020608,42284682,10
2021108,58993301,10
2021208,13600351,10
2020708,12265633,10
2020608,37428602,10
2020208,15407568,10
2020208,26511837,10
2020708,21938529,10
2020608,66363979,10
2020108,34880338,10
2020108,32223000,10
2020608,37837221,10
2021108,61512242,10
2021108,38405690,10
2020808,76221677,10
2021108,39378218,10
2020708,15691199,10
2020708,16836715,10
2020108,23563391,10
2020408,8525883,10
2001408,218109905,10
2021008,208909671,10
2021008,211641491,10
2020108,33372137,10
2020608,45215660,10
2020408,71458070,9
2020108,72430238,9
2020808,79974010,9
2020408,20356508,9
2020808,80151769,9
2020808,79776397,9
2020708,23257706,9
2020808,85708585,9
2020408,18269148,9
2039502,31747215,9
2020108,34683790,9
2039502,33951780,9
2020608,3976434,9
2020608,67737031,9
2020108,71446593,9
2020408,20871336,9
2020608,38068549,9
2021008,208909340,9
2021008,212725450,9
2020708,7256901,9
2021108,37693967,9
2021008,208769033,9
2020108,63999387,9
2021208,7394435,9
2020608,40824286,9
2020108,24540830,9
2020808,86545120,9
2020208,17593825,9
2020708,38752325,9
2020708,34586941,9
2090002,216595247,9
2020708,7651372,9
2020708,6028420,8
2020608,47431547,8
2021108,65596150,8
2020408,38613945,8
2020108,21815762,8
2020208,19846321,8
2020608,40911248,8
2020108,33024369,8
2020608,30617128,8
2020908,200209343,8
2021108,61421272,8
2092602,220365014,8
2052702,55833892,8
2020708,39750047,8
2020208,55411106,8
2020608,43717191,8
2020208,15245272,8
2020608,4200722,8
2020808,85663896,8
2092202,222452520,8
2021108,61159801,8
2020908,79815782,8
2020108,31656932,8
2021108,60572687,8
2020108,29126810,8
2020108,79620375,8
2020708,38719209,8
2020608,47282630,8
2020608,29144219,8
2020608,44050877,8
2020608,73873200,8
2089802,215003922,8
2020608,34352513,8
2020108,54315742,8
2020808,77882057,8
2020608,50159755,8
2020208,21987936,8
2020608,35627759,8
2020708,40264020,8
2021108,53568722,8
2020808,82717800,8
2021108,19480888,8
2020108,44782814,8
2020708,15824351,8
2021108,9570697,8
2089802,215164277,8
2020808,74493708,8
2020108,71906094,8
2020108,35795613,8
2020608,7087738,7
2020608,67835639,7
2020808,41440335,7
2020608,57711906,7
2021108,56652976,7
2021208,25859661,7
2020908,206129955,7
2021108,42080759,7
2020808,85667476,7
2020108,28753649,7
2020608,53324485,7
2020108,71538718,7
2020108,56451856,7
2020808,203681405,7
2020708,56267635,7
2089802,215212281,7
2021108,56866711,7
2021108,65138135,7
2088902,213710005,7
2020808,86281742,7
2020408,40374033,7
2020208,25220083,7
2020208,14421637,7
2020108,68307090,7
2020608,71223757,7
2020408,13951446,7
2020608,41910339,7
2021108,57658759,7
2021108,61216894,7
2020608,59875468,7
2020808,82658567,7
2020808,74577634,7
2021108,65594943,7
2020108,3781116,7
2021008,209523409,7
2020108,47059137,7
2021008,212231825,7
2020608,67712282,7
2020108,57503448,7
2021208,11006597,7
2020108,35740144,6
2020108,58716315,6
2020208,18479295,6
2020108,20555835,6
2020608,204960720,6
2020808,85888980,6
2021108,43060407,6
2020408,22165551,6
2020708,24632559,6
2021108,21071657,6
2021108,27236554,6
2020408,20473021,6
2021008,209989850,6
2020608,44926576,6
2020408,72848715,6
2020608,52607239,6
2020408,43218430,6
2020608,50072583,6
2020108,72885434,6
2020808,76475202,6
2020408,20746522,6
2021208,13381495,6
2020808,79164685,6
2020108,34354309,6
2020808,82363364,6
2020208,2845298,6
2021108,64516532,6
2020808,79966509,6
2020208,27214385,6
2020808,85485575,6
2603302,124187554,6
2020108,72635989,6
2021208,23005604,6
2020908,80692993,6
2021008,210267883,6
2021008,209124097,6
2021108,37509608,6
2020408,6561284,6
2020808,74603886,6
2020108,8574091,6
2020608,54690443,6
2020108,56116279,6
2020708,12925622,6
2020208,3074918,6
2020608,46610504,6
2020708,7617429,6
2021108,120552916,6
2021208,15854387,6
2020608,8638645,6
2021008,206940270,6
2020708,39951938,6
2020908,81600916,6
2020108,8963465,6
2020208,8167842,6
2020108,13024883,6
2020608,47462189,6
2020408,23619815,6
2020608,46973434,6
2021108,65968186,5
2020108,35489375,5
2062602,63260967,5
2021108,67391495,5
2020708,23073231,5
2021008,207820001,5
2021208,13088875,5
2020908,200543839,5
2021208,22920545,5
2090002,215532076,5
2021208,13423088,5
2089202,213051120,5
2088902,213654411,5
2021108,14808266,5
2001408,218753804,5
2020108,72733375,5
2608202,220753530,5
2041002,35494962,5
2020208,15601095,5
2020608,6151149,5
2020108,77154558,5
2020408,121023862,5
2020208,12411428,5
2001408,218791480,5
2020808,80595379,5
2020408,27044121,5
2020208,3005757,5
2020408,10648389,5
2021108,37789811,5
2020608,73544911,5
2020408,24797713,5
2092802,220619734,5
2020808,88569534,5
2020608,48956693,5
2020708,15680473,5
2020208,4718092,5
2020608,47239784,5
2020708,36153809,5
2020608,45939459,5
2020408,49612820,5
2020208,6475871,5
2020108,34765190,5
2021108,57327304,5
2020408,68323524,5
2021208,8419745,5
2020608,45331910,5
2020808,80817173,5
2020608,45845602,5
2020808,74174722,5
2020608,73875235,5
2020808,80080095,5
2021108,66022243,5
2021208,13798427,5
2020408,69139439,5
2092202,219499139,5
2020208,17480610,5
2091102,217441346,5
2021108,9597825,5
2020608,208990339,5
2608202,220807674,5
2021208,13507689,5
2021208,13571791,5
2020408,69483532,5
2020208,9662358,4
2020608,30469632,4
2020708,36486502,4
2020208,27222556,4
2090002,216505329,4
2020108,29035701,4
2020708,21638844,4
2020408,26068370,4
2020108,70687690,4
2021208,12006488,4
2020808,201916735,4
2021008,209210039,4
2020608,73311678,4
2089202,214136607,4
2020408,24782182,4
2020108,63817746,4
2020608,4558571,4
2020208,22653584,4
2020208,2985676,4
2020908,78064664,4
2020108,79359273,4
2020408,18040806,4
2020608,42723630,4
2020908,79873129,4
2020108,56031221,4
2021008,211047661,4
2020808,84393747,4
2021108,21816677,4
2021008,211028627,4
2020408,23675475,4
2074702,75217526,4
2020108,32568814,4
2021108,26898124,4
2020608,46220970,4
2089202,212873640,4
2020608,5149995,4
2056102,49380068,4
2021208,26903208,4
2020408,52652477,4
2020908,202183265,4
2021208,13613636,4
2020708,23555254,4
2021008,206123773,4
2020408,28348337,4
2020208,20188854,4
2020608,70156027,4
2020708,23406002,4
2020608,7837058,4
2092002,219075914,4
2021108,21907396,4
2020208,11139491,4
2021208,9313031,4
2020608,25764590,4
2020808,85601968,4
2021208,13591854,4
2020108,55259690,4
2021208,6667137,4
2089202,213075067,4
2020208,23245682,4
2020608,64981060,4
2020908,79878389,4
2060902,59966927,4
2020208,3393056,4
2020408,14796291,4
2021208,13554540,4
2021108,60702281,4
2020108,54541363,4
2020408,38746584,4
2020608,48528618,4
2020908,87323516,4
2091202,217585873,3
2001408,218819964,3
2021208,13121990,3
2020708,11521893,3
2020608,48180696,3
2020108,31837805,3
2092802,220667075,3
2020608,54428853,3
2020108,72366825,3
2020808,86580266,3
2020708,4960804,3
2089202,212914207,3
2020608,2126771,3
2092202,219535131,3
2021008,212425748,3
2020408,28268584,3
2021208,23328793,3
2020108,68778459,3
2021208,7335427,3
2021208,23109672,3
2020408,19905536,3
2020808,203615719,3
2021208,23364999,3
2020608,3977558,3
2020208,9437058,3
2089202,213056175,3
2006102,7536707,3
2020108,12183024,3
2090002,215492440,3
2020608,41790996,3
2020108,29223697,3
2020108,71253075,3
2092802,220578122,3
2020408,40014206,3
2020408,25333633,3
2021008,212103630,3
2020108,44851623,3
2020708,23308512,3
2020108,62772870,3
2020608,37966732,3
2020408,42273855,3
2020208,5058136,3
2020408,22983269,3
2020408,38733101,3
2020108,52825449,3
2020108,75375031,3
2021208,23246029,3
2020108,68977666,3
2030002,27009377,3
2020708,16274477,3
2020408,16258085,3
2092202,219546331,3
2092402,220077315,3
2021108,24715327,3
2021108,23977682,3
2020108,37605341,3
2092202,221396965,3
2020208,17920625,3
2020108,32420528,3
2092802,220856232,3
2020208,18190867,3
2020908,87342909,3
2020908,81708630,3
2020708,22394827,3
2020808,81423562,3
2092102,219378732,3
2020708,19973936,3
2020608,46019951,3
2020208,14286234,3
2020708,54839551,3
2020608,47316587,3
2020608,55218853,3
2001408,217885015,3
2008502,6449571,3
2020208,12379796,3
2091302,217853892,3
2052502,43563023,3
2020108,59126316,3
2062602,62936823,3
2020808,84717741,3
2021108,63229214,3
2020408,15617931,3
2020808,201887522,3
2020108,75585261,3
2020608,5802697,3
2021108,57231844,3
2021008,212181977,3
2021108,21879359,3
2077702,201851631,3
2021108,64773850,3
2021008,210620087,3
2021208,13631159,3
2020208,19424274,3
2020608,37327268,3
2021208,14897428,3
2020208,28226374,3
2020808,204184953,2
2001408,218466173,2
2021108,28082637,2
2020408,27837911,2
2021108,66761693,2
2021108,7082285,2
2092102,219338244,2
2020608,59976267,2
2089802,215406527,2
2020208,36777778,2
2020208,121362925,2
2020708,46603856,2
2020708,16693199,2
2020108,76366906,2
2020808,86802600,2
2020908,204450309,2
2020708,40010963,2
2020808,201058202,2
2020208,22464954,2
2037402,34545169,2
2020708,23936089,2
2088802,214517311,2
2020808,80082610,2
2020208,3097009,2
2021008,211230900,2
2010302,7867149,2
2020208,18633570,2
2021008,210968726,2
2020808,87548397,2
2020708,21297005,2
2020108,31708742,2
2020808,87080912,2
2056102,54767277,2
2020708,15438680,2
2021108,64795193,2
2020108,35494962,2
2020408,20454483,2
2092402,219925681,2
2021108,42789928,2
2092302,219796247,2
2020808,87149686,2
2020708,6482740,2
2020808,201515673,2
2001408,217944405,2
2020608,8295861,2
2020608,73638673,2
2020608,73227580,2
2021108,10107034,2
2020408,18139052,2
2020108,47706644,2
2021208,14955578,2
2020408,18300587,2
2020408,69464352,2
2039502,35933833,2
2020808,211854711,2
2020208,18476461,2
2020208,49447860,2
2092402,219915914,2
2020108,75835433,2
2020408,27338372,2
2021008,213270020,2
2020108,32174685,2
2091302,217737747,2
2020408,53293406,2
2021108,121222972,2
2092602,220379392,2
2021108,56667850,2
2020908,205595229,2
2021108,38802676,2
2020108,31996079,2
2020408,72812605,2
2020208,37327446,2
2021008,211626600,2
2020708,34840972,2
2021108,42760453,2
2020708,12166325,2
2092602,220302912,2
2020608,298627,2
2021208,22873602,2
2090002,216533573,2
2020408,27853630,2
2020408,72335177,2
2001408,218056212,2
2020108,71642682,2
2020608,57796435,2
2060902,57828547,2
2020808,76604874,2
2020108,56491357,2
2021108,19750058,2
2020608,73321564,2
2021108,27096446,2
2020208,24783600,2
2021208,60825698,2
2021108,62872104,2
2020808,77237347,2
2020408,23697304,2
2020708,6018287,2
2021108,38238691,2
2021008,208171139,2
2020908,74311147,2
2020408,70253325,2
2021108,60826119,2
2020608,38434189,2
2038602,34102371,2
2020808,202366545,2
2021108,59038909,2
2020108,28718815,2
2038602,36380670,2
2020608,67519980,2
2089202,212835938,2
2020408,15433271,2
2091102,217371926,2
2020708,40335623,2
2092402,219873303,2
2038602,34362317,2
2021108,60557614,2
2020208,43753708,2
2020608,73867798,2
2021108,10108078,2
2021208,4944447,2
2090002,216708511,2
2092002,219097384,2
2020108,57714371,2
2020608,49021064,2
2020708,48600409,2
2020608,46728214,2
2020808,76508701,2
2089202,212905041,2
2001408,218807939,2
2020408,20972847,2
2020108,12510328,2
2020708,7027175,2
2020708,48140896,2
2020408,22689590,2
2020908,74293554,2
2020408,16045691,2
2021108,12330101,2
2020808,200308757,2
2091102,217427917,2
2020208,3871154,2
2020608,40934163,2
2021108,19680736,1
2020808,85362344,1
2020208,4874652,1
2021008,206680848,1
2091102,217380833,1
2020208,12766621,1
2020408,9822342,1
2020408,27633916,1
2020208,9368915,1
2020708,14750818,1
2020408,27654360,1
2020608,35614624,1
2020208,22451263,1
2020608,35757699,1
2020708,16567364,1
2020608,46626552,1
2021008,208175239,1
2020408,51347455,1
2006102,6983507,1
2088902,213636543,1
2091302,217734820,1
2020708,46889967,1
2001408,218649506,1
2088902,213342663,1
2020408,67898653,1
2020208,14253670,1
2092502,220148221,1
2021108,34871036,1
2020808,80128505,1
2020108,30131410,1
2020708,23283042,1
2020208,3029048,1
2020108,76316753,1
2020708,36562476,1
2021108,56778455,1
2021108,38980177,1
2021208,24910137,1
2020708,23485591,1
2020208,12867770,1
2021108,64442454,1
2062602,63278481,1
2013602,10208007,1
2020108,53558809,1
2020108,29186422,1
2020808,79928100,1
2020708,11698989,1
2021108,42098274,1
2020108,12541847,1
2020208,8190086,1
2020608,6110190,1
2020808,206866064,1
2020108,46780040,1
2092402,219920576,1
2021108,58380615,1
2021108,56610746,1
2020608,37242138,1
2020808,200910821,1
2020108,43589700,1
2608102,220213133,1
2020108,33125710,1
2021108,58882735,1
2020208,12826948,1
2092402,219845571,1
2020408,37121721,1
2020208,8054600,1
2021108,12570960,1
2001408,218013306,1
2020808,86035787,1
2020108,32953563,1
2020208,52424330,1
2020608,58454196,1
2020108,29798681,1
2021108,62019114,1
2020108,69885523,1
2020108,3275117,1
2020108,30834896,1
2021108,19490607,1
2020408,24729085,1
2020808,80809480,1
2001408,218027547,1
2088802,213376612,1
2020608,73076858,1
2020108,28967234,1
2020108,59511678,1
2020708,19322149,1
2021108,39479820,1
2020608,54377448,1
2021008,211424840,1
2020608,73293025,1
2020908,77636397,1
2020808,202317815,1
2092202,219571788,1
2021108,49261765,1
2020108,53123610,1
2020808,81327245,1
2090002,215468836,1
2058302,49581254,1
2090402,214832028,1
2020608,48145859,1
2020608,40692234,1
2020608,7162798,1
2020808,34512599,1
2020608,59717715,1
2020108,56525472,1
2020108,12678186,1
2020408,28231429,1
