服务器ID,玩家ID,事件次数
2020808,78675335,9
2020108,30733083,9
2021108,59115255,9
2021008,208909340,9
2021208,8772801,9
2020408,52640973,9
2020208,11106826,9
2001408,218610415,9
2021108,61141875,9
2020708,23839143,9
2039502,33951780,9
2020908,205043592,8
2020108,33503495,8
2020708,38804811,8
2021008,208577966,8
2020608,7182003,8
2092202,222452520,8
2020108,35795613,8
2020108,55921654,8
2020608,41884475,8
2021108,43207454,8
2020608,73531147,8
2020808,87587816,8
2020608,47842355,8
2021208,13735029,8
2052702,55833892,8
2021108,42219379,8
2020608,43717191,8
2020208,2796424,8
2089802,215003922,8
2020708,38719209,8
2092602,220365014,8
2020408,8525883,8
2020108,30187813,8
2020808,82717800,8
2020808,74493708,8
2020608,34352513,8
2020108,57851814,8
2020708,7658111,8
2021108,61250279,8
2021108,37959383,8
2020108,54315742,8
2020908,80742310,8
2020208,18609775,8
2021208,6615671,8
2020708,12210316,8
2089802,215164277,8
2020108,6865857,8
2020708,23814762,8
2020108,55522266,8
2020608,47431547,8
2020108,79620375,8
2020108,44782814,8
2020908,200209343,8
2020608,41338112,8
2020108,28916716,8
2021108,61036709,8
2020608,23520972,8
2020108,33024369,8
2020708,17205050,8
2020208,4405013,8
2020108,32377577,8
2020108,68307090,7
2021208,23046730,7
2021108,20031369,7
2021208,13600351,7
2020408,23514668,7
2020108,57503448,7
2021108,37988048,7
2020808,79776397,7
2020608,67712282,7
2020108,56451856,7
2021108,39038951,7
2020808,85239241,7
2020608,7087738,7
2021208,13755035,7
2021108,62293113,7
2020208,19846321,7
2088902,213710005,7
2020408,72784091,7
2020108,8654505,7
2020708,53698855,7
2020708,10339843,7
2089802,215212281,7
2020608,37263988,7
2020808,80151769,7
2021108,59160248,7
2020608,67835639,7
2020908,124186828,7
2021108,9570697,7
2020908,79841661,7
2020608,46290546,7
2021108,42218918,7
2020808,81432331,7
2020108,75730356,7
2020608,42724579,7
2020808,86281742,7
2020708,38752325,7
2020208,41013725,7
2020808,83676575,7
2020408,28240512,7
2020808,203681405,7
2020608,41910339,7
2020708,11671657,7
2020708,21938529,7
2020108,35847621,7
2020808,85667476,6
2020608,44961939,6
2020208,43803737,6
2020708,7034318,6
2020608,38518128,6
2020708,50191697,6
2020408,39589996,6
2021108,37781144,6
2001408,218390057,6
2020408,15692128,6
2020108,34880338,6
2020708,16319032,6
2020808,77312159,6
2020708,23568177,6
2020208,4829598,6
2021008,206659964,6
2020408,6561284,6
2021008,212331358,6
2001408,218920888,6
2020608,54525546,6
2020408,22165551,6
2021108,38405690,6
2020208,3074918,6
2021108,11040745,6
2021108,42080759,6
2020808,76475202,6
2020208,16075204,6
2020408,19316296,6
2021108,120552916,6
2020108,35740144,6
2020108,49831730,6
2020108,31558571,6
2021008,206940270,6
2020108,5642722,6
2020108,31692115,6
2021208,27365152,6
2603302,124187554,6
2020208,19571076,6
2020108,31770614,6
2020208,15407568,6
2020108,8574091,6
2020108,35358256,6
2021008,208909671,6
2020108,28505678,6
2020208,23748897,6
2020108,63999387,6
2021108,27236554,6
2021108,37509608,6
2021008,209989850,6
2020608,50159755,6
2020108,13024883,6
2020608,8638645,6
2020108,29126810,6
2020408,72848715,6
2020608,45310161,6
2021108,21071657,6
2021208,13396967,6
2020208,6382754,6
2021008,206802275,5
2020208,14365010,5
2020208,3060792,5
2020808,203420284,5
2021108,21065782,5
2020208,12762011,5
2020708,36153809,5
2608202,220807674,5
2020608,47239784,5
2020808,84223984,5
2020708,40264020,5
2020108,29194654,5
2021108,37693967,5
2021008,207477871,5
2021108,43060407,5
2092202,219499139,5
2020908,206129955,5
2021108,26480103,5
2001408,218791480,5
2020808,85708585,5
2020408,10648389,5
2020208,6149384,5
2020208,4718092,5
2020208,25054780,5
2020708,23073231,5
2020408,20871336,5
2608202,220753530,5
2020908,78119608,5
2021108,62448257,5
2020208,26388823,5
2020408,20746522,5
2020608,73875235,5
2020708,55180850,5
2020408,70373765,5
2020408,8744861,5
2020608,57711906,5
2020708,23829638,5
2020608,22568975,5
2020608,7794408,5
2020808,80889242,5
2088902,213654411,5
2020108,34683790,5
2092802,220619734,5
2089202,213051120,5
2020208,15601095,5
2020108,34765190,5
2091102,217441346,5
2020708,12265633,5
2021108,56866711,5
2020208,25220083,5
2020208,16849761,5
2020608,53898758,5
2021108,53645102,5
2021108,67391495,5
2021208,22920545,5
2041002,35494962,5
2021208,8419745,5
2020708,39687811,5
2090002,215532076,5
2021108,14808266,5
2021008,207820001,5
2020208,16378851,5
2020108,77154558,5
2020108,70367218,5
2020808,80817173,5
2020208,3005757,5
2020208,24993885,5
2062602,63260967,5
2020908,200543839,5
2020608,204960720,5
2021008,211765402,5
2021008,210267883,5
2020908,81600916,5
2020708,17171480,5
2021108,24064804,5
2020108,83456158,5
2021208,28562228,5
2020608,41823185,4
2020108,55259690,4
2020608,45845602,4
2021208,15854387,4
2020808,80142449,4
2021008,211047661,4
2020208,3393056,4
2020708,23406002,4
2020408,24797713,4
2020808,88626866,4
2001408,218753804,4
2020608,47504703,4
2020808,82658567,4
2020608,44926576,4
2020808,85601968,4
2020208,2845298,4
2020808,88569534,4
2020708,122066043,4
2089202,213075067,4
2021108,7541238,4
2021208,13423088,4
2021108,22035132,4
2020608,50072583,4
2021008,208341661,4
2020108,56116279,4
2021208,13591854,4
2020208,21987936,4
2020108,58683447,4
2060902,59966927,4
2020608,73544911,4
2021208,13381495,4
2020208,23245682,4
2020108,33641525,4
2020208,20188854,4
2020608,64981060,4
2020608,54690443,4
2021008,212231825,4
2020408,13830921,4
2020108,29035701,4
2021008,208910409,4
2020208,9442327,4
2020708,16836715,4
2021008,209523409,4
2020808,80595379,4
2020708,16251092,4
2090002,216505329,4
2020908,78064664,4
2020608,48201103,4
2020108,45548775,4
2021108,65138135,4
2020708,17172657,4
2020108,24540830,4
2021108,60169402,4
2021108,7045817,4
2092002,219075914,4
2020208,25154055,4
2020608,37623137,4
2020208,27214385,4
2020108,32002545,4
2020408,16391114,4
2020408,22979091,4
2020108,79359273,4
2020408,52652477,4
2089202,214136607,4
2089202,212873640,4
2020608,73869673,4
2020608,25764590,4
2020408,120308116,4
2021108,56652976,4
2020608,40606596,4
2021108,53568722,4
2020608,4558571,4
2020708,36486502,4
2020808,84393747,4
2021208,13613636,4
2020208,11139491,4
2020608,42723630,4
2020108,31017119,4
2020708,34586941,4
2020108,56031221,4
2021108,26898124,4
2074702,75217526,4
2056102,49380068,4
2021008,211028627,4
2021208,13554540,4
2020608,49993613,3
2020408,19005457,3
2020208,2985676,3
2020808,81423562,3
2091302,217853892,3
2092802,220578122,3
2020608,47462189,3
2020608,48528618,3
2021208,9338034,3
2020408,14486887,3
2020208,14796417,3
2089202,212914207,3
2062602,62936823,3
2001408,217885015,3
2020608,5802697,3
2020808,80141190,3
2020208,6475871,3
2020408,25333633,3
2020208,14975520,3
2020108,32568814,3
2020208,14286234,3
2020208,26511837,3
2020108,31050334,3
2020608,37428602,3
2021108,21816677,3
2021108,57377221,3
2021108,59065012,3
2020708,6028420,3
2020608,44132356,3
2020708,16274477,3
2020808,79772344,3
2092802,220856232,3
2020708,22394827,3
2020708,11521893,3
2020108,53318306,3
2020108,68778459,3
2020408,15617931,3
2021008,212181977,3
2021108,64773850,3
2020608,7972651,3
2006102,7536707,3
2020808,86580266,3
2020808,86545120,3
2077702,201851631,3
2020208,19424274,3
2021108,58993301,3
2020108,31656932,3
2020808,200921156,3
2020808,201565207,3
2091202,217585873,3
2021208,14897428,3
2020808,201981039,3
2020208,11095281,3
2020108,25491019,3
2020908,124194698,3
2020608,37327268,3
2020208,28226374,3
2021008,210993055,3
2020408,24782182,3
2020908,202183265,3
2020208,36923387,3
2020108,75375031,3
2021008,209210039,3
2090002,215492440,3
2020208,49504220,3
2020108,75585261,3
2020208,12379796,3
2020908,200190855,3
2021108,42878232,3
2020408,123245731,3
2092402,220077315,3
2020108,72635989,3
2020108,37605341,3
2020708,4960804,3
2092202,221396965,3
2092802,220667075,3
2020608,37314067,3
2021208,23109672,3
2021108,23977682,3
2020408,68323524,3
2020808,41440335,3
2020108,31837805,3
2020608,70142578,3
2020108,62784017,3
2020608,34785160,3
2020908,80504175,3
2020208,25124543,3
2020608,46390566,3
2030002,27009377,3
2092202,219535131,3
2021208,9313031,3
2001408,218819964,3
2021108,65594943,3
2020808,85888980,3
2020108,32764581,3
2089202,213056175,3
2020108,12183024,3
2021208,23246029,3
2092202,219546331,3
2020708,54839551,3
2020808,203615719,3
2052502,43563023,3
2020908,87342909,3
2008502,6449571,3
2021008,212103630,3
2020108,52825449,3
2020208,27820337,3
2020708,23308512,3
2092102,219378732,3
2020808,74577634,3
2021108,7082285,2
2021208,13798427,2
2020408,27837911,2
2089202,212835938,2
2020108,72885434,2
2020908,79873129,2
2020408,53293406,2
2020808,85485575,2
2020708,34840972,2
2020708,6018287,2
2020908,205595229,2
2020408,18300587,2
2020408,121023862,2
2020608,67519980,2
2020108,31996079,2
2038602,36380670,2
2020608,42284682,2
2020108,28718815,2
2092602,220379392,2
2020808,202366545,2
2020208,43774463,2
2020108,32027539,2
2020708,48140896,2
2020708,6482740,2
2020808,84386547,2
2021008,208171139,2
2020408,22689590,2
2020408,20473021,2
2021108,12330101,2
2020608,46728214,2
2020808,81423509,2
2021108,10107034,2
2021108,39378218,2
2020708,48600409,2
2020408,120860544,2
2020108,47706644,2
2020408,20972847,2
2021008,206123773,2
2021108,57658759,2
2020108,33449318,2
2020908,74293554,2
2020208,14286014,2
2089202,212905041,2
2020108,47059137,2
2020208,4867326,2
2020708,40335623,2
2092402,219925681,2
2020808,85663896,2
2092302,219796247,2
2020808,200308757,2
2021108,56756847,2
2020408,18720026,2
2020108,32381984,2
2021108,59038909,2
2020408,27853630,2
2021208,6667137,2
2021108,58866450,2
2020708,21297005,2
2021108,42760453,2
2037402,34545169,2
2021108,56667850,2
2020808,211854711,2
2021208,7335427,2
2021108,28082637,2
2020608,45939459,2
2020708,15438680,2
2020808,204184953,2
2020608,73276609,2
2020108,44481882,2
2021108,27096446,2
2039502,35933833,2
2020808,77882057,2
2092402,219915914,2
2021108,64795193,2
2020908,87033267,2
2020708,46603856,2
2020208,18476461,2
2020408,20454483,2
2020808,84717741,2
2020708,12925622,2
2020208,17593825,2
2020108,76366906,2
2021108,64516532,2
2020408,63799212,2
2020608,34592975,2
2020108,32116408,2
2020408,120872655,2
2020108,21815762,2
2021208,60825698,2
2020908,205159799,2
2021108,38802676,2
2020108,31008190,2
2021008,213270020,2
2020108,31708742,2
2020608,59875468,2
2020108,62772870,2
2092002,219097384,2
2020108,32542208,2
2090002,216708511,2
2020108,59391335,2
2020608,49021064,2
2021108,58999122,2
2020108,57714371,2
2021208,10944915,2
2021208,4944447,2
2092102,219338244,2
2020408,10652560,2
2020208,22464954,2
2021008,209131868,2
2020108,32174685,2
2021008,212425748,2
2020408,27044121,2
2020608,73867798,2
2020708,16693199,2
2020108,75835433,2
2020808,86802600,2
2038602,34362317,2
2021108,38308190,2
2090002,216533573,2
2089802,215406527,2
2020608,70388674,2
2020608,38434189,2
2020408,23697304,2
2091102,217371926,2
2060902,57828547,2
2021108,10108078,2
2020108,71642682,2
2020108,34115204,2
2020608,47061761,2
2091102,217427917,2
2020608,298627,2
2020808,85754685,2
2038602,34102371,2
2020808,201058202,2
2021208,22873602,2
2020608,68008234,2
2056102,54767277,2
2020908,204450309,2
2021108,62872104,2
2010302,7867149,2
2020208,49447860,2
2020108,43996202,2
2020108,56491357,2
2088802,214517311,2
2092402,219873303,2
2020908,79815782,2
2092602,220302912,2
2021208,26903208,2
2020108,6244615,2
2020808,80082610,2
2020608,73321564,2
2020408,72812605,2
2091302,217737747,2
2021208,6634097,2
2020608,71223757,2
2021108,42789928,2
2021208,14955578,2
2020708,40010963,2
2020608,8295861,2
2020108,32953563,1
2020408,72038219,1
2020908,80692993,1
2021208,23099724,1
2020208,12411428,1
2021108,14760885,1
2021108,66761693,1
2020108,59301631,1
2020108,36009087,1
2020408,21261285,1
2020708,19281885,1
2092702,220484191,1
2001408,218473333,1
2021108,22023288,1
2020108,29350329,1
2020108,22599829,1
2062602,63278481,1
2020808,80128505,1
2020108,32389590,1
2020608,38057858,1
2020608,56014189,1
2020608,48242635,1
2092802,220611784,1
2020108,28604443,1
2090002,215835779,1
2021108,60572687,1
2021108,61216894,1
2020108,3275117,1
2020208,20887961,1
2020708,18041613,1
2020808,202513321,1
2020408,69464352,1
2090802,217075905,1
2020208,25913684,1
2020908,79878389,1
2020708,23283042,1
2020108,28967234,1
2020408,6294216,1
2020608,2126771,1
2020908,87323516,1
2021008,207939651,1
2020708,23936089,1
2020208,121362925,1
2020208,18841126,1
2020408,28268584,1
2020408,38746584,1
2020708,23555254,1
2020108,28753649,1
2020808,79164685,1
2090002,215468836,1
2020608,40824286,1
2020808,83319984,1
2020108,31776438,1
2021008,211424840,1
2021008,207197381,1
2020108,56262169,1
2020608,70156027,1
2020808,86252946,1
2021208,13631159,1
2020108,59511678,1
2021008,211230900,1
2020608,73076858,1
2021108,19750058,1
2020408,28231429,1
2021008,210968726,1
2001408,218027547,1
2020208,12867770,1
2020108,53123610,1
2020708,39750047,1
2020808,34512599,1
2020208,4710718,1
2020408,37121721,1
2020608,48200005,1
2021208,26067089,1
2020708,24647209,1
2020608,37242138,1
2020208,3097009,1
2020108,43589700,1
2020108,34549354,1
2020408,70253325,1
2020108,20665385,1
2020108,56525472,1
2020608,40871687,1
2021108,65582555,1
2020208,23127214,1
2021008,208175239,1
2089802,216061899,1
2013602,10208007,1
2090002,215897538,1
2020108,33800425,1
2088802,213376612,1
2006102,6983507,1
2020608,46614851,1
2090802,216929603,1
2091502,218185935,1
2020208,37139980,1
2020208,36777778,1
2001408,218649506,1
2021008,206190188,1
2020708,17487612,1
2090402,216196177,1
2020108,22009185,1
2020408,28348337,1
2020908,74311147,1
2006402,220019118,1
2091302,217734820,1
2020408,23675475,1
2020108,29186422,1
2058302,49581254,1
2001408,217944405,1
2020108,120956657,1
2020108,12541847,1
2021108,37285953,1
2020208,10907419,1
2021108,60557614,1
2020708,19973936,1
2020208,43753708,1
2092602,220330293,1
2020108,69885523,1
2020908,77636397,1
2020208,8054600,1
2020408,26186173,1
2020708,23485591,1
2020108,76020636,1
2090402,214832028,1
2019202,13058775,1
2021108,61421272,1
2020108,31351467,1
2020208,12826948,1
2020108,20555835,1
2020108,29798681,1
2020608,69828688,1
2020108,30834896,1
2020908,82814072,1
2020608,37966732,1
2020708,16567364,1
2020408,21250520,1
2020608,46626552,1
2020708,19322149,1
2020608,48956693,1
2020808,74603886,1
2020108,30131410,1
2021208,24910137,1
2020908,82844475,1
2092502,220148221,1
2020608,46019951,1
2020408,72335177,1
2020208,22451263,1
2020208,24783600,1
2092202,219571788,1
2020608,45319593,1
2020208,17523263,1
2020408,7897828,1
2021108,7501032,1
2090402,215802134,1
2020708,16152700,1
2020608,56224846,1
2020108,12678186,1
2001408,218056212,1
2021108,62019114,1
2021108,49261765,1
2020108,72733375,1
2092402,219845571,1
2020208,14286191,1
2608102,220213133,1
2091902,218972480,1
2020808,79928100,1
2020708,39951938,1
2021108,41690592,1
2020408,49629438,1
2020408,27338372,1
2021008,211626600,1
2020808,80172312,1
2092402,219920576,1
2020108,53558809,1
2020608,4442310,1
2021108,58882735,1
2020608,46973434,1
2020108,9130127,1
2021208,7394435,1
2089802,216108776,1
2020208,41121780,1
2020208,14253670,1
2020908,200168511,1
2030002,27138261,1
2021108,37537706,1
2020408,27633916,1
2020208,12766621,1
2020208,18172938,1
2020208,55411106,1
2020708,14750818,1
2021108,12570960,1
2021108,64442454,1
2021108,34871036,1
2020208,8167842,1
2088902,213342663,1
2020708,11698989,1
2021008,210614478,1
2021108,38980177,1
2021208,23267191,1
2021108,56610746,1
2020208,36717689,1
2092002,219021254,1
2020608,7837058,1
2020208,22538228,1
2020408,67898653,1
2020808,202317815,1
2020608,73293025,1
2020608,54377448,1
2020108,63484545,1
2088902,214058163,1
2020608,6151149,1
2020108,75449739,1
2020108,46419793,1
2020108,8914963,1
2020708,20846516,1
2073702,75301430,1
2021108,56778455,1
2090002,215463772,1
2021108,60826119,1
2020408,27654360,1
2020408,42273855,1
2020208,4874652,1
2020408,9822342,1
2021108,19680736,1
2021008,210552037,1
2091102,217380833,1
2021108,21879359,1
2020908,81708630,1
2088902,213636543,1
2090002,215853780,1
2020108,72753960,1
2020608,35585032,1
2020408,18935255,1
2020108,46080690,1
2021208,13756887,1
2020108,28783747,1
2046502,38521147,1
2020708,59451544,1
2020408,6200287,1
2020408,51347455,1
2020408,72219864,1
2020608,35791616,1
2088802,214551391,1
2092302,219626763,1
2020208,18735877,1
2020608,29248240,1
2092102,219297162,1
2020908,79479691,1
2020808,81327245,1
