15720	德国加油（表情）	表情-世界杯	使用后永久获得「德国加油」世界杯聊天表情。	9		1	24	320			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_GER			DK_Bg_CM_Item4					9999													
15721	加纳加油（表情）	表情-世界杯	使用后永久获得「加纳加油」世界杯聊天表情。	9		1	24	321			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_GHA			DK_Bg_CM_Item4					9999													
15722	海地加油（表情）	表情-世界杯	使用后永久获得「海地加油」世界杯聊天表情。	9		1	24	322			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_HAI			DK_Bg_CM_Item4					9999													
15723	伊朗加油（表情）	表情-世界杯	使用后永久获得「伊朗加油」世界杯聊天表情。	9		1	24	323			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_IRN			DK_Bg_CM_Item4					9999													
15724	伊拉克加油（表情）	表情-世界杯	使用后永久获得「伊拉克加油」世界杯聊天表情。	9		1	24	324			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_IRQ			DK_Bg_CM_Item4					9999													
15725	约旦加油（表情）	表情-世界杯	使用后永久获得「约旦加油」世界杯聊天表情。	9		1	24	325			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_JOR			DK_Bg_CM_Item4					9999													
15726	日本加油（表情）	表情-世界杯	使用后永久获得「日本加油」世界杯聊天表情。	9		1	24	326			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_JPN			DK_Bg_CM_Item4					9999													
15727	韩国加油（表情）	表情-世界杯	使用后永久获得「韩国加油」世界杯聊天表情。	9		1	24	327			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_KOR			DK_Bg_CM_Item4					9999													
15728	沙特阿拉伯加油（表情）	表情-世界杯	使用后永久获得「沙特阿拉伯加油」世界杯聊天表情。	9		1	24	328			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_KSA			DK_Bg_CM_Item4					9999													
15729	摩洛哥加油（表情）	表情-世界杯	使用后永久获得「摩洛哥加油」世界杯聊天表情。	9		1	24	329			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_MAR			DK_Bg_CM_Item4					9999													
15730	墨西哥加油（表情）	表情-世界杯	使用后永久获得「墨西哥加油」世界杯聊天表情。	9		1	24	330			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_MEX			DK_Bg_CM_Item4					9999													
15731	荷兰加油（表情）	表情-世界杯	使用后永久获得「荷兰加油」世界杯聊天表情。	9		1	24	331			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_NED			DK_Bg_CM_Item4					9999													
15732	挪威加油（表情）	表情-世界杯	使用后永久获得「挪威加油」世界杯聊天表情。	9		1	24	332			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_NOR			DK_Bg_CM_Item4					9999													
15733	新西兰加油（表情）	表情-世界杯	使用后永久获得「新西兰加油」世界杯聊天表情。	9		1	24	333			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_NZL			DK_Bg_CM_Item4					9999													
15734	巴拿马加油（表情）	表情-世界杯	使用后永久获得「巴拿马加油」世界杯聊天表情。	9		1	24	334			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_PAN			DK_Bg_CM_Item4					9999													
15735	巴拉圭加油（表情）	表情-世界杯	使用后永久获得「巴拉圭加油」世界杯聊天表情。	9		1	24	335			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_PAR			DK_Bg_CM_Item4					9999													
15736	葡萄牙加油（表情）	表情-世界杯	使用后永久获得「葡萄牙加油」世界杯聊天表情。	9		1	24	336			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_POR			DK_Bg_CM_Item4					9999													
15737	卡塔尔加油（表情）	表情-世界杯	使用后永久获得「卡塔尔加油」世界杯聊天表情。	9		1	24	337			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_QAT			DK_Bg_CM_Item4					9999													
15738	南非加油（表情）	表情-世界杯	使用后永久获得「南非加油」世界杯聊天表情。	9		1	24	338			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_RSA			DK_Bg_CM_Item4					9999													
15739	苏格兰加油（表情）	表情-世界杯	使用后永久获得「苏格兰加油」世界杯聊天表情。	9		1	24	339			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_SCO			DK_Bg_CM_Item4					9999													
15740	塞内加尔加油（表情）	表情-世界杯	使用后永久获得「塞内加尔加油」世界杯聊天表情。	9		1	24	340			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_SEN			DK_Bg_CM_Item4					9999													
15741	瑞士加油（表情）	表情-世界杯	使用后永久获得「瑞士加油」世界杯聊天表情。	9		1	24	341			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_SUI			DK_Bg_CM_Item4					9999													
15742	瑞典加油（表情）	表情-世界杯	使用后永久获得「瑞典加油」世界杯聊天表情。	9		1	24	342			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_SWE			DK_Bg_CM_Item4					9999													
15743	突尼斯加油（表情）	表情-世界杯	使用后永久获得「突尼斯加油」世界杯聊天表情。	9		1	24	343			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_TUN			DK_Bg_CM_Item4					9999													
15744	土耳其加油（表情）	表情-世界杯	使用后永久获得「土耳其加油」世界杯聊天表情。	9		1	24	344			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_TUR			DK_Bg_CM_Item4					9999													
15745	乌拉圭加油（表情）	表情-世界杯	使用后永久获得「乌拉圭加油」世界杯聊天表情。	9		1	24	345			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_URU			DK_Bg_CM_Item4					9999													
15746	美国加油（表情）	表情-世界杯	使用后永久获得「美国加油」世界杯聊天表情。	9		1	24	346			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_USA			DK_Bg_CM_Item4					9999													
15747	乌兹别克斯坦加油（表情）	表情-世界杯	使用后永久获得「乌兹别克斯坦加油」世界杯聊天表情。	9		1	24	347			世界杯竞猜自选表情宝箱获取									DK_icon_global_WC_UZB			DK_Bg_CM_Item4					9999													
