80327	世界杯·韩国助威头像框	头像框-世界杯	使用后永久获得「世界杯·韩国」世界杯助威头像框。	9		1	4	10055|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_KOR			DK_Bg_CM_Item4					9999													
80328	世界杯·沙特助威头像框	头像框-世界杯	使用后永久获得「世界杯·沙特」世界杯助威头像框。	9		1	4	10056|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_KSA			DK_Bg_CM_Item4					9999													
80329	世界杯·摩洛哥助威头像框	头像框-世界杯	使用后永久获得「世界杯·摩洛哥」世界杯助威头像框。	9		1	4	10057|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_MAR			DK_Bg_CM_Item4					9999													
80330	世界杯·墨西哥助威头像框	头像框-世界杯	使用后永久获得「世界杯·墨西哥」世界杯助威头像框。	9		1	4	10058|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_MEX			DK_Bg_CM_Item4					9999													
80331	世界杯·荷兰助威头像框	头像框-世界杯	使用后永久获得「世界杯·荷兰」世界杯助威头像框。	9		1	4	10059|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_NED			DK_Bg_CM_Item4					9999													
80332	世界杯·挪威助威头像框	头像框-世界杯	使用后永久获得「世界杯·挪威」世界杯助威头像框。	9		1	4	10060|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_NOR			DK_Bg_CM_Item4					9999													
80333	世界杯·新西兰助威头像框	头像框-世界杯	使用后永久获得「世界杯·新西兰」世界杯助威头像框。	9		1	4	10061|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_NZL			DK_Bg_CM_Item4					9999													
80334	世界杯·巴拿马助威头像框	头像框-世界杯	使用后永久获得「世界杯·巴拿马」世界杯助威头像框。	9		1	4	10062|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_PAN			DK_Bg_CM_Item4					9999													
80335	世界杯·巴拉圭助威头像框	头像框-世界杯	使用后永久获得「世界杯·巴拉圭」世界杯助威头像框。	9		1	4	10063|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_PAR			DK_Bg_CM_Item4					9999													
80336	世界杯·葡萄牙助威头像框	头像框-世界杯	使用后永久获得「世界杯·葡萄牙」世界杯助威头像框。	9		1	4	10064|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_POR			DK_Bg_CM_Item4					9999													
80337	世界杯·卡塔尔助威头像框	头像框-世界杯	使用后永久获得「世界杯·卡塔尔」世界杯助威头像框。	9		1	4	10065|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_QAT			DK_Bg_CM_Item4					9999													
80338	世界杯·南非助威头像框	头像框-世界杯	使用后永久获得「世界杯·南非」世界杯助威头像框。	9		1	4	10066|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_RSA			DK_Bg_CM_Item4					9999													
80339	世界杯·苏格兰助威头像框	头像框-世界杯	使用后永久获得「世界杯·苏格兰」世界杯助威头像框。	9		1	4	10067|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_SCO			DK_Bg_CM_Item4					9999													
80340	世界杯·塞内加尔助威头像框	头像框-世界杯	使用后永久获得「世界杯·塞内加尔」世界杯助威头像框。	9		1	4	10068|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_SEN			DK_Bg_CM_Item4					9999													
80341	世界杯·瑞士助威头像框	头像框-世界杯	使用后永久获得「世界杯·瑞士」世界杯助威头像框。	9		1	4	10069|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_SUI			DK_Bg_CM_Item4					9999													
80342	世界杯·瑞典助威头像框	头像框-世界杯	使用后永久获得「世界杯·瑞典」世界杯助威头像框。	9		1	4	10070|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_SWE			DK_Bg_CM_Item4					9999													
80343	世界杯·突尼斯助威头像框	头像框-世界杯	使用后永久获得「世界杯·突尼斯」世界杯助威头像框。	9		1	4	10071|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_TUN			DK_Bg_CM_Item4					9999													
80344	世界杯·土耳其助威头像框	头像框-世界杯	使用后永久获得「世界杯·土耳其」世界杯助威头像框。	9		1	4	10072|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_TUR			DK_Bg_CM_Item4					9999													
80345	世界杯·乌拉圭助威头像框	头像框-世界杯	使用后永久获得「世界杯·乌拉圭」世界杯助威头像框。	9		1	4	10073|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_URU			DK_Bg_CM_Item4					9999													
80346	世界杯·美国助威头像框	头像框-世界杯	使用后永久获得「世界杯·美国」世界杯助威头像框。	9		1	4	10074|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_USA			DK_Bg_CM_Item4					9999													
80347	世界杯·乌兹别克斯坦助威头像框	头像框-世界杯	使用后永久获得「世界杯·乌兹别克斯坦」世界杯助威头像框。	9		1	4	10075|-1			世界杯竞猜自选头像框宝箱获取									DK_Img_Player_AvatarFrame_WC_UZB			DK_Bg_CM_Item4					9999													
