892020		WC竞猜-32强-M10-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892021		WC竞猜-32强-M11-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892022		WC竞猜-32强-M11-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892023		WC竞猜-32强-M12-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892024		WC竞猜-32强-M12-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892025		WC竞猜-32强-M13-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892026		WC竞猜-32强-M13-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892027		WC竞猜-32强-M14-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892028		WC竞猜-32强-M14-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892029		WC竞猜-32强-M15-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892030		WC竞猜-32强-M15-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892031		WC竞猜-32强-M16-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892032		WC竞猜-32强-M16-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892033		WC竞猜-16强-M1-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892034		WC竞猜-16强-M1-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892035		WC竞猜-16强-M1-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892036		WC竞猜-16强-M1-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892037		WC竞猜-16强-M2-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892038		WC竞猜-16强-M2-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892039		WC竞猜-16强-M2-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892040		WC竞猜-16强-M2-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892041		WC竞猜-16强-M3-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892042		WC竞猜-16强-M3-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892043		WC竞猜-16强-M3-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892044		WC竞猜-16强-M3-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892045		WC竞猜-16强-M4-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892046		WC竞猜-16强-M4-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892047		WC竞猜-16强-M4-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892048		WC竞猜-16强-M4-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892049		WC竞猜-16强-M5-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892050		WC竞猜-16强-M5-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892051		WC竞猜-16强-M5-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892052		WC竞猜-16强-M5-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892053		WC竞猜-16强-M6-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892054		WC竞猜-16强-M6-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892055		WC竞猜-16强-M6-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892056		WC竞猜-16强-M6-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892057		WC竞猜-16强-M7-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892058		WC竞猜-16强-M7-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892059		WC竞猜-16强-M7-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892060		WC竞猜-16强-M7-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892061		WC竞猜-16强-M8-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892062		WC竞猜-16强-M8-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892063		WC竞猜-16强-M8-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892064		WC竞猜-16强-M8-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892065		WC竞猜-8强-M1-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892066		WC竞猜-8强-M1-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892067		WC竞猜-8强-M1-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892068		WC竞猜-8强-M1-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892069		WC竞猜-8强-M1-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892070		WC竞猜-8强-M1-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892071		WC竞猜-8强-M2-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892072		WC竞猜-8强-M2-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892073		WC竞猜-8强-M2-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892074		WC竞猜-8强-M2-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892075		WC竞猜-8强-M2-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892076		WC竞猜-8强-M2-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892077		WC竞猜-8强-M3-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892078		WC竞猜-8强-M3-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892079		WC竞猜-8强-M3-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892080		WC竞猜-8强-M3-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892081		WC竞猜-8强-M3-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892082		WC竞猜-8强-M3-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892083		WC竞猜-8强-M4-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892084		WC竞猜-8强-M4-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892085		WC竞猜-8强-M4-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892086		WC竞猜-8强-M4-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892087		WC竞猜-8强-M4-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892088		WC竞猜-8强-M4-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892089		WC竞猜-半决赛-M1-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892090		WC竞猜-半决赛-M1-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892091		WC竞猜-半决赛-M1-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892092		WC竞猜-半决赛-M1-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892093		WC竞猜-半决赛-M1-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892094		WC竞猜-半决赛-M1-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892095		WC竞猜-半决赛-M2-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892096		WC竞猜-半决赛-M2-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892097		WC竞猜-半决赛-M2-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892098		WC竞猜-半决赛-M2-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892099		WC竞猜-半决赛-M2-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892100		WC竞猜-半决赛-M2-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892101		WC竞猜-季军-M1-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892102		WC竞猜-季军-M1-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892103		WC竞猜-季军-M1-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892104		WC竞猜-季军-M1-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892105		WC竞猜-季军-M1-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892106		WC竞猜-季军-M1-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892107		WC竞猜-决赛-M1-A-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892108		WC竞猜-决赛-M1-B-$4.99				4.99	105		16			1	291101					1		1															巴西	猜对加送 +15			1000	202													
892109		WC竞猜-决赛-M1-A-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892110		WC竞猜-决赛-M1-B-$9.99				9.99	106		16			1	291302					1		1															巴西	猜对加送 +15			1000	202													
892111		WC竞猜-决赛-M1-A-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
892112		WC竞猜-决赛-M1-B-$19.99				19.99	107		16			1	291303					1		1															巴西	猜对加送 +15			1000	202													
