	21111074	21121094	感恩节-采集资源	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111075	21121095	感恩节-击败变异猴	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111076	21121096	感恩节-击败变异巨猿	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111077	21121097	感恩节-科研消耗	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111078	21121098	感恩节-建筑消耗	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111079	21121099	感恩节-训练	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111081	21121103	BattlePass-第二赛季	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111082	21121101	玩家邀请活动-邀请码	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	0
	21111083	21121102	玩家邀请活动-邀请任务	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	0
	21111085	21121105	圣诞节-兑换	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111086	21121106	圣诞节-登录	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111087	21121107	圣诞节-可持续发展	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111088	21121108	圣诞节-掉落	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111089	21121271	幸运奖盘（拉姆斯）（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""192h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111097	21121141	最强猴子（马克西姆斯）（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""192h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""144h"", ""closedur"":""24h""}"	{}	0	0
	21111101	21122139	ac联赛-主活动	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""1176h"", ""closedur"":""168h""}"	{}	2	0
	21111102	21122140	ac联赛-参赛详情	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""activity_start"",""val"":""21122139""}"	{}	{}	2	0
	21111103	21122141	战车活跃活动-自动上版	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""4104h""}"	"{""fcastdur"":""0h"", ""actvdur"":""192h"", ""closedur"":""0h""}"	{}	0	0
	21111104	21122141	战车活跃活动-补老服版	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111107	21121114	甜蜜暴击	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111108	21121115	情人节-登录	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111109	21121116	情人节-可持续发展	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111110	21121117	情人节-掉落	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111112	21121118	普通gacha12服临时配置	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111116	21121232	幸运奖盘（Shema3版）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle7"",""start_day"":""1"",""cross"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	"{""typ"":""cycle"",""cycle_start"":2,""actv_periods"":[21362001,21362002,21362003,21362004,21362005,21362006]}"	2	0
	21111118	21121119	帮派集结（生命周期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcts"",""val"":""0h""}"	"{""fcastdur"":""0h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111120	21121232	幸运奖盘（Shema4版）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""8"",""cross"":1,""is_ark"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	"{""typ"":""linear"",""actv_periods"":[-1,-1,-1,-1,-1,-1,21362007,21362008,21362009,21362010,21362011,21362012]}"	2	0
	21111124	21121174	讨伐霍格博士-飙车族（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""24h""}"	"{""fcastdur"":""-12h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111126	21121174	讨伐霍格博士-飙车族（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""192h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111127	21121129	BattlePass-第三赛季	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111128	21121132	KVK主活动	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111129	21121130	一网打尽（KVK服）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""situation_unlock"",""val"":""25131012""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111130	21121131	KVK预热-发射准备	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	"{""fcastdur"":""0h"", ""actvdur"":""144h"", ""closedur"":""0h""}"	{}	0	0
	21111131	21121133	KVK成就任务	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""kvkbegin"",""val"":""1""}"	"{""fcastdur"":""0h"", ""typ"":""kvkend"", ""closedur"":""1h""}"	{}	0	0
	21111132	21121232	幸运奖盘（Shema5版）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""8"",""cross"":1,""is_ark"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	"{""typ"":""linear"",""actv_periods"":[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21362013,21362014,21362015,21362016,21362017,21362018,21362019,21362020,21362021,21362022,21362023,21362024,21362025,21362026,21362027,21362028,21362029,21362030]}"	2	0
	21111134	21121136	BattlePass30天-新第三赛季（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111136	21121161	城市大发展-schema3循环-通用金头	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle28"",""start_day"":""19"",""cross"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	1	0
	21111137	21121397	城市大发展（生命周期-通用金头）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""288h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111138	21121162	科研大提升-schema3循环-通用金头	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle28"",""start_day"":""5"",""cross"":1}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	1	0
	21111139	21121071	物品探测高级卡池_kvk服	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111140	21121141	最强猴子（马克西姆斯）（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""360h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""144h"", ""closedur"":""0h""}"	{}	0	0
	21111142	21121164	一网打尽（周循环）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	"{""fcastdur"":""-24h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111143	21121165	帮派崛起活动（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111144	21121166	霍格博士的复仇-schema3	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle28"",""start_day"":""15"",""cross"":1}"	"{""fcastdur"":""-168h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	1	0
	21111145	21121166	霍格博士的复仇-schema4	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle28"",""start_day"":""15"",""cross"":1}"	"{""fcastdur"":""-168h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	1	0
	21111146	21121138	幸运奖盘（露易丝）（生命周期-第6期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""1032h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111147	21121169	边境竞技场	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111148	21121137	幸运奖盘（弃用	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111149	21121271	幸运奖盘（拉姆斯）（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""360h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111150	21121368	讨伐霍格博士-飙车族收藏品（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""360h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111151	21121173	讨伐霍格博士-打击手（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""528h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111154	21121371	幸运奖盘（菲奥娜）（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""528h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111155	21121371	幸运奖盘（菲奥娜）（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""696h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111156	21121370	最强猴子（巴泽尔）（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""528h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""144h"", ""closedur"":""0h""}"	{}	0	0
	21111157	21121370	最强猴子（巴泽尔）（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""696h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""144h"", ""closedur"":""0h""}"	{}	0	0
	21111158	21121145	最强猴子（肖恩）（生命周期-第5期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""864h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""144h"", ""closedur"":""0h""}"	{}	0	0
	21111159	21121162	科研大提升（生命周期-通用金头）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""456h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111164	21121070	押运招募令-额外次数（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111165	21121070	押运招募令-额外次数（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111166	21121070	押运招募令-额外次数（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111168	21121060	训练大作战（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""384h""}"	"{""fcastdur"":""0h"", ""actvdur"":""48h"", ""closedur"":""0h""}"	{}	0	0
	21111169	21121060	训练大作战（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""552h""}"	"{""fcastdur"":""0h"", ""actvdur"":""48h"", ""closedur"":""0h""}"	{}	0	0
	21111170	21121060	训练大作战（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""672h""}"	"{""fcastdur"":""0h"", ""actvdur"":""48h"", ""closedur"":""0h""}"	{}	0	0
	21111171	21121164	一网打尽（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""480h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111172	21121164	一网打尽（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""816h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111173	21121164	一网打尽（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111174	21121164	一网打尽（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111175	21121164	一网打尽（生命周期-第5期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111178	21121104	卫星战场活动（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""576h""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111179	21121180	英雄竞技场（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""0h""}"	"{""fcastdur"":""0h"", ""actvdur"":""144h"", ""closedur"":""24h""}"	{}	0	0
	21111180	21121180	英雄竞技场（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""168h""}"	"{""fcastdur"":""0h"", ""actvdur"":""144h"", ""closedur"":""24h""}"	{}	0	0
	21111181	21121180	英雄竞技场（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""336h""}"	"{""fcastdur"":""0h"", ""actvdur"":""144h"", ""closedur"":""24h""}"	{}	0	0
	21111183	21121183	领地巡防（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111184	21121183	领地巡防（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111186	21121182	巨猿围攻（集结出击）（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111187	21121166	霍格博士的复仇（生命周期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""696h""}"	"{""fcastdur"":""-240h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111188	21121169	边境竞技场（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111189	21121169	边境竞技场（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111190	21121169	边境竞技场（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111191	21121169	边境竞技场（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111193	21121367	讨伐霍格博士-打击手收藏品（生命周期-第5期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""696h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111194	21121175	讨伐霍格博士-射击手（生命周期-第6期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""864h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111195	21121369	讨伐霍格博士-射击手收藏品（生命周期-第7期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""1032h""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111196	0	讨伐霍格博士（Schema3版-纯英雄）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""1""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	"{""typ"":""cycle"",""actv_ids"":[21121174,21121173,21121175]}"	0	0
	21111197	21121176	战力大冲刺（生命周期1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""624h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111198	0	讨伐霍格博士（Schema4版）弃用	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle7"",""start_day"":""1""}"	"{""fcastdur"":""-24h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	"{""typ"":""cycle"",""actv_ids"":[21121337,21121336,21121338]}"	0	0
	21111199	21121177	BattlePass14天-新第一赛季（生命周期-第1期）（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111200	21121178	BattlePass14天-新第二赛季（生命周期-第2期）（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111201	21121179	BattlePass14天-新第三赛季（生命周期-第3期）（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111202	21121180	英雄竞技场	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	0
	21111203	21121181	泳池派对	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111204	21121181	泳池派对（生命周期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""528h""}"	"{""fcastdur"":""0h"", ""actvdur"":""120h"", ""closedur"":""0h""}"	{}	0	0
	21111205	21121184	押镖bp（生命周期-第1期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""336h""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111206	21121184	押镖bp（生命周期-第2期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""504h""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111207	21121184	押镖bp（生命周期-第3期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""672h""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111208	21121184	押镖bp（生命周期-第4期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""840h""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	0	0
	21111209	21121184	押镖bp（生命周期-第5期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111210	21121184	押镖bp（生命周期-第6期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111211	21121184	押镖bp（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
