2988	WC免费-0711-CPVvsCOL	1	1	5	00:00:00	1	29d23h59m59s				
2964	WC-半决赛-JORvsBIH-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2965	WC-半决赛-JORvsBIH-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2966	WC-半决赛-JORvsBIH-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2989	WC免费-0714-JORvsBIH	1	1	5	00:00:00	1	29d23h59m59s				
2967	WC-半决赛-CPVvsTUN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2968	WC-半决赛-CPVvsTUN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2969	WC-半决赛-CPVvsTUN-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2990	WC免费-0715-CPVvsTUN	1	1	5	00:00:00	1	29d23h59m59s				
2970	WC-季军-BIHvsTUN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2971	WC-季军-BIHvsTUN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2972	WC-季军-BIHvsTUN-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2991	WC免费-0718-BIHvsTUN	1	1	5	00:00:00	1	29d23h59m59s				
2973	WC-决赛-JORvsCPV-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2974	WC-决赛-JORvsCPV-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2975	WC-决赛-JORvsCPV-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2992	WC免费-0719-JORvsCPV	1	1	5	00:00:00	1	29d23h59m59s				
