893006		WC免费-0630-ARG				0		1	16			1	291335					1		1					DK_WC_TeamPanel_ARG		DK_WC_Badge_ARG								阿根廷				1000														
892015		WC-32强-ESP-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_ESP		DK_WC_Badge_ESP								西班牙				1000	202													
892016		WC-32强-EGY-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_EGY		DK_WC_Badge_EGY								埃及				1000	202													
892017		WC-32强-CPV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	202													
892018		WC-32强-CIV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CIV		DK_WC_Badge_CIV								科特迪瓦				1000	202													
892019		WC-32强-CRO-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CRO		DK_WC_Badge_CRO								克罗地亚				1000	202													
892020		WC-32强-SWE-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_SWE		DK_WC_Badge_SWE								瑞典				1000	202													
893007		WC免费-0701-ESP				0		1	16			1	291335					1		1					DK_WC_TeamPanel_ESP		DK_WC_Badge_ESP								西班牙				1000														
893008		WC免费-0701-EGY				0		1	16			1	291335					1		1					DK_WC_TeamPanel_EGY		DK_WC_Badge_EGY								埃及				1000														
892021		WC-32强-COL-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	202													
892022		WC-32强-TUR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUR		DK_WC_Badge_TUR								土耳其				1000	202													
892023		WC-32强-GHA-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_GHA		DK_WC_Badge_GHA								加纳				1000	202													
892024		WC-32强-PAN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_PAN		DK_WC_Badge_PAN								巴拿马				1000	202													
892025		WC-32强-TUN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	202													
892026		WC-32强-NZL-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_NZL		DK_WC_Badge_NZL								新西兰				1000	202													
893009		WC免费-0702-COL				0		1	16			1	291335					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000														
893010		WC免费-0702-TUR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_TUR		DK_WC_Badge_TUR								土耳其				1000														
892027		WC-32强-QAT-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_QAT		DK_WC_Badge_QAT								卡塔尔				1000	202													
892028		WC-32强-COD-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_COD		DK_WC_Badge_COD								刚果				1000	202													
892029		WC-32强-AUT-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	202													
892030		WC-32强-AUS-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_AUS		DK_WC_Badge_AUS								澳大利亚				1000	202													
892031		WC-32强-FRA-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_FRA		DK_WC_Badge_FRA								法国				1000	202													
892032		WC-32强-ALG-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_ALG		DK_WC_Badge_ALG								阿尔及利亚				1000	202													
893011		WC免费-0703-QAT				0		1	16			1	291335					1		1					DK_WC_TeamPanel_QAT		DK_WC_Badge_QAT								卡塔尔				1000														
893012		WC免费-0703-COD				0		1	16			1	291335					1		1					DK_WC_TeamPanel_COD		DK_WC_Badge_COD								刚果				1000														
892033		WC-16强-JOR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	202													
892034		WC-16强-UZB-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_UZB		DK_WC_Badge_UZB								乌兹别克斯坦				1000	202													
892035		WC-16强-JOR-$9.99				9.99	106		16			1	291301					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	203													
892036		WC-16强-UZB-$9.99				9.99	106		16			1	291302					1		1					DK_WC_TeamPanel_UZB		DK_WC_Badge_UZB								乌兹别克斯坦				1000	203													
892037		WC-16强-MAR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000	202													
892038		WC-16强-BEL-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_BEL		DK_WC_Badge_BEL								比利时				1000	202													
892039		WC-16强-MAR-$9.99				9.99	106		16			1	291303					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000	203													
892040		WC-16强-BEL-$9.99				9.99	106		16			1	291304					1		1					DK_WC_TeamPanel_BEL		DK_WC_Badge_BEL								比利时				1000	203													
893013		WC免费-0704-JOR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000														
893014		WC免费-0704-UZB				0		1	16			1	291335					1		1					DK_WC_TeamPanel_UZB		DK_WC_Badge_UZB								乌兹别克斯坦				1000														
892041		WC-16强-BIH-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	202													
892042		WC-16强-USA-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_USA		DK_WC_Badge_USA								美国				1000	202													
892043		WC-16强-BIH-$9.99				9.99	106		16			1	291305					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	203													
892044		WC-16强-USA-$9.99				9.99	106		16			1	291306					1		1					DK_WC_TeamPanel_USA		DK_WC_Badge_USA								美国				1000	203													
892045		WC-16强-HAI-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000	202													
892046		WC-16强-ESP-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_ESP		DK_WC_Badge_ESP								西班牙				1000	202													
892047		WC-16强-HAI-$9.99				9.99	106		16			1	291307					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000	203													
892048		WC-16强-ESP-$9.99				9.99	106		16			1	291308					1		1					DK_WC_TeamPanel_ESP		DK_WC_Badge_ESP								西班牙				1000	203													
893015		WC免费-0705-BIH				0		1	16			1	291335					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000														
893016		WC免费-0705-USA				0		1	16			1	291335					1		1					DK_WC_TeamPanel_USA		DK_WC_Badge_USA								美国				1000														
892049		WC-16强-CPV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	202													
892050		WC-16强-CRO-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CRO		DK_WC_Badge_CRO								克罗地亚				1000	202													
892051		WC-16强-CPV-$9.99				9.99	106		16			1	291309					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	203													
892052		WC-16强-CRO-$9.99				9.99	106		16			1	291310					1		1					DK_WC_TeamPanel_CRO		DK_WC_Badge_CRO								克罗地亚				1000	203													
892053		WC-16强-COL-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	202													
892054		WC-16强-GHA-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_GHA		DK_WC_Badge_GHA								加纳				1000	202													
892055		WC-16强-COL-$9.99				9.99	106		16			1	291311					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	203													
892056		WC-16强-GHA-$9.99				9.99	106		16			1	291312					1		1					DK_WC_TeamPanel_GHA		DK_WC_Badge_GHA								加纳				1000	203													
893017		WC免费-0706-CPV				0		1	16			1	291335					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000														
893018		WC免费-0706-CRO				0		1	16			1	291335					1		1					DK_WC_TeamPanel_CRO		DK_WC_Badge_CRO								克罗地亚				1000														
892057		WC-16强-TUN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	202													
892058		WC-16强-QAT-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_QAT		DK_WC_Badge_QAT								卡塔尔				1000	202													
892059		WC-16强-TUN-$9.99				9.99	106		16			1	291313					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	203													
892060		WC-16强-QAT-$9.99				9.99	106		16			1	291314					1		1					DK_WC_TeamPanel_QAT		DK_WC_Badge_QAT								卡塔尔				1000	203													
892061		WC-16强-AUT-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	202													
892062		WC-16强-FRA-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_FRA		DK_WC_Badge_FRA								法国				1000	202													
892063		WC-16强-AUT-$9.99				9.99	106		16			1	291315					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	203													
892064		WC-16强-FRA-$9.99				9.99	106		16			1	291316					1		1					DK_WC_TeamPanel_FRA		DK_WC_Badge_FRA								法国				1000	203													
893019		WC免费-0707-TUN				0		1	16			1	291335					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000														
893020		WC免费-0707-QAT				0		1	16			1	291335					1		1					DK_WC_TeamPanel_QAT		DK_WC_Badge_QAT								卡塔尔				1000														
892065		WC-8强-JOR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	202													
892066		WC-8强-MAR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000	202													
892067		WC-8强-JOR-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	203													
892068		WC-8强-MAR-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000	203													
892069		WC-8强-JOR-$19.99				19.99	107		16			1	291317					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	204													
892070		WC-8强-MAR-$19.99				19.99	107		16			1	291318					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000	204													
893021		WC免费-0709-JOR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000														
893022		WC免费-0709-MAR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_MAR		DK_WC_Badge_MAR								摩洛哥				1000														
892071		WC-8强-BIH-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	202													
892072		WC-8强-HAI-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000	202													
892073		WC-8强-BIH-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	203													
892074		WC-8强-HAI-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000	203													
892075		WC-8强-BIH-$19.99				19.99	107		16			1	291319					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	204													
892076		WC-8强-HAI-$19.99				19.99	107		16			1	291320					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000	204													
893023		WC免费-0710-BIH				0		1	16			1	291335					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000														
893024		WC免费-0710-HAI				0		1	16			1	291335					1		1					DK_WC_TeamPanel_HAI		DK_WC_Badge_HAI								海地				1000														
892077		WC-8强-CPV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	202													
892078		WC-8强-COL-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	202													
892079		WC-8强-CPV-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	203													
892080		WC-8强-COL-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	203													
892081		WC-8强-CPV-$19.99				19.99	107		16			1	291321					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	204													
892082		WC-8强-COL-$19.99				19.99	107		16			1	291322					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000	204													
892083		WC-8强-TUN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	202													
892084		WC-8强-AUT-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	202													
892085		WC-8强-TUN-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	203													
892086		WC-8强-AUT-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	203													
892087		WC-8强-TUN-$19.99				19.99	107		16			1	291323					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	204													
892088		WC-8强-AUT-$19.99				19.99	107		16			1	291324					1		1					DK_WC_TeamPanel_AUT		DK_WC_Badge_AUT								奥地利				1000	204													
893025		WC免费-0711-CPV				0		1	16			1	291335					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000														
893026		WC免费-0711-COL				0		1	16			1	291335					1		1					DK_WC_TeamPanel_COL		DK_WC_Badge_COL								哥伦比亚				1000														
892089		WC-半决赛-JOR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	202													
892090		WC-半决赛-BIH-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	202													
892091		WC-半决赛-JOR-$9.99				9.99	106		16			1	291332					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	203													
892092		WC-半决赛-BIH-$9.99				9.99	106		16			1	291332					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	203													
892093		WC-半决赛-JOR-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	204													
892094		WC-半决赛-BIH-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	204													
893027		WC免费-0714-JOR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000														
893028		WC免费-0714-BIH				0		1	16			1	291335					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000														
892095		WC-半决赛-CPV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	202													
892096		WC-半决赛-TUN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	202													
892097		WC-半决赛-CPV-$9.99				9.99	106		16			1	291332					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	203													
892098		WC-半决赛-TUN-$9.99				9.99	106		16			1	291332					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	203													
892099		WC-半决赛-CPV-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	204													
892100		WC-半决赛-TUN-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	204													
893029		WC免费-0715-CPV				0		1	16			1	291335					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000														
893030		WC免费-0715-TUN				0		1	16			1	291335					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000														
892101		WC-季军-BIH-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	202													
892102		WC-季军-TUN-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	202													
892103		WC-季军-BIH-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	203													
892104		WC-季军-TUN-$9.99				9.99	106		16			1	291330					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	203													
892105		WC-季军-BIH-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000	204													
892106		WC-季军-TUN-$19.99				19.99	107		16			1	291331					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000	204													
893031		WC免费-0718-BIH				0		1	16			1	291335					1		1					DK_WC_TeamPanel_BIH		DK_WC_Badge_BIH								波黑				1000														
893032		WC免费-0718-TUN				0		1	16			1	291335					1		1					DK_WC_TeamPanel_TUN		DK_WC_Badge_TUN								突尼斯				1000														
892107		WC-决赛-JOR-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	202													
892108		WC-决赛-CPV-$4.99				4.99	105		16			1	291101					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	202													
892109		WC-决赛-JOR-$9.99				9.99	106		16			1	291333					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	203													
892110		WC-决赛-CPV-$9.99				9.99	106		16			1	291333					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	203													
892111		WC-决赛-JOR-$19.99				19.99	107		16			1	291334					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000	204													
892112		WC-决赛-CPV-$19.99				19.99	107		16			1	291334					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000	204													
893033		WC免费-0719-JOR				0		1	16			1	291335					1		1					DK_WC_TeamPanel_JOR		DK_WC_Badge_JOR								约旦				1000														
893034		WC免费-0719-CPV				0		1	16			1	291335					1		1					DK_WC_TeamPanel_CPV		DK_WC_Badge_CPV								佛得角				1000														
