24890	291317	1	1002	钻石	10000		1	10000					
24891	291317	1	2022	VIP点数	100		1	10000					
24892	291317	1	15725	约旦聊天表情	1		1	10000					
24893	291318	1	1146	世界杯抽奖券	80		1	10000					
24894	291318	1	1002	钻石	10000		1	10000					
24895	291318	1	2022	VIP点数	100		1	10000					
24896	291318	1	15729	摩洛哥聊天表情	1		1	10000					
24897	291319	1	1146	世界杯抽奖券	80		1	10000					
24898	291319	1	1002	钻石	10000		1	10000					
24899	291319	1	2022	VIP点数	100		1	10000					
24900	291319	1	15705	波黑聊天表情	1		1	10000					
24901	291320	1	1146	世界杯抽奖券	80		1	10000					
24902	291320	1	1002	钻石	10000		1	10000					
24903	291320	1	2022	VIP点数	100		1	10000					
24904	291320	1	15722	海地聊天表情	1		1	10000					
24905	291321	1	1146	世界杯抽奖券	80		1	10000					
24906	291321	1	1002	钻石	10000		1	10000					
24907	291321	1	2022	VIP点数	100		1	10000					
24908	291321	1	15711	佛得角聊天表情	1		1	10000					
24909	291322	1	1146	世界杯抽奖券	80		1	10000					
24910	291322	1	1002	钻石	10000		1	10000					
24911	291322	1	2022	VIP点数	100		1	10000					
24912	291322	1	15710	哥伦比亚聊天表情	1		1	10000					
24913	291323	1	1146	世界杯抽奖券	80		1	10000					
24914	291323	1	1002	钻石	10000		1	10000					
24915	291323	1	2022	VIP点数	100		1	10000					
24916	291323	1	15743	突尼斯聊天表情	1		1	10000					
24917	291324	1	1146	世界杯抽奖券	80		1	10000					
24918	291324	1	1002	钻石	10000		1	10000					
24919	291324	1	2022	VIP点数	100		1	10000					
24920	291324	1	15703	奥地利聊天表情	1		1	10000					
